contract_id,player_id,team_id,contract_type,start_year,end_year,years_total,years_remaining,total_value,average_annual_value,base_salary_2026,signing_bonus_total,bonus_proration_2026,roster_bonus_2026,guaranteed_money,cap_hit_2026,dead_cap_if_cut_2026,no_trade_clause,contract_status,data_class
CTR00611,CLE_CB_04,CLE,VETERAN_MINIMUM,2025,2026,2,1,2747536,1373768,1373768,0,0,0,137377,1373768,0,0,ACTIVE,MODELED
CTR00612,CLE_CB_05,CLE,VETERAN,2026,2027,2,2,6390275,3195137,2497297,1395681,697840,0,2829005,3195137,1395681,0,ACTIVE,MODELED
CTR00613,CLE_CB_06,CLE,VETERAN,2026,2026,1,1,2016853,2016853,1601883,414970,414970,60506,487772,2077358,414970,0,ACTIVE,MODELED
CTR00614,CLE_CB_07,CLE,ROOKIE_SCALE,2024,2027,4,2,3860000,965000,756000,1177821,294455,0,965000,1050455,588911,0,ACTIVE,MODELED
CTR00615,CLE_CB_08,CLE,UDFA,2025,2027,3,2,2520000,840000,756000,590648,196883,0,50400,952883,393765,0,ACTIVE,MODELED
CTR00616,CLE_CB_09,CLE,VETERAN_MINIMUM,2026,2026,1,1,1210000,1210000,1210000,0,0,0,60500,1210000,0,0,ACTIVE,MODELED
CTR00617,CLE_CB_10,CLE,UDFA,2026,2028,3,3,2520000,840000,756000,615579,205193,0,50400,961193,615579,0,ACTIVE,MODELED
CTR00618,CLE_CB_11,CLE,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR00619,CLE_S_01,CLE,VETERAN,2026,2026,1,1,4977386,4977386,3693549,1283837,1283837,0,1630912,4977386,1283837,0,ACTIVE,MODELED
CTR00620,CLE_S_02,CLE,VETERAN,2025,2026,2,1,18587184,9293592,5799989,6987207,3493604,557616,10357401,9851208,3493604,0,ACTIVE,MODELED
CTR00621,CLE_S_03,CLE,VETERAN,2025,2026,2,1,3836674,1918337,1639719,557236,278618,115100,1314417,2033437,278618,0,ACTIVE,MODELED
CTR00622,CLE_S_04,CLE,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR00623,CLE_S_05,CLE,ROOKIE_SCALE,2026,2029,4,4,4240000,1060000,955725,417099,104275,0,1060000,1060000,417099,0,ACTIVE,MODELED
CTR00624,CLE_S_06,CLE,VETERAN_MINIMUM,2022,2026,5,1,5150000,1030000,1030000,0,0,0,257500,1030000,0,0,ACTIVE,MODELED
CTR00625,CLE_S_07,CLE,UDFA,2025,2027,3,2,2520000,840000,756000,713362,237787,0,50400,993787,475575,0,ACTIVE,MODELED
CTR00626,CLE_K_01,CLE,VETERAN,2026,2027,2,2,4832366,2416183,1959128,914110,457055,0,2084206,2416183,914110,0,ACTIVE,MODELED
CTR00627,CLE_K_02,CLE,VETERAN_MINIMUM,2026,2029,4,4,4520000,1130000,1130000,0,0,0,226000,1130000,0,0,ACTIVE,MODELED
CTR00628,CLE_P_01,CLE,VETERAN_MINIMUM,2025,2027,3,2,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR00629,CLE_P_02,CLE,UDFA,2026,2028,3,3,2520000,840000,756000,809404,269801,0,50400,1025801,809404,0,ACTIVE,MODELED
CTR00630,CLE_LS_01,CLE,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR00631,CIN_QB_01,CIN,VETERAN,2026,2026,1,1,45188390,45188390,40739180,4449210,4449210,0,11770256,45188390,4449210,0,ACTIVE,MODELED
CTR00632,CIN_QB_02,CIN,VETERAN,2025,2026,2,1,9984154,4992077,4020098,1943958,971979,0,1566328,4992077,971979,0,ACTIVE,MODELED
CTR00633,CIN_QB_03,CIN,VETERAN,2026,2027,2,2,11630127,5815064,5343145,943837,471918,348904,5196553,6163967,943837,0,ACTIVE,MODELED
CTR00634,CIN_QB_04,CIN,ROOKIE_SCALE,2025,2028,4,3,3860000,965000,756000,1170192,292548,0,965000,1048548,877644,0,ACTIVE,MODELED
CTR00635,CIN_RB_01,CIN,VETERAN,2025,2026,2,1,15293017,7646509,5884002,3525013,1762507,458791,9519508,8105299,1762507,0,ACTIVE,MODELED
CTR00636,CIN_RB_02,CIN,VETERAN,2024,2026,3,1,5803950,1934650,1562074,1117727,372576,174119,3786408,2108769,372576,0,ACTIVE,MODELED
CTR00637,CIN_RB_03,CIN,VETERAN_MINIMUM,2026,2027,2,2,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR00638,CIN_RB_04,CIN,VETERAN_MINIMUM,2024,2028,5,3,5650000,1130000,1130000,0,0,0,282500,1130000,0,0,ACTIVE,MODELED
CTR00639,CIN_RB_05,CIN,ROOKIE_SCALE,2024,2027,4,2,4240000,1060000,756000,1314619,328655,0,1060000,1084655,657309,0,ACTIVE,MODELED
CTR00640,CIN_FB_01,CIN,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR00641,CIN_WR_01,CIN,VETERAN,2023,2027,5,2,43177250,8635450,6592999,10212255,2042451,1295317,27350330,9930767,4084902,0,ACTIVE,MODELED
CTR00642,CIN_WR_02,CIN,VETERAN,2026,2026,1,1,5598395,5598395,5291145,307251,307251,0,1439277,5598395,307251,0,ACTIVE,MODELED
CTR00643,CIN_WR_03,CIN,VETERAN,2026,2026,1,1,3543132,3543132,3087861,455271,455271,0,1249330,3543132,455271,0,ACTIVE,MODELED
CTR00644,CIN_WR_04,CIN,ROOKIE_SCALE,2026,2029,4,4,4760000,1190000,930528,1037888,259472,0,1190000,1190000,1037888,0,ACTIVE,MODELED
CTR00645,CIN_WR_05,CIN,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR00646,CIN_WR_06,CIN,ROOKIE_SCALE,2026,2029,4,4,3860000,965000,756000,1354994,338749,0,965000,1094749,1354994,0,ACTIVE,MODELED
CTR00647,CIN_WR_07,CIN,VETERAN_MINIMUM,2025,2026,2,1,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR00648,CIN_WR_08,CIN,ROOKIE_SCALE,2024,2027,4,2,3860000,965000,756000,1038067,259517,0,965000,1015517,519033,0,ACTIVE,MODELED
CTR00649,CIN_WR_09,CIN,UDFA,2024,2026,3,1,2520000,840000,756000,781883,260628,0,50400,1016628,260628,0,ACTIVE,MODELED
CTR00650,CIN_WR_10,CIN,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR00651,CIN_WR_11,CIN,ROOKIE_SCALE,2026,2029,4,4,6000000,1500000,1064477,1742090,435523,0,1500000,1500000,1742090,0,ACTIVE,MODELED
CTR00652,CIN_TE_01,CIN,VETERAN,2024,2027,4,2,11827556,2956889,2536330,1682236,420559,354827,5807110,3311716,841118,0,ACTIVE,MODELED
CTR00653,CIN_TE_02,CIN,VETERAN_MINIMUM,2026,2027,2,2,2260000,1130000,1130000,0,0,0,113000,1130000,0,0,ACTIVE,MODELED
CTR00654,CIN_TE_03,CIN,VETERAN_MINIMUM,2026,2027,2,2,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR00655,CIN_TE_04,CIN,ROOKIE_SCALE,2026,2029,4,4,4240000,1060000,756000,1724649,431162,0,1060000,1187162,1724649,0,ACTIVE,MODELED
CTR00656,CIN_TE_05,CIN,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR00657,CIN_TE_06,CIN,VETERAN_MINIMUM,2022,2026,5,1,5150000,1030000,1030000,0,0,0,257500,1030000,0,0,ACTIVE,MODELED
CTR00658,CIN_OT_01,CIN,VETERAN,2025,2026,2,1,14567008,7283504,5156237,4254534,2127267,0,7847594,7283504,2127267,0,ACTIVE,MODELED
CTR00659,CIN_OT_02,CIN,VETERAN,2026,2026,1,1,2475521,2475521,1955738,519783,519783,0,1926879,2475521,519783,0,ACTIVE,MODELED
CTR00660,CIN_OT_03,CIN,VETERAN,2026,2026,1,1,2864866,2864866,1842556,1022310,1022310,0,1148881,2864866,1022310,0,ACTIVE,MODELED
CTR00661,CIN_OT_04,CIN,VETERAN,2026,2026,1,1,3194242,3194242,1949497,1244745,1244745,95827,1813577,3290069,1244745,0,ACTIVE,MODELED
CTR00662,CIN_OT_05,CIN,UDFA,2026,2028,3,3,2520000,840000,756000,425114,141705,0,50400,897705,425114,0,ACTIVE,MODELED
CTR00663,CIN_OT_06,CIN,UDFA,2024,2026,3,1,2520000,840000,756000,692844,230948,0,50400,986948,230948,0,ACTIVE,MODELED
CTR00664,CIN_OG_01,CIN,VETERAN,2026,2026,1,1,1836389,1836389,1259690,576698,576698,0,519990,1836389,576698,0,ACTIVE,MODELED
CTR00665,CIN_OG_02,CIN,VETERAN,2026,2026,1,1,3290128,3290128,2448688,841439,841439,0,1221715,3290128,841439,0,ACTIVE,MODELED
CTR00666,CIN_OG_03,CIN,VETERAN,2025,2027,3,2,5852489,1950830,1328448,1867147,622382,0,3969167,1950830,1244765,0,ACTIVE,MODELED
CTR00667,CIN_OG_04,CIN,VETERAN_MINIMUM,2024,2026,3,1,3630000,1210000,1210000,0,0,0,181500,1210000,0,0,ACTIVE,MODELED
CTR00668,CIN_OG_05,CIN,ROOKIE_SCALE,2026,2029,4,4,3980000,995000,756000,1205316,301329,0,995000,1057329,1205316,0,ACTIVE,MODELED
CTR00669,CIN_OG_06,CIN,ROOKIE_SCALE,2025,2028,4,3,4240000,1060000,756000,1648621,412155,0,1060000,1168155,1236466,0,ACTIVE,MODELED
CTR00670,CIN_C_01,CIN,VETERAN,2024,2026,3,1,14240307,4746769,3966512,2340770,780257,0,7551675,4746769,780257,0,ACTIVE,MODELED
CTR00671,CIN_C_02,CIN,VETERAN_MINIMUM,2026,2028,3,3,4654545,1551515,1551515,0,0,0,232727,1551515,0,0,ACTIVE,MODELED
CTR00672,CIN_C_03,CIN,VETERAN_MINIMUM,2026,2027,2,2,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR00673,CIN_EDGE_01,CIN,VETERAN,2025,2027,3,2,10327222,3442407,2093516,4046673,1348891,0,2079887,3442407,2697782,0,ACTIVE,MODELED
CTR00674,CIN_EDGE_02,CIN,VETERAN,2024,2026,3,1,16831921,5610640,3809720,5402759,1800920,504958,5603893,6115598,1800920,0,ACTIVE,MODELED
CTR00675,CIN_EDGE_03,CIN,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR00676,CIN_EDGE_04,CIN,VETERAN,2023,2027,5,2,16079407,3215881,2430818,3925318,785064,0,11351500,3215881,1570127,0,ACTIVE,MODELED
CTR00677,CIN_EDGE_05,CIN,VETERAN_MINIMUM,2025,2027,3,2,3630000,1210000,1210000,0,0,0,181500,1210000,0,0,ACTIVE,MODELED
CTR00678,CIN_EDGE_06,CIN,VETERAN_MINIMUM,2026,2028,3,3,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR00679,CIN_EDGE_07,CIN,VETERAN_MINIMUM,2026,2027,2,2,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR00680,CIN_EDGE_08,CIN,UDFA,2025,2027,3,2,2520000,840000,756000,814118,271373,0,50400,1027373,542745,0,ACTIVE,MODELED
CTR00681,CIN_EDGE_09,CIN,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR00682,CIN_DT_01,CIN,VETERAN,2026,2026,1,1,13420237,13420237,9296322,4123916,4123916,0,7138661,13420237,4123916,0,ACTIVE,MODELED
CTR00683,CIN_DT_02,CIN,VETERAN,2026,2026,1,1,8487291,8487291,6747441,1739850,1739850,0,2959495,8487291,1739850,0,ACTIVE,MODELED
CTR00684,CIN_DT_03,CIN,VETERAN_MINIMUM,2026,2029,4,4,4520000,1130000,1130000,0,0,0,226000,1130000,0,0,ACTIVE,MODELED
CTR00685,CIN_DT_04,CIN,VETERAN,2026,2026,1,1,2426499,2426499,2007800,418699,418699,72795,818496,2499294,418699,0,ACTIVE,MODELED
CTR00686,CIN_DT_05,CIN,ROOKIE_SCALE,2025,2028,4,3,4760000,1190000,818007,1487972,371993,0,1190000,1190000,1115979,0,ACTIVE,MODELED
CTR00687,CIN_DT_06,CIN,VETERAN_MINIMUM,2024,2028,5,3,6050000,1210000,1210000,0,0,0,302500,1210000,0,0,ACTIVE,MODELED
CTR00688,CIN_DT_07,CIN,UDFA,2024,2026,3,1,2520000,840000,756000,551180,183727,0,50400,939727,183727,0,ACTIVE,MODELED
CTR00689,CIN_DT_08,CIN,VETERAN_MINIMUM,2026,2028,3,3,3090000,1030000,1030000,0,0,0,154500,1030000,0,0,ACTIVE,MODELED
CTR00690,CIN_LB_01,CIN,VETERAN,2026,2026,1,1,5752491,5752491,4470854,1281637,1281637,172575,2535651,5925066,1281637,0,ACTIVE,MODELED
CTR00691,CIN_LB_02,CIN,VETERAN,2025,2027,3,2,14445010,4815003,3808970,3018099,1006033,0,8518609,4815003,2012066,0,ACTIVE,MODELED
CTR00692,CIN_LB_03,CIN,VETERAN,2025,2026,2,1,4553919,2276959,1910114,733690,366845,136618,2710868,2413577,366845,0,ACTIVE,MODELED
CTR00693,CIN_LB_04,CIN,VETERAN_MINIMUM,2026,2026,1,1,1210000,1210000,1210000,0,0,0,60500,1210000,0,0,ACTIVE,MODELED
CTR00694,CIN_LB_05,CIN,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR00695,CIN_LB_06,CIN,ROOKIE_SCALE,2023,2026,4,1,4240000,1060000,886608,693568,173392,0,1060000,1060000,173392,0,ACTIVE,MODELED
CTR00696,CIN_LB_07,CIN,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR00697,CIN_LB_08,CIN,VETERAN_MINIMUM,2026,2027,2,2,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR00698,CIN_CB_01,CIN,VETERAN,2025,2027,3,2,14507012,4835671,4316028,1558929,519643,435210,8486849,5270881,1039286,0,ACTIVE,MODELED
CTR00699,CIN_CB_02,CIN,VETERAN,2026,2027,2,2,18999737,9499869,8432619,2134499,1067250,0,12574900,9499869,2134499,0,ACTIVE,MODELED
CTR00700,CIN_CB_03,CIN,VETERAN,2026,2026,1,1,13591380,13591380,9746552,3844828,3844828,0,7947381,13591380,3844828,0,ACTIVE,MODELED
CTR00701,CIN_CB_04,CIN,VETERAN_MINIMUM,2026,2027,2,2,2260000,1130000,1130000,0,0,0,113000,1130000,0,0,ACTIVE,MODELED
CTR00702,CIN_CB_05,CIN,VETERAN_MINIMUM,2026,2026,1,1,1420000,1420000,1420000,0,0,0,71000,1420000,0,0,ACTIVE,MODELED
CTR00703,CIN_CB_06,CIN,UDFA,2024,2026,3,1,2520000,840000,756000,824100,274700,0,50400,1030700,274700,0,ACTIVE,MODELED
CTR00704,CIN_CB_07,CIN,VETERAN_MINIMUM,2026,2028,3,3,3090000,1030000,1030000,0,0,0,154500,1030000,0,0,ACTIVE,MODELED
CTR00705,CIN_CB_08,CIN,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR00706,CIN_CB_09,CIN,UDFA,2026,2028,3,3,2520000,840000,756000,671282,223761,0,50400,979761,671282,0,ACTIVE,MODELED
CTR00707,CIN_CB_10,CIN,UDFA,2024,2026,3,1,2520000,840000,756000,854799,284933,0,50400,1040933,284933,0,ACTIVE,MODELED
CTR00708,CIN_CB_11,CIN,UDFA,2024,2026,3,1,2520000,840000,756000,484023,161341,0,50400,917341,161341,0,ACTIVE,MODELED
CTR00709,CIN_S_01,CIN,ROOKIE_SCALE,2026,2030,5,5,31040270,6208054,4703347,7523537,1504707,0,31040270,6208054,7523537,0,ACTIVE,MODELED
CTR00710,CIN_S_02,CIN,VETERAN,2025,2026,2,1,7407750,3703875,2721260,1965229,982615,0,2788889,3703875,982615,0,ACTIVE,MODELED
CTR00711,CIN_S_03,CIN,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR00712,CIN_S_04,CIN,VETERAN_MINIMUM,2026,2026,1,1,1503128,1503128,1503128,0,0,0,75156,1503128,0,0,ACTIVE,MODELED
CTR00713,CIN_S_05,CIN,VETERAN_MINIMUM,2026,2026,1,1,1130000,1130000,1130000,0,0,0,56500,1130000,0,0,ACTIVE,MODELED
CTR00714,CIN_S_06,CIN,ROOKIE_SCALE,2023,2026,4,1,3860000,965000,756000,957705,239426,0,965000,995426,239426,0,ACTIVE,MODELED
CTR00715,CIN_S_07,CIN,UDFA,2025,2027,3,2,2520000,840000,756000,725329,241776,0,50400,997776,483553,0,ACTIVE,MODELED
CTR00716,CIN_K_01,CIN,VETERAN_MINIMUM,2026,2028,3,3,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR00717,CIN_K_02,CIN,VETERAN_MINIMUM,2026,2026,1,1,1420000,1420000,1420000,0,0,0,71000,1420000,0,0,ACTIVE,MODELED
CTR00718,CIN_P_01,CIN,VETERAN_MINIMUM,2026,2027,2,2,2690747,1345374,1345374,0,0,0,134537,1345374,0,0,ACTIVE,MODELED
CTR00719,CIN_P_02,CIN,VETERAN_MINIMUM,2026,2027,2,2,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR00720,CIN_LS_01,CIN,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR00721,HOU_QB_01,HOU,VETERAN,2026,2027,2,2,36137578,18068789,13566039,9005501,4502751,0,25793039,18068789,9005501,0,ACTIVE,MODELED
CTR00722,HOU_QB_02,HOU,VETERAN_MINIMUM,2025,2026,2,1,2840000,1420000,1420000,0,0,0,142000,1420000,0,0,ACTIVE,MODELED
CTR00723,HOU_QB_03,HOU,UDFA,2024,2026,3,1,2520000,840000,756000,559354,186451,0,50400,942451,186451,0,ACTIVE,MODELED
CTR00724,HOU_QB_04,HOU,VETERAN_MINIMUM,2026,2026,1,1,1210000,1210000,1210000,0,0,0,60500,1210000,0,0,ACTIVE,MODELED
CTR00725,HOU_RB_01,HOU,VETERAN_MINIMUM,2026,2026,1,1,1420000,1420000,1420000,0,0,0,71000,1420000,0,0,ACTIVE,MODELED
CTR00726,HOU_RB_02,HOU,VETERAN_MINIMUM,2024,2026,3,1,3090000,1030000,1030000,0,0,0,154500,1030000,0,0,ACTIVE,MODELED
CTR00727,HOU_RB_03,HOU,VETERAN_MINIMUM,2026,2027,2,2,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR00728,HOU_RB_04,HOU,VETERAN_MINIMUM,2026,2027,2,2,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR00729,HOU_RB_05,HOU,ROOKIE_SCALE,2024,2027,4,2,3980000,995000,839935,620261,155065,0,995000,995000,310131,0,ACTIVE,MODELED
CTR00730,HOU_FB_01,HOU,VETERAN_MINIMUM,2026,2028,3,3,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR00731,HOU_WR_01,HOU,VETERAN,2023,2026,4,1,81419910,20354978,13616016,26955845,6738961,0,52243969,20354978,6738961,0,ACTIVE,MODELED
CTR00732,HOU_WR_02,HOU,VETERAN,2026,2026,1,1,4574610,4574610,4045543,529067,529067,0,1618099,4574610,529067,0,ACTIVE,MODELED
CTR00733,HOU_WR_03,HOU,VETERAN,2025,2026,2,1,5753921,2876960,1873004,2007912,1003956,0,2239813,2876960,1003956,0,ACTIVE,MODELED
CTR00734,HOU_WR_04,HOU,VETERAN,2026,2026,1,1,2965805,2965805,2667335,298471,298471,88974,1838233,3054780,298471,0,ACTIVE,MODELED
CTR00735,HOU_WR_05,HOU,VETERAN_MINIMUM,2025,2026,2,1,3469522,1734761,1734761,0,0,0,173476,1734761,0,0,ACTIVE,MODELED
CTR00736,HOU_WR_06,HOU,ROOKIE_SCALE,2026,2029,4,4,4240000,1060000,756000,1339821,334955,0,1060000,1090955,1339821,0,ACTIVE,MODELED
CTR00737,HOU_WR_07,HOU,VETERAN_MINIMUM,2025,2026,2,1,2660000,1330000,1330000,0,0,0,133000,1330000,0,0,ACTIVE,MODELED
CTR00738,HOU_WR_08,HOU,VETERAN_MINIMUM,2025,2026,2,1,2679699,1339850,1339850,0,0,0,133985,1339850,0,0,ACTIVE,MODELED
CTR00739,HOU_WR_09,HOU,VETERAN_MINIMUM,2026,2026,1,1,1210000,1210000,1210000,0,0,0,60500,1210000,0,0,ACTIVE,MODELED
CTR00740,HOU_WR_10,HOU,VETERAN_MINIMUM,2026,2027,2,2,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR00741,HOU_WR_11,HOU,VETERAN_MINIMUM,2026,2026,1,1,1030000,1030000,1030000,0,0,0,51500,1030000,0,0,ACTIVE,MODELED
CTR00742,HOU_TE_01,HOU,VETERAN_MINIMUM,2024,2026,3,1,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR00743,HOU_TE_02,HOU,VETERAN_MINIMUM,2026,2026,1,1,1420000,1420000,1420000,0,0,0,71000,1420000,0,0,ACTIVE,MODELED
CTR00744,HOU_TE_03,HOU,VETERAN,2026,2026,1,1,2208822,2208822,1813303,395519,395519,66265,1507350,2275087,395519,0,ACTIVE,MODELED
CTR00745,HOU_TE_04,HOU,UDFA,2025,2027,3,2,2520000,840000,756000,501798,167266,0,50400,923266,334532,0,ACTIVE,MODELED
CTR00746,HOU_TE_05,HOU,VETERAN_MINIMUM,2025,2026,2,1,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR00747,HOU_TE_06,HOU,UDFA,2024,2026,3,1,2520000,840000,756000,891736,297245,0,50400,1053245,297245,0,ACTIVE,MODELED
CTR00748,HOU_OT_01,HOU,VETERAN,2026,2026,1,1,4979308,4979308,3794889,1184419,1184419,0,3269034,4979308,1184419,0,ACTIVE,MODELED
CTR00749,HOU_OT_02,HOU,VETERAN,2025,2026,2,1,6888753,3444377,2248713,2391328,1195664,206663,2935186,3651039,1195664,0,ACTIVE,MODELED
CTR00750,HOU_OT_03,HOU,VETERAN_MINIMUM,2026,2028,3,3,3630000,1210000,1210000,0,0,0,181500,1210000,0,0,ACTIVE,MODELED
CTR00751,HOU_OT_04,HOU,VETERAN_MINIMUM,2024,2027,4,2,4120000,1030000,1030000,0,0,0,206000,1030000,0,0,ACTIVE,MODELED
CTR00752,HOU_OT_05,HOU,ROOKIE_SCALE,2026,2029,4,4,4240000,1060000,786391,1094437,273609,0,1060000,1060000,1094437,0,ACTIVE,MODELED
CTR00753,HOU_OT_06,HOU,ROOKIE_SCALE,2024,2027,4,2,3860000,965000,756000,1308449,327112,0,965000,1083112,654225,0,ACTIVE,MODELED
CTR00754,HOU_OG_01,HOU,VETERAN_MINIMUM,2026,2026,1,1,1545726,1545726,1545726,0,0,0,77286,1545726,0,0,ACTIVE,MODELED
CTR00755,HOU_OG_02,HOU,VETERAN_MINIMUM,2025,2027,3,2,4260000,1420000,1420000,0,0,0,213000,1420000,0,0,ACTIVE,MODELED
CTR00756,HOU_OG_03,HOU,VETERAN_MINIMUM,2026,2028,3,3,3630000,1210000,1210000,0,0,0,181500,1210000,0,0,ACTIVE,MODELED
CTR00757,HOU_OG_04,HOU,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
CTR00758,HOU_OG_05,HOU,UDFA,2026,2028,3,3,2520000,840000,756000,669722,223241,0,50400,979241,669722,0,ACTIVE,MODELED
CTR00759,HOU_OG_06,HOU,UDFA,2025,2027,3,2,2520000,840000,756000,373263,124421,0,50400,880421,248842,0,ACTIVE,MODELED
CTR00760,HOU_C_01,HOU,VETERAN_MINIMUM,2023,2026,4,1,6269906,1567477,1567477,0,0,0,313495,1567477,0,0,ACTIVE,MODELED
CTR00761,HOU_C_02,HOU,VETERAN_MINIMUM,2026,2027,2,2,2060000,1030000,1030000,0,0,0,103000,1030000,0,0,ACTIVE,MODELED
CTR00762,HOU_C_03,HOU,VETERAN_MINIMUM,2025,2028,4,3,4120000,1030000,1030000,0,0,0,206000,1030000,0,0,ACTIVE,MODELED
CTR00763,HOU_EDGE_01,HOU,VETERAN,2025,2027,3,2,26684554,8894851,5268851,10878002,3626001,0,6033274,8894851,7252001,0,ACTIVE,MODELED
CTR00764,HOU_EDGE_02,HOU,VETERAN,2026,2027,2,2,4222979,2111490,1744252,734475,367238,0,3013625,2111490,734475,0,ACTIVE,MODELED
CTR00765,HOU_EDGE_03,HOU,VETERAN_MINIMUM,2026,2026,1,1,1420000,1420000,1420000,0,0,0,71000,1420000,0,0,ACTIVE,MODELED
CTR00766,HOU_EDGE_04,HOU,VETERAN,2025,2026,2,1,5482224,2741112,2120634,1240956,620478,164467,2475758,2905579,620478,0,ACTIVE,MODELED
CTR00767,HOU_EDGE_05,HOU,VETERAN_MINIMUM,2026,2028,3,3,3090000,1030000,1030000,0,0,0,154500,1030000,0,0,ACTIVE,MODELED
CTR00768,HOU_EDGE_06,HOU,VETERAN_MINIMUM,2026,2026,1,1,1476805,1476805,1476805,0,0,0,73840,1476805,0,0,ACTIVE,MODELED
CTR00769,HOU_EDGE_07,HOU,VETERAN_MINIMUM,2025,2027,3,2,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR00770,HOU_EDGE_08,HOU,UDFA,2024,2026,3,1,2520000,840000,756000,601227,200409,0,50400,956409,200409,0,ACTIVE,MODELED
CTR00771,HOU_EDGE_09,HOU,ROOKIE_SCALE,2025,2028,4,3,4240000,1060000,756000,1303866,325966,0,1060000,1081966,977899,0,ACTIVE,MODELED
CTR00772,HOU_DT_01,HOU,VETERAN,2026,2027,2,2,5941101,2970551,2684626,571849,285924,0,1972828,2970551,571849,0,ACTIVE,MODELED
CTR00773,HOU_DT_02,HOU,VETERAN,2026,2028,3,3,5306962,1768987,1171945,1791127,597042,159209,1847106,1928196,1791127,0,ACTIVE,MODELED
CTR00774,HOU_DT_03,HOU,VETERAN_MINIMUM,2025,2027,3,2,3990000,1330000,1330000,0,0,0,199500,1330000,0,0,ACTIVE,MODELED
CTR00775,HOU_DT_04,HOU,VETERAN_MINIMUM,2026,2027,2,2,2420000,1210000,1210000,0,0,0,121000,1210000,0,0,ACTIVE,MODELED
CTR00776,HOU_DT_05,HOU,ROOKIE_SCALE,2025,2028,4,3,6000000,1500000,918443,2326229,581557,0,1500000,1500000,1744672,0,ACTIVE,MODELED
CTR00777,HOU_DT_06,HOU,ROOKIE_SCALE,2024,2027,4,2,4240000,1060000,756000,1633946,408486,0,1060000,1164486,816973,0,ACTIVE,MODELED
CTR00778,HOU_DT_07,HOU,VETERAN_MINIMUM,2026,2026,1,1,1330000,1330000,1330000,0,0,0,66500,1330000,0,0,ACTIVE,MODELED
