team_id,coach_id,role,side_of_ball,years_with_team,play_calling_duty,data_class
TB,CCH0411,Quarterbacks Coach,Offense,5,0,GENERATED
TB,CCH0412,Running Backs Coach,Offense,5,0,GENERATED
TB,CCH0413,Wide Receivers Coach,Offense,4,0,GENERATED
TB,CCH0414,Tight Ends Coach,Offense,5,0,GENERATED
TB,CCH0415,Offensive Line Coach,Offense,6,0,GENERATED
TB,CCH0416,Defensive Line Coach,Defense,2,0,GENERATED
TB,CCH0417,Outside Linebackers Coach,Defense,1,0,GENERATED
TB,CCH0418,Linebackers Coach,Defense,5,0,GENERATED
TB,CCH0419,Defensive Backs Coach,Defense,8,0,GENERATED
TB,CCH0420,Strength & Conditioning,Staff,8,0,GENERATED
ARI,CCH0421,Head Coach,Staff,6,0,GENERATED
ARI,CCH0422,Offensive Coordinator,Offense,1,1,GENERATED
ARI,CCH0423,Defensive Coordinator,Defense,3,1,GENERATED
ARI,CCH0424,Special Teams Coordinator,Special Teams,7,0,GENERATED
ARI,CCH0425,Assistant Head Coach,Staff,4,0,GENERATED
ARI,CCH0426,Quarterbacks Coach,Offense,3,0,GENERATED
ARI,CCH0427,Running Backs Coach,Offense,3,0,GENERATED
ARI,CCH0428,Wide Receivers Coach,Offense,1,0,GENERATED
ARI,CCH0429,Tight Ends Coach,Offense,5,0,GENERATED
ARI,CCH0430,Offensive Line Coach,Offense,1,0,GENERATED
ARI,CCH0431,Defensive Line Coach,Defense,1,0,GENERATED
ARI,CCH0432,Outside Linebackers Coach,Defense,5,0,GENERATED
ARI,CCH0433,Linebackers Coach,Defense,7,0,GENERATED
ARI,CCH0434,Defensive Backs Coach,Defense,5,0,GENERATED
ARI,CCH0435,Strength & Conditioning,Staff,5,0,GENERATED
LAR,CCH0436,Head Coach,Staff,1,0,GENERATED
LAR,CCH0437,Offensive Coordinator,Offense,6,1,GENERATED
LAR,CCH0438,Defensive Coordinator,Defense,7,1,GENERATED
LAR,CCH0439,Special Teams Coordinator,Special Teams,1,0,GENERATED
LAR,CCH0440,Assistant Head Coach,Staff,8,0,GENERATED
LAR,CCH0441,Quarterbacks Coach,Offense,4,0,GENERATED
LAR,CCH0442,Running Backs Coach,Offense,8,0,GENERATED
LAR,CCH0443,Wide Receivers Coach,Offense,5,0,GENERATED
LAR,CCH0444,Tight Ends Coach,Offense,1,0,GENERATED
LAR,CCH0445,Offensive Line Coach,Offense,8,0,GENERATED
LAR,CCH0446,Defensive Line Coach,Defense,1,0,GENERATED
LAR,CCH0447,Outside Linebackers Coach,Defense,2,0,GENERATED
LAR,CCH0448,Linebackers Coach,Defense,5,0,GENERATED
LAR,CCH0449,Defensive Backs Coach,Defense,7,0,GENERATED
LAR,CCH0450,Strength & Conditioning,Staff,5,0,GENERATED
SF,CCH0451,Head Coach,Staff,2,0,GENERATED
SF,CCH0452,Offensive Coordinator,Offense,7,1,GENERATED
SF,CCH0453,Defensive Coordinator,Defense,5,1,GENERATED
SF,CCH0454,Special Teams Coordinator,Special Teams,7,0,GENERATED
SF,CCH0455,Assistant Head Coach,Staff,5,0,GENERATED
SF,CCH0456,Quarterbacks Coach,Offense,6,0,GENERATED
SF,CCH0457,Running Backs Coach,Offense,8,0,GENERATED
SF,CCH0458,Wide Receivers Coach,Offense,1,0,GENERATED
SF,CCH0459,Tight Ends Coach,Offense,3,0,GENERATED
SF,CCH0460,Offensive Line Coach,Offense,8,0,GENERATED
SF,CCH0461,Defensive Line Coach,Defense,8,0,GENERATED
SF,CCH0462,Outside Linebackers Coach,Defense,5,0,GENERATED
SF,CCH0463,Linebackers Coach,Defense,1,0,GENERATED
SF,CCH0464,Defensive Backs Coach,Defense,8,0,GENERATED
SF,CCH0465,Strength & Conditioning,Staff,7,0,GENERATED
SEA,CCH0466,Head Coach,Staff,5,0,GENERATED
SEA,CCH0467,Offensive Coordinator,Offense,8,1,GENERATED
SEA,CCH0468,Defensive Coordinator,Defense,5,1,GENERATED
SEA,CCH0469,Special Teams Coordinator,Special Teams,6,0,GENERATED
SEA,CCH0470,Assistant Head Coach,Staff,2,0,GENERATED
SEA,CCH0471,Quarterbacks Coach,Offense,1,0,GENERATED
SEA,CCH0472,Running Backs Coach,Offense,1,0,GENERATED
SEA,CCH0473,Wide Receivers Coach,Offense,6,0,GENERATED
SEA,CCH0474,Tight Ends Coach,Offense,7,0,GENERATED
SEA,CCH0475,Offensive Line Coach,Offense,5,0,GENERATED
SEA,CCH0476,Defensive Line Coach,Defense,2,0,GENERATED
SEA,CCH0477,Outside Linebackers Coach,Defense,1,0,GENERATED
SEA,CCH0478,Linebackers Coach,Defense,8,0,GENERATED
SEA,CCH0479,Defensive Backs Coach,Defense,1,0,GENERATED
SEA,CCH0480,Strength & Conditioning,Staff,5,0,GENERATED
