player_id,trait,data_class
BAL_CB_08,Field General,MODELED
BAL_CB_08,Positional Versatility,MODELED
BAL_CB_08,High Motor,MODELED
BAL_CB_09,Locker Room Leader,MODELED
BAL_CB_09,Coach's Son,MODELED
BAL_CB_10,Volatile,MODELED
BAL_CB_10,Clutch Performer,MODELED
BAL_CB_11,Weight Room Warrior,MODELED
BAL_CB_11,Slow Starter,MODELED
BAL_CB_11,Injury Prone,MODELED
BAL_S_01,Field General,MODELED
BAL_S_02,Weight Room Warrior,MODELED
BAL_S_03,Scheme Dependent,MODELED
BAL_S_03,Big Game Hunter,MODELED
BAL_S_03,Positional Versatility,MODELED
BAL_S_04,Field General,MODELED
BAL_S_05,Coach's Son,MODELED
BAL_S_05,Field General,MODELED
BAL_S_07,Slow Starter,MODELED
BAL_P_01,Volatile,MODELED
BAL_P_01,Slow Starter,MODELED
BAL_P_02,High Motor,MODELED
BAL_P_02,Film Junkie,MODELED
BAL_LS_01,Scheme Dependent,MODELED
BAL_LS_01,Volatile,MODELED
PIT_QB_01,Clutch Performer,MODELED
PIT_QB_02,Film Junkie,MODELED
PIT_QB_02,Injury Prone,MODELED
PIT_QB_03,Special Teams Ace,MODELED
PIT_QB_03,Volatile,MODELED
PIT_QB_03,Late Bloomer,MODELED
PIT_QB_03,Injury Prone,MODELED
PIT_QB_04,Practice Squad Grinder,MODELED
PIT_QB_04,Big Game Hunter,MODELED
PIT_QB_04,Scheme Dependent,MODELED
PIT_RB_02,Film Junkie,MODELED
PIT_RB_02,Slow Starter,MODELED
PIT_RB_02,Big Game Hunter,MODELED
PIT_RB_02,Injury Prone,MODELED
PIT_RB_03,Slow Starter,MODELED
PIT_RB_03,High Motor,MODELED
PIT_RB_04,Weight Room Warrior,MODELED
PIT_RB_04,Coach's Son,MODELED
PIT_RB_04,Field General,MODELED
PIT_RB_05,Ironman,MODELED
PIT_FB_01,Injury Prone,MODELED
PIT_WR_02,Late Bloomer,MODELED
PIT_WR_02,Weight Room Warrior,MODELED
PIT_WR_03,Injury Prone,MODELED
PIT_WR_03,Volatile,MODELED
PIT_WR_04,Locker Room Leader,MODELED
PIT_WR_05,High Motor,MODELED
PIT_WR_06,Field General,MODELED
PIT_WR_07,Coach's Son,MODELED
PIT_WR_08,Injury Prone,MODELED
PIT_WR_08,Film Junkie,MODELED
PIT_WR_09,Big Game Hunter,MODELED
PIT_WR_09,Weight Room Warrior,MODELED
PIT_WR_09,Volatile,MODELED
PIT_WR_11,Positional Versatility,MODELED
PIT_TE_01,Scheme Dependent,MODELED
PIT_TE_02,Coach's Son,MODELED
PIT_TE_02,Practice Squad Grinder,MODELED
PIT_TE_03,Ironman,MODELED
PIT_TE_03,Field General,MODELED
PIT_TE_03,High Motor,MODELED
PIT_TE_04,Locker Room Leader,MODELED
PIT_TE_04,Ironman,MODELED
PIT_TE_04,Film Junkie,MODELED
PIT_TE_05,Locker Room Leader,MODELED
PIT_TE_05,Late Bloomer,MODELED
PIT_TE_05,High Motor,MODELED
PIT_OT_01,Positional Versatility,MODELED
PIT_OT_01,Weight Room Warrior,MODELED
PIT_OT_02,Field General,MODELED
PIT_OT_03,Locker Room Leader,MODELED
PIT_OT_04,Practice Squad Grinder,MODELED
PIT_OT_04,Injury Prone,MODELED
PIT_OT_05,Special Teams Ace,MODELED
PIT_OT_06,Injury Prone,MODELED
PIT_OG_02,Film Junkie,MODELED
PIT_OG_02,Locker Room Leader,MODELED
PIT_OG_03,Special Teams Ace,MODELED
PIT_OG_03,Slow Starter,MODELED
PIT_OG_04,Ironman,MODELED
PIT_OG_05,Locker Room Leader,MODELED
PIT_OG_06,Injury Prone,MODELED
PIT_OG_06,High Motor,MODELED
PIT_OG_06,Special Teams Ace,MODELED
PIT_C_01,Weight Room Warrior,MODELED
PIT_C_02,Injury Prone,MODELED
PIT_C_03,Big Game Hunter,MODELED
PIT_C_03,Volatile,MODELED
PIT_C_03,Injury Prone,MODELED
PIT_EDGE_01,High Motor,MODELED
PIT_EDGE_02,Coach's Son,MODELED
PIT_EDGE_02,Volatile,MODELED
PIT_EDGE_03,Big Game Hunter,MODELED
PIT_EDGE_04,Scheme Dependent,MODELED
PIT_EDGE_05,Clutch Performer,MODELED
PIT_EDGE_05,Slow Starter,MODELED
PIT_EDGE_07,Field General,MODELED
PIT_EDGE_07,Special Teams Ace,MODELED
PIT_EDGE_08,Injury Prone,MODELED
PIT_EDGE_08,High Motor,MODELED
PIT_EDGE_09,Late Bloomer,MODELED
PIT_DT_01,Ironman,MODELED
PIT_DT_02,Practice Squad Grinder,MODELED
PIT_DT_02,High Motor,MODELED
PIT_DT_05,Practice Squad Grinder,MODELED
PIT_DT_05,Film Junkie,MODELED
PIT_DT_06,Slow Starter,MODELED
PIT_DT_06,Positional Versatility,MODELED
PIT_DT_07,High Motor,MODELED
PIT_DT_08,High Motor,MODELED
PIT_LB_01,Locker Room Leader,MODELED
PIT_LB_01,Film Junkie,MODELED
PIT_LB_02,Film Junkie,MODELED
PIT_LB_02,Field General,MODELED
PIT_LB_02,Weight Room Warrior,MODELED
PIT_LB_04,Scheme Dependent,MODELED
PIT_LB_04,Locker Room Leader,MODELED
PIT_LB_05,Practice Squad Grinder,MODELED
PIT_LB_05,Film Junkie,MODELED
PIT_LB_05,Slow Starter,MODELED
PIT_LB_06,Injury Prone,MODELED
PIT_LB_06,Scheme Dependent,MODELED
PIT_LB_07,Coach's Son,MODELED
PIT_LB_07,Scheme Dependent,MODELED
PIT_CB_01,Positional Versatility,MODELED
PIT_CB_03,Positional Versatility,MODELED
PIT_CB_04,Practice Squad Grinder,MODELED
PIT_CB_04,Film Junkie,MODELED
PIT_CB_06,Locker Room Leader,MODELED
PIT_CB_07,Ironman,MODELED
PIT_CB_08,Coach's Son,MODELED
PIT_CB_09,Ironman,MODELED
PIT_CB_09,Film Junkie,MODELED
PIT_CB_10,Practice Squad Grinder,MODELED
PIT_CB_11,Coach's Son,MODELED
PIT_CB_11,Scheme Dependent,MODELED
PIT_CB_11,High Motor,MODELED
PIT_S_01,Scheme Dependent,MODELED
PIT_S_01,Late Bloomer,MODELED
PIT_S_01,Field General,MODELED
PIT_S_02,Weight Room Warrior,MODELED
PIT_S_02,Special Teams Ace,MODELED
PIT_S_03,Ironman,MODELED
PIT_S_04,Positional Versatility,MODELED
PIT_S_04,Special Teams Ace,MODELED
PIT_S_05,Practice Squad Grinder,MODELED
PIT_S_07,Positional Versatility,MODELED
PIT_S_07,Coach's Son,MODELED
PIT_K_01,Injury Prone,MODELED
PIT_K_01,Late Bloomer,MODELED
PIT_K_02,Clutch Performer,MODELED
PIT_K_02,Special Teams Ace,MODELED
PIT_P_01,Field General,MODELED
PIT_P_01,Ironman,MODELED
PIT_P_02,Ironman,MODELED
PIT_LS_01,Clutch Performer,MODELED
PIT_LS_01,Coach's Son,MODELED
PIT_LS_01,Scheme Dependent,MODELED
CLE_QB_02,Field General,MODELED
CLE_QB_03,Positional Versatility,MODELED
CLE_QB_03,Practice Squad Grinder,MODELED
CLE_QB_03,Ironman,MODELED
CLE_QB_04,Film Junkie,MODELED
CLE_RB_01,Locker Room Leader,MODELED
CLE_RB_02,Practice Squad Grinder,MODELED
CLE_RB_03,Film Junkie,MODELED
CLE_RB_04,Positional Versatility,MODELED
CLE_RB_04,Clutch Performer,MODELED
CLE_RB_04,Late Bloomer,MODELED
CLE_RB_05,Positional Versatility,MODELED
CLE_FB_01,Special Teams Ace,MODELED
CLE_FB_01,Injury Prone,MODELED
CLE_WR_01,Late Bloomer,MODELED
CLE_WR_04,Locker Room Leader,MODELED
CLE_WR_04,High Motor,MODELED
CLE_WR_06,Locker Room Leader,MODELED
CLE_WR_07,High Motor,MODELED
CLE_WR_07,Clutch Performer,MODELED
CLE_WR_09,Special Teams Ace,MODELED
CLE_WR_10,Weight Room Warrior,MODELED
CLE_WR_10,Clutch Performer,MODELED
CLE_WR_11,Ironman,MODELED
CLE_WR_11,Coach's Son,MODELED
CLE_WR_11,Film Junkie,MODELED
CLE_TE_02,Positional Versatility,MODELED
CLE_TE_02,Weight Room Warrior,MODELED
CLE_TE_03,Positional Versatility,MODELED
CLE_TE_03,Ironman,MODELED
CLE_TE_04,Injury Prone,MODELED
CLE_TE_04,Late Bloomer,MODELED
CLE_TE_05,Positional Versatility,MODELED
CLE_OT_01,Field General,MODELED
CLE_OT_01,Late Bloomer,MODELED
CLE_OT_02,Positional Versatility,MODELED
CLE_OT_02,Late Bloomer,MODELED
CLE_OT_02,Practice Squad Grinder,MODELED
CLE_OT_03,Weight Room Warrior,MODELED
CLE_OT_03,Film Junkie,MODELED
CLE_OT_03,Positional Versatility,MODELED
CLE_OT_04,Volatile,MODELED
CLE_OT_04,Scheme Dependent,MODELED
CLE_OT_05,Weight Room Warrior,MODELED
CLE_OT_06,Late Bloomer,MODELED
CLE_OG_03,Special Teams Ace,MODELED
CLE_OG_03,Clutch Performer,MODELED
CLE_OG_04,High Motor,MODELED
CLE_OG_04,Ironman,MODELED
CLE_OG_04,Weight Room Warrior,MODELED
CLE_OG_05,Film Junkie,MODELED
CLE_OG_05,Big Game Hunter,MODELED
CLE_OG_06,High Motor,MODELED
CLE_C_02,High Motor,MODELED
CLE_C_02,Ironman,MODELED
CLE_EDGE_02,Weight Room Warrior,MODELED
CLE_EDGE_03,Coach's Son,MODELED
CLE_EDGE_03,Locker Room Leader,MODELED
CLE_EDGE_04,Ironman,MODELED
CLE_EDGE_05,High Motor,MODELED
CLE_EDGE_05,Field General,MODELED
CLE_EDGE_05,Practice Squad Grinder,MODELED
CLE_EDGE_06,Big Game Hunter,MODELED
CLE_EDGE_06,Weight Room Warrior,MODELED
CLE_EDGE_08,Injury Prone,MODELED
CLE_EDGE_09,Weight Room Warrior,MODELED
CLE_DT_01,Practice Squad Grinder,MODELED
CLE_DT_01,Late Bloomer,MODELED
CLE_DT_01,Weight Room Warrior,MODELED
CLE_DT_02,Ironman,MODELED
CLE_DT_02,Practice Squad Grinder,MODELED
CLE_DT_02,Late Bloomer,MODELED
CLE_DT_04,Positional Versatility,MODELED
CLE_DT_06,High Motor,MODELED
CLE_DT_06,Late Bloomer,MODELED
CLE_DT_07,Slow Starter,MODELED
CLE_DT_07,High Motor,MODELED
CLE_DT_08,Special Teams Ace,MODELED
CLE_LB_01,Coach's Son,MODELED
CLE_LB_01,Ironman,MODELED
CLE_LB_02,Slow Starter,MODELED
CLE_LB_02,Film Junkie,MODELED
CLE_LB_02,Big Game Hunter,MODELED
CLE_LB_03,Film Junkie,MODELED
CLE_LB_03,Injury Prone,MODELED
CLE_LB_03,Clutch Performer,MODELED
CLE_LB_04,Film Junkie,MODELED
CLE_LB_04,Volatile,MODELED
CLE_LB_04,Field General,MODELED
CLE_LB_05,Special Teams Ace,MODELED
CLE_LB_06,Volatile,MODELED
CLE_LB_06,Locker Room Leader,MODELED
CLE_LB_07,Special Teams Ace,MODELED
CLE_CB_01,Special Teams Ace,MODELED
CLE_CB_01,Slow Starter,MODELED
CLE_CB_02,Field General,MODELED
CLE_CB_03,Locker Room Leader,MODELED
CLE_CB_04,Practice Squad Grinder,MODELED
CLE_CB_04,Weight Room Warrior,MODELED
CLE_CB_04,Clutch Performer,MODELED
CLE_CB_06,Volatile,MODELED
CLE_CB_08,Volatile,MODELED
CLE_CB_08,Film Junkie,MODELED
CLE_CB_09,Clutch Performer,MODELED
CLE_CB_10,Volatile,MODELED
CLE_CB_10,Field General,MODELED
CLE_CB_10,Coach's Son,MODELED
CLE_S_01,Late Bloomer,MODELED
CLE_S_01,Positional Versatility,MODELED
CLE_S_01,High Motor,MODELED
CLE_S_02,Film Junkie,MODELED
CLE_S_03,Weight Room Warrior,MODELED
CLE_S_03,Locker Room Leader,MODELED
CLE_S_03,Special Teams Ace,MODELED
CLE_S_04,Special Teams Ace,MODELED
CLE_S_05,Big Game Hunter,MODELED
CLE_S_05,Field General,MODELED
CLE_S_06,Film Junkie,MODELED
CLE_S_06,Practice Squad Grinder,MODELED
CLE_S_06,Field General,MODELED
CLE_K_02,Practice Squad Grinder,MODELED
CLE_P_01,Coach's Son,MODELED
CLE_P_01,Injury Prone,MODELED
CLE_P_02,Late Bloomer,MODELED
CLE_LS_01,Weight Room Warrior,MODELED
CIN_QB_01,Injury Prone,MODELED
CIN_QB_01,Slow Starter,MODELED
CIN_QB_02,Positional Versatility,MODELED
CIN_QB_02,Special Teams Ace,MODELED
CIN_QB_02,Big Game Hunter,MODELED
CIN_QB_03,Scheme Dependent,MODELED
CIN_QB_04,Field General,MODELED
CIN_QB_04,Special Teams Ace,MODELED
CIN_RB_01,Clutch Performer,MODELED
CIN_RB_01,Weight Room Warrior,MODELED
CIN_RB_02,Volatile,MODELED
CIN_RB_03,Locker Room Leader,MODELED
CIN_RB_04,Ironman,MODELED
CIN_FB_01,Locker Room Leader,MODELED
CIN_WR_01,Coach's Son,MODELED
CIN_WR_01,Positional Versatility,MODELED
CIN_WR_01,Volatile,MODELED
CIN_WR_02,High Motor,MODELED
CIN_WR_02,Positional Versatility,MODELED
CIN_WR_02,Weight Room Warrior,MODELED
CIN_WR_02,Injury Prone,MODELED
CIN_WR_03,Locker Room Leader,MODELED
CIN_WR_03,Slow Starter,MODELED
CIN_WR_04,Coach's Son,MODELED
CIN_WR_04,Film Junkie,MODELED
CIN_WR_05,Special Teams Ace,MODELED
CIN_WR_08,Weight Room Warrior,MODELED
CIN_WR_08,Big Game Hunter,MODELED
CIN_WR_08,Scheme Dependent,MODELED
CIN_WR_09,Locker Room Leader,MODELED
CIN_WR_09,Special Teams Ace,MODELED
CIN_WR_10,High Motor,MODELED
CIN_WR_10,Injury Prone,MODELED
CIN_WR_10,Volatile,MODELED
CIN_WR_11,Practice Squad Grinder,MODELED
CIN_WR_11,Volatile,MODELED
CIN_WR_11,Ironman,MODELED
CIN_TE_01,Practice Squad Grinder,MODELED
CIN_TE_01,Clutch Performer,MODELED
CIN_TE_02,Field General,MODELED
CIN_TE_02,Injury Prone,MODELED
CIN_TE_03,Coach's Son,MODELED
CIN_TE_03,Clutch Performer,MODELED
CIN_TE_03,Field General,MODELED
CIN_TE_04,Late Bloomer,MODELED
CIN_TE_06,Positional Versatility,MODELED
CIN_TE_06,Film Junkie,MODELED
CIN_OT_01,Scheme Dependent,MODELED
CIN_OT_02,Late Bloomer,MODELED
CIN_OT_03,Locker Room Leader,MODELED
CIN_OT_04,Volatile,MODELED
CIN_OT_04,Positional Versatility,MODELED
CIN_OT_05,High Motor,MODELED
CIN_OT_06,Special Teams Ace,MODELED
CIN_OG_01,Weight Room Warrior,MODELED
CIN_OG_04,Clutch Performer,MODELED
CIN_OG_04,Field General,MODELED
CIN_OG_05,Late Bloomer,MODELED
CIN_OG_06,Slow Starter,MODELED
CIN_C_01,Locker Room Leader,MODELED
CIN_C_03,Film Junkie,MODELED
CIN_EDGE_01,Special Teams Ace,MODELED
CIN_EDGE_01,Field General,MODELED
CIN_EDGE_02,Locker Room Leader,MODELED
CIN_EDGE_03,Volatile,MODELED
CIN_EDGE_05,Scheme Dependent,MODELED
CIN_EDGE_05,Injury Prone,MODELED
CIN_EDGE_05,Field General,MODELED
CIN_EDGE_06,Volatile,MODELED
CIN_EDGE_07,Locker Room Leader,MODELED
CIN_EDGE_08,Late Bloomer,MODELED
CIN_EDGE_09,Locker Room Leader,MODELED
CIN_EDGE_09,Field General,MODELED
CIN_EDGE_09,Late Bloomer,MODELED
CIN_DT_01,High Motor,MODELED
CIN_DT_02,Practice Squad Grinder,MODELED
CIN_DT_03,Locker Room Leader,MODELED
CIN_DT_05,Special Teams Ace,MODELED
CIN_DT_05,Slow Starter,MODELED
CIN_DT_08,Clutch Performer,MODELED
CIN_DT_08,Locker Room Leader,MODELED
CIN_DT_08,Coach's Son,MODELED
CIN_LB_01,Field General,MODELED
CIN_LB_01,Ironman,MODELED
CIN_LB_02,Coach's Son,MODELED
CIN_LB_02,Special Teams Ace,MODELED
CIN_LB_03,Ironman,MODELED
CIN_LB_03,Weight Room Warrior,MODELED
CIN_LB_04,Positional Versatility,MODELED
CIN_LB_04,Scheme Dependent,MODELED
CIN_LB_04,Late Bloomer,MODELED
CIN_LB_05,Slow Starter,MODELED
CIN_LB_05,Locker Room Leader,MODELED
CIN_LB_05,Practice Squad Grinder,MODELED
CIN_LB_06,Slow Starter,MODELED
CIN_LB_08,Slow Starter,MODELED
CIN_LB_08,Film Junkie,MODELED
CIN_CB_01,Weight Room Warrior,MODELED
CIN_CB_01,Field General,MODELED
CIN_CB_04,Slow Starter,MODELED
CIN_CB_04,Practice Squad Grinder,MODELED
CIN_CB_05,Slow Starter,MODELED
CIN_CB_06,Film Junkie,MODELED
CIN_CB_06,Clutch Performer,MODELED
CIN_CB_07,Ironman,MODELED
CIN_CB_09,High Motor,MODELED
CIN_CB_10,Slow Starter,MODELED
CIN_CB_11,Field General,MODELED
CIN_S_01,Practice Squad Grinder,MODELED
CIN_S_01,Scheme Dependent,MODELED
CIN_S_01,Clutch Performer,MODELED
CIN_S_02,Coach's Son,MODELED
CIN_S_02,Injury Prone,MODELED
CIN_S_03,Big Game Hunter,MODELED
CIN_S_03,Locker Room Leader,MODELED
CIN_S_03,Special Teams Ace,MODELED
CIN_S_04,Film Junkie,MODELED
CIN_S_05,Film Junkie,MODELED
CIN_S_05,Big Game Hunter,MODELED
CIN_S_06,Coach's Son,MODELED
CIN_S_07,Locker Room Leader,MODELED
CIN_K_02,Slow Starter,MODELED
CIN_P_01,Coach's Son,MODELED
CIN_LS_01,Big Game Hunter,MODELED
HOU_QB_01,Clutch Performer,MODELED
HOU_QB_01,Special Teams Ace,MODELED
HOU_QB_01,Big Game Hunter,MODELED
HOU_QB_02,Clutch Performer,MODELED
HOU_QB_02,Late Bloomer,MODELED
HOU_QB_04,Coach's Son,MODELED
HOU_QB_04,Ironman,MODELED
HOU_RB_01,Weight Room Warrior,MODELED
HOU_RB_01,Big Game Hunter,MODELED
HOU_RB_01,Film Junkie,MODELED
HOU_RB_04,Scheme Dependent,MODELED
HOU_RB_04,Positional Versatility,MODELED
HOU_RB_05,Coach's Son,MODELED
HOU_FB_01,Practice Squad Grinder,MODELED
HOU_FB_01,Late Bloomer,MODELED
HOU_WR_02,Field General,MODELED
HOU_WR_03,Special Teams Ace,MODELED
HOU_WR_03,Volatile,MODELED
HOU_WR_04,Big Game Hunter,MODELED
HOU_WR_04,Clutch Performer,MODELED
HOU_WR_05,Special Teams Ace,MODELED
HOU_WR_05,Positional Versatility,MODELED
HOU_WR_06,Ironman,MODELED
HOU_WR_07,Weight Room Warrior,MODELED
HOU_WR_08,Volatile,MODELED
HOU_WR_08,Locker Room Leader,MODELED
HOU_WR_09,Locker Room Leader,MODELED
HOU_WR_09,High Motor,MODELED
HOU_WR_09,Field General,MODELED
HOU_WR_10,High Motor,MODELED
HOU_WR_10,Field General,MODELED
HOU_TE_01,Positional Versatility,MODELED
HOU_TE_01,Volatile,MODELED
HOU_TE_02,Film Junkie,MODELED
HOU_TE_03,Injury Prone,MODELED
HOU_TE_04,Weight Room Warrior,MODELED
HOU_TE_04,Field General,MODELED
HOU_TE_05,Late Bloomer,MODELED
HOU_TE_06,Weight Room Warrior,MODELED
HOU_OT_01,Positional Versatility,MODELED
HOU_OT_01,Film Junkie,MODELED
HOU_OT_01,Special Teams Ace,MODELED
HOU_OT_02,Special Teams Ace,MODELED
HOU_OT_03,Scheme Dependent,MODELED
HOU_OT_05,Locker Room Leader,MODELED
HOU_OT_05,High Motor,MODELED
HOU_OT_05,Late Bloomer,MODELED
HOU_OT_06,High Motor,MODELED
HOU_OG_01,Coach's Son,MODELED
HOU_OG_01,Ironman,MODELED
HOU_OG_03,Late Bloomer,MODELED
HOU_OG_03,Injury Prone,MODELED
HOU_OG_04,Clutch Performer,MODELED
HOU_OG_04,Late Bloomer,MODELED
HOU_OG_05,Injury Prone,MODELED
HOU_OG_06,Scheme Dependent,MODELED
HOU_C_01,Volatile,MODELED
HOU_C_01,Practice Squad Grinder,MODELED
HOU_C_02,Slow Starter,MODELED
HOU_C_03,Locker Room Leader,MODELED
HOU_EDGE_01,High Motor,MODELED
HOU_EDGE_03,Field General,MODELED
HOU_EDGE_03,Coach's Son,MODELED
HOU_EDGE_04,Positional Versatility,MODELED
HOU_EDGE_04,Practice Squad Grinder,MODELED
HOU_EDGE_06,Field General,MODELED
HOU_EDGE_07,Volatile,MODELED
HOU_EDGE_07,Locker Room Leader,MODELED
HOU_EDGE_08,Weight Room Warrior,MODELED
HOU_EDGE_09,Volatile,MODELED
HOU_EDGE_09,Weight Room Warrior,MODELED
HOU_DT_01,Slow Starter,MODELED
HOU_DT_01,Ironman,MODELED
HOU_DT_01,Late Bloomer,MODELED
HOU_DT_02,Volatile,MODELED
HOU_DT_02,Special Teams Ace,MODELED
HOU_DT_02,Positional Versatility,MODELED
HOU_DT_03,Late Bloomer,MODELED
HOU_DT_03,Film Junkie,MODELED
HOU_DT_04,Coach's Son,MODELED
HOU_DT_04,Film Junkie,MODELED
HOU_DT_05,Locker Room Leader,MODELED
HOU_DT_06,Film Junkie,MODELED
HOU_DT_06,High Motor,MODELED
HOU_DT_07,Positional Versatility,MODELED
HOU_DT_07,Clutch Performer,MODELED
HOU_LB_01,Injury Prone,MODELED
HOU_LB_02,Practice Squad Grinder,MODELED
HOU_LB_02,Ironman,MODELED
HOU_LB_02,Positional Versatility,MODELED
HOU_LB_04,Clutch Performer,MODELED
HOU_LB_04,High Motor,MODELED
HOU_LB_05,Practice Squad Grinder,MODELED
HOU_LB_05,Weight Room Warrior,MODELED
HOU_LB_06,Weight Room Warrior,MODELED
HOU_LB_07,Big Game Hunter,MODELED
HOU_LB_08,Locker Room Leader,MODELED
HOU_LB_08,Practice Squad Grinder,MODELED
HOU_LB_08,Ironman,MODELED
HOU_CB_01,Clutch Performer,MODELED
HOU_CB_01,Coach's Son,MODELED
HOU_CB_01,Slow Starter,MODELED
HOU_CB_02,Slow Starter,MODELED
HOU_CB_03,Injury Prone,MODELED
HOU_CB_03,Film Junkie,MODELED
HOU_CB_03,Late Bloomer,MODELED
HOU_CB_04,Practice Squad Grinder,MODELED
HOU_CB_04,Weight Room Warrior,MODELED
HOU_CB_04,Injury Prone,MODELED
HOU_CB_06,Practice Squad Grinder,MODELED
HOU_CB_07,Big Game Hunter,MODELED
HOU_CB_07,Film Junkie,MODELED
HOU_CB_08,Special Teams Ace,MODELED
HOU_CB_08,Clutch Performer,MODELED
HOU_CB_09,Film Junkie,MODELED
HOU_CB_10,Big Game Hunter,MODELED
HOU_CB_11,Slow Starter,MODELED
HOU_CB_11,Clutch Performer,MODELED
HOU_S_01,Coach's Son,MODELED
HOU_S_02,Ironman,MODELED
HOU_S_03,Positional Versatility,MODELED
HOU_S_04,Special Teams Ace,MODELED
HOU_S_04,Big Game Hunter,MODELED
HOU_S_06,Locker Room Leader,MODELED
HOU_S_06,Special Teams Ace,MODELED
HOU_S_07,Ironman,MODELED
HOU_K_01,Coach's Son,MODELED
HOU_K_01,Big Game Hunter,MODELED
HOU_K_02,Locker Room Leader,MODELED
HOU_K_02,Slow Starter,MODELED
HOU_P_01,Slow Starter,MODELED
HOU_P_01,Clutch Performer,MODELED
HOU_P_01,Special Teams Ace,MODELED
HOU_P_02,Scheme Dependent,MODELED
HOU_P_02,Slow Starter,MODELED
HOU_LS_01,Coach's Son,MODELED
IND_QB_02,Injury Prone,MODELED
IND_QB_02,Late Bloomer,MODELED
IND_QB_04,Field General,MODELED
IND_RB_01,Practice Squad Grinder,MODELED
IND_RB_01,Volatile,MODELED
IND_RB_01,High Motor,MODELED
IND_RB_02,Injury Prone,MODELED
IND_RB_02,Weight Room Warrior,MODELED
IND_RB_02,Clutch Performer,MODELED
IND_RB_03,Slow Starter,MODELED
IND_RB_03,Volatile,MODELED
IND_RB_04,Late Bloomer,MODELED
IND_RB_04,Slow Starter,MODELED
IND_RB_05,High Motor,MODELED
IND_RB_05,Weight Room Warrior,MODELED
IND_WR_01,Late Bloomer,MODELED
IND_WR_01,Ironman,MODELED
IND_WR_01,Field General,MODELED
IND_WR_02,Special Teams Ace,MODELED
IND_WR_03,Weight Room Warrior,MODELED
IND_WR_03,Injury Prone,MODELED
IND_WR_04,Big Game Hunter,MODELED
IND_WR_04,Coach's Son,MODELED
IND_WR_06,Film Junkie,MODELED
IND_WR_06,Weight Room Warrior,MODELED
IND_WR_08,Scheme Dependent,MODELED
IND_WR_08,Field General,MODELED
IND_WR_09,Big Game Hunter,MODELED
IND_WR_09,Slow Starter,MODELED
IND_WR_09,Ironman,MODELED
IND_WR_10,Volatile,MODELED
IND_WR_10,Big Game Hunter,MODELED
IND_WR_11,Late Bloomer,MODELED
IND_TE_01,Film Junkie,MODELED
IND_TE_02,Positional Versatility,MODELED
IND_TE_03,Positional Versatility,MODELED
IND_TE_03,Film Junkie,MODELED
IND_TE_03,Locker Room Leader,MODELED
IND_TE_04,Big Game Hunter,MODELED
IND_TE_05,Field General,MODELED
IND_TE_06,Volatile,MODELED
IND_TE_06,Practice Squad Grinder,MODELED
IND_OT_01,Positional Versatility,MODELED
IND_OT_01,Special Teams Ace,MODELED
IND_OT_03,Slow Starter,MODELED
IND_OT_04,Practice Squad Grinder,MODELED
IND_OT_04,Big Game Hunter,MODELED
IND_OT_05,Weight Room Warrior,MODELED
IND_OT_05,Field General,MODELED
IND_OT_05,High Motor,MODELED
IND_OT_06,Big Game Hunter,MODELED
IND_OT_06,Injury Prone,MODELED
IND_OT_06,Slow Starter,MODELED
IND_OG_01,Big Game Hunter,MODELED
IND_OG_01,Clutch Performer,MODELED
IND_OG_01,Coach's Son,MODELED
IND_OG_02,Positional Versatility,MODELED
IND_OG_02,Film Junkie,MODELED
IND_OG_04,Clutch Performer,MODELED
IND_OG_04,Film Junkie,MODELED
IND_OG_05,High Motor,MODELED
IND_C_01,Positional Versatility,MODELED
IND_C_01,Late Bloomer,MODELED
IND_C_03,Field General,MODELED
IND_EDGE_01,Positional Versatility,MODELED
IND_EDGE_01,Locker Room Leader,MODELED
IND_EDGE_02,Special Teams Ace,MODELED
IND_EDGE_02,Coach's Son,MODELED
IND_EDGE_02,Ironman,MODELED
IND_EDGE_03,Field General,MODELED
IND_EDGE_03,Big Game Hunter,MODELED
IND_EDGE_04,Scheme Dependent,MODELED
IND_EDGE_04,Clutch Performer,MODELED
IND_EDGE_05,Ironman,MODELED
IND_EDGE_05,Locker Room Leader,MODELED
IND_EDGE_06,Weight Room Warrior,MODELED
IND_EDGE_06,Big Game Hunter,MODELED
IND_EDGE_08,Field General,MODELED
IND_EDGE_08,Locker Room Leader,MODELED
IND_EDGE_09,Volatile,MODELED
IND_EDGE_09,Special Teams Ace,MODELED
IND_EDGE_09,Late Bloomer,MODELED
IND_DT_01,Ironman,MODELED
IND_DT_02,High Motor,MODELED
IND_DT_02,Ironman,MODELED
IND_DT_03,Slow Starter,MODELED
IND_DT_04,Ironman,MODELED
IND_DT_04,Field General,MODELED
IND_DT_04,Film Junkie,MODELED
IND_DT_06,Weight Room Warrior,MODELED
IND_DT_07,Field General,MODELED
IND_DT_07,Late Bloomer,MODELED
IND_LB_01,Weight Room Warrior,MODELED
IND_LB_02,Film Junkie,MODELED
IND_LB_02,Late Bloomer,MODELED
IND_LB_03,Special Teams Ace,MODELED
IND_LB_03,Volatile,MODELED
IND_LB_04,Slow Starter,MODELED
IND_LB_04,Clutch Performer,MODELED
IND_LB_05,Clutch Performer,MODELED
IND_LB_05,Practice Squad Grinder,MODELED
IND_LB_05,Special Teams Ace,MODELED
IND_LB_06,Positional Versatility,MODELED
IND_LB_07,Positional Versatility,MODELED
IND_LB_07,Late Bloomer,MODELED
IND_LB_08,Coach's Son,MODELED
