player_id,display_name,team_id,position,position_group,jersey_number,height_inches,weight_lbs,age,experience_years,college_id,college_name,draft_year,draft_round,draft_pick_in_round,draft_overall_pick,draft_status,rookie_flag,roster_status,designation,depth_rank,role_tier,overall_rating,potential_rating,data_class
PIT_TE_03,Gaspard Comeaux,PIT,TE,Receiver,45,78,231,30,7,COL0039,Kelvinridge A&M,2019,5,13,141,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,68,75,GENERATED
PIT_TE_04,Sebastien Freeney,PIT,TE,Receiver,91,77,252,22,0,COL0182,Mount Verity State Tech,2026,7,4,196,DRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,4,DEPTH,67,75,GENERATED
PIT_TE_05,Palmer Prendergast,PIT,TE,Receiver,10,75,258,22,0,COL0147,Whitepine State Tech,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,5,CAMP,61,70,GENERATED
PIT_TE_06,Rocky Landry,PIT,TE,Receiver,16,77,247,25,2,COL0073,Cypress Hollow Tech,2024,,,,UNDRAFTED,0,CAMP_BODY,NONE,6,CAMP,57,67,GENERATED
PIT_OT_01,Levi Tyree,PIT,OT,O-Line,30,78,309,24,3,COL0064,Silverlake State,2023,2,24,56,DRAFTED,0,ACTIVE,NONE,1,STARTER,84,85,GENERATED
PIT_OT_02,Giovanni Hopkins,PIT,OT,O-Line,69,77,325,26,4,COL0037,Kelvinridge University,2022,3,23,87,DRAFTED,0,ACTIVE,NONE,2,STARTER,81,81,GENERATED
PIT_OT_03,Nathanial Lombardo,PIT,OT,O-Line,19,78,320,26,2,COL0224,Foxcroft State Tech,2024,4,23,119,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,73,74,GENERATED
PIT_OT_04,Redmond Rivenbark,PIT,OT,O-Line,38,77,308,24,3,COL0220,Foxcroft Tech,2023,6,25,185,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,71,76,GENERATED
PIT_OT_05,Gannon Stonehouse,PIT,OT,O-Line,87,78,308,27,3,COL0149,Cedar Falls University,2023,3,10,74,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,5,DEPTH,66,66,GENERATED
PIT_OT_06,Uriah Elmore,PIT,OT,O-Line,27,77,302,22,0,COL0024,Marbury Tech,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,6,CAMP,59,64,GENERATED
PIT_OG_01,Zion Fielder,PIT,OG,O-Line,31,74,340,22,1,COL0028,Marbury State Tech,2025,1,30,30,DRAFTED,0,ACTIVE,NONE,1,STARTER,81,92,GENERATED
PIT_OG_02,Vaughn Killebrew,PIT,OG,O-Line,70,75,305,24,2,COL0011,Fort Grayson A&M,2024,1,12,12,DRAFTED,0,ACTIVE,DAY_TO_DAY,2,STARTER,91,98,GENERATED
PIT_OG_03,Renard Salvador,PIT,OG,O-Line,82,74,333,27,4,COL0073,Cypress Hollow Tech,2022,3,19,83,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,71,77,GENERATED
PIT_OG_04,Zamir Pouncey,PIT,OG,O-Line,4,75,316,28,5,COL0179,Mount Verity A&M,2021,,,,UNDRAFTED,0,ACTIVE,IR,4,ROTATIONAL,76,77,GENERATED
PIT_OG_05,Sawyer Zimmerman,PIT,OG,O-Line,49,73,321,23,0,COL0040,Kelvinridge College,2026,4,3,99,DRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,5,DEPTH,63,68,GENERATED
PIT_OG_06,Herschel Mixson,PIT,OG,O-Line,57,75,313,22,0,COL0028,Marbury State Tech,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,6,CAMP,62,69,GENERATED
PIT_C_01,Kamden Berrios,PIT,C,O-Line,8,74,308,22,1,COL0192,Pinehurst Valley Tech,2025,3,9,73,DRAFTED,0,ACTIVE,NONE,1,STARTER,82,88,GENERATED
PIT_C_02,Nehemiah Arnett,PIT,C,O-Line,35,76,311,27,4,COL0224,Foxcroft State Tech,2022,2,8,40,DRAFTED,0,ACTIVE,DAY_TO_DAY,2,ROTATIONAL,71,71,GENERATED
PIT_C_03,Hudson Milliner,PIT,C,O-Line,68,75,278,25,3,COL0111,Quarry Hill Institute,2023,5,15,143,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,3,DEPTH,66,75,GENERATED
PIT_EDGE_01,Gavin McGlinchey,PIT,EDGE,Front Seven,85,75,262,29,8,COL0162,Sablewood State,2018,1,3,3,DRAFTED,0,ACTIVE,NONE,1,STARTER,77,79,GENERATED
PIT_EDGE_02,Javon Partridge,PIT,EDGE,Front Seven,18,73,272,27,4,COL0108,Quarry Hill Tech,2022,1,19,19,DRAFTED,0,ACTIVE,NONE,2,STARTER,81,88,GENERATED
PIT_EDGE_03,Sherman Whitcomb,PIT,EDGE,Front Seven,17,76,234,23,1,COL0196,Pinehurst Valley State Tech,2025,2,12,44,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,74,83,GENERATED
PIT_EDGE_04,Ashton Sorrentino,PIT,EDGE,Front Seven,76,75,243,30,8,COL0014,Fort Grayson State Tech,2018,2,12,44,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,75,78,GENERATED
PIT_EDGE_05,Hayes Bancroft,PIT,EDGE,Front Seven,78,74,253,23,1,COL0136,Larkspur Tech,2025,5,12,140,DRAFTED,0,ACTIVE,IR,5,ROTATIONAL,76,78,GENERATED
PIT_EDGE_06,Bruno Hosley,PIT,EDGE,Front Seven,74,75,276,23,0,COL0096,Bellhaven College,2026,,,,UNDRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,6,DEPTH,69,74,GENERATED
PIT_EDGE_07,Noel Stepnoski,PIT,EDGE,Front Seven,3,75,291,26,4,COL0109,Quarry Hill A&M,2022,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,7,DEPTH,66,70,GENERATED
PIT_EDGE_08,Derrick Burrage,PIT,EDGE,Front Seven,89,76,273,23,1,COL0075,Cypress Hollow College,2025,,,,UNDRAFTED,0,CAMP_BODY,NONE,8,CAMP,59,70,GENERATED
PIT_EDGE_09,Zephyr Maunakea,PIT,EDGE,Front Seven,40,76,233,21,0,COL0217,Ravensburg State Tech,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,9,CAMP,55,61,GENERATED
PIT_DT_01,Otis Stinnie,PIT,DT,Front Seven,50,74,294,26,4,COL0005,Calderwood College,2022,1,17,17,DRAFTED,0,ACTIVE,NONE,1,STARTER,80,82,GENERATED
PIT_DT_02,Yosef Drayton,PIT,DT,Front Seven,15,76,300,27,6,COL0027,Marbury Institute,2020,1,24,24,DRAFTED,0,ACTIVE,NONE,2,STARTER,86,91,GENERATED
PIT_DT_03,Tyree Hargrave,PIT,DT,Front Seven,28,75,293,30,9,COL0099,Thornfield State,2017,6,14,174,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,66,70,GENERATED
PIT_DT_04,Trace Tullis,PIT,DT,Front Seven,93,73,307,25,3,COL0181,Mount Verity Institute,2023,1,22,22,DRAFTED,0,ACTIVE,IR,4,ROTATIONAL,73,81,GENERATED
PIT_DT_05,Tarik McCandless,PIT,DT,Front Seven,92,75,282,29,6,COL0080,Iron Gate Tech,2020,1,9,9,DRAFTED,0,ACTIVE,PUP,5,ROTATIONAL,77,80,GENERATED
PIT_DT_06,Camden Saffold,PIT,DT,Front Seven,20,73,326,24,1,COL0072,Cypress Hollow University,2025,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,6,DEPTH,58,67,GENERATED
PIT_DT_07,Tanner Clanton,PIT,DT,Front Seven,26,74,301,23,0,COL0132,Emberton Institute,2026,7,1,193,DRAFTED,1,CAMP_BODY,NONE,7,CAMP,53,53,GENERATED
PIT_DT_08,Lowell Hosley,PIT,DT,Front Seven,9,72,301,21,0,COL0215,Ravensburg College,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,8,CAMP,60,65,GENERATED
PIT_LB_01,Norwood Courtland,PIT,LB,Front Seven,81,74,216,29,7,COL0109,Quarry Hill A&M,2019,1,9,9,DRAFTED,0,ACTIVE,NONE,1,STARTER,95,98,GENERATED
PIT_LB_02,Maurice Vosburgh,PIT,LB,Front Seven,71,72,217,26,3,COL0063,Havenport State Tech,2023,1,29,29,DRAFTED,0,ACTIVE,NONE,2,STARTER,82,90,GENERATED
PIT_LB_03,Montell Poteat,PIT,LB,Front Seven,65,74,239,34,11,COL0037,Kelvinridge University,2015,3,3,67,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,69,70,GENERATED
PIT_LB_04,Chandler Makinen,PIT,LB,Front Seven,79,74,235,25,2,COL0106,Quarry Hill State,2024,1,31,31,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,86,93,GENERATED
PIT_LB_05,Maurice Pastrana,PIT,LB,Front Seven,47,71,244,28,4,COL0248,Winslow Tech,2022,,,,UNDRAFTED,0,ACTIVE,NONE,5,ROTATIONAL,70,71,GENERATED
PIT_LB_06,Jace Labriola,PIT,LB,Front Seven,61,74,223,24,2,COL0011,Fort Grayson A&M,2024,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,6,DEPTH,64,72,GENERATED
PIT_LB_07,Odin Bergeron,PIT,LB,Front Seven,58,73,239,23,1,COL0128,Emberton University,2025,5,17,145,DRAFTED,0,CAMP_BODY,NONE,7,CAMP,63,74,GENERATED
PIT_LB_08,Wilder Poindexter,PIT,LB,Front Seven,66,73,239,23,1,COL0144,Whitepine A&M,2025,7,5,197,DRAFTED,0,CAMP_BODY,NONE,8,CAMP,63,71,GENERATED
PIT_CB_01,Wallace Vasher,PIT,CB,Secondary,51,70,204,24,3,COL0232,Clearwater Ridge State,2023,3,9,73,DRAFTED,0,ACTIVE,NONE,1,STARTER,80,80,GENERATED
PIT_CB_02,Chase Tillotson,PIT,CB,Secondary,75,73,199,26,5,COL0145,Whitepine College,2021,1,10,10,DRAFTED,0,ACTIVE,NONE,2,STARTER,83,87,GENERATED
PIT_CB_03,Rhys Lucchese,PIT,CB,Secondary,67,72,197,26,4,COL0018,Ashfield A&M,2022,1,5,5,DRAFTED,0,ACTIVE,NONE,3,STARTER,85,91,GENERATED
PIT_CB_04,Murphy Mobley,PIT,CB,Secondary,55,70,187,22,1,COL0002,Calderwood University,2025,3,21,85,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,70,76,GENERATED
PIT_CB_05,Uriah Faulkner,PIT,CB,Secondary,60,71,199,25,2,COL0218,Foxcroft State,2024,3,3,67,DRAFTED,0,ACTIVE,DAY_TO_DAY,5,ROTATIONAL,78,86,GENERATED
PIT_CB_06,Saul McKissic,PIT,CB,Secondary,42,73,192,26,4,COL0167,Sablewood Institute,2022,3,9,73,DRAFTED,0,ACTIVE,NONE,6,ROTATIONAL,70,77,GENERATED
PIT_CB_07,Earl Forsythe,PIT,CB,Secondary,98,70,197,24,1,COL0052,Redbluff Tech,2025,5,10,138,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,7,DEPTH,60,71,GENERATED
PIT_CB_08,Stone Garrison,PIT,CB,Secondary,83,70,204,25,2,COL0132,Emberton Institute,2024,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,8,DEPTH,67,70,GENERATED
PIT_CB_09,Xander Oakman,PIT,CB,Secondary,63,72,180,21,0,COL0144,Whitepine A&M,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,9,CAMP,62,69,GENERATED
PIT_CB_10,Axel Smallwood,PIT,CB,Secondary,39,72,188,24,2,COL0245,Talbot State Tech,2024,,,,UNDRAFTED,0,CAMP_BODY,NONE,10,CAMP,58,62,GENERATED
PIT_CB_11,Andre Ladouceur,PIT,CB,Secondary,34,71,182,24,0,COL0244,Talbot Institute,2026,6,10,170,DRAFTED,1,CAMP_BODY,NONE,11,CAMP,58,58,GENERATED
PIT_S_01,Jarrett Killebrew,PIT,S,Secondary,14,73,207,24,2,COL0208,Lakemont College,2024,1,16,16,DRAFTED,0,ACTIVE,NONE,1,STARTER,81,86,GENERATED
PIT_S_02,Otto Selvie,PIT,S,Secondary,90,71,199,26,4,COL0208,Lakemont College,2022,2,27,59,DRAFTED,0,ACTIVE,NONE,2,STARTER,80,87,GENERATED
PIT_S_03,Teagan Valentino,PIT,S,Secondary,21,74,214,25,1,COL0066,Silverlake Tech,2025,3,13,77,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,73,76,GENERATED
PIT_S_04,Easton Ledbetter,PIT,S,Secondary,62,71,214,31,9,COL0230,Dunmore Institute,2017,,,,UNDRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,72,80,GENERATED
PIT_S_05,Emory Wharton,PIT,S,Secondary,13,72,208,22,0,COL0062,Havenport Institute,2026,,,,UNDRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,5,DEPTH,62,70,GENERATED
PIT_S_06,Ollie Scovel,PIT,S,Secondary,73,70,202,24,0,COL0198,Copper Creek University,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,6,CAMP,49,54,GENERATED
PIT_S_07,Yusuf Waldron,PIT,S,Secondary,1,72,204,24,1,COL0259,Bramblewood State Tech,2025,,,,UNDRAFTED,0,CAMP_BODY,NONE,7,CAMP,55,61,GENERATED
PIT_K_01,Pierce Kortright,PIT,K,Specialist,54,71,224,30,9,COL0156,Granite Bay University,2017,1,8,8,DRAFTED,0,ACTIVE,NONE,1,STARTER,75,75,GENERATED
PIT_K_02,Wendell Obadiah,PIT,K,Specialist,59,73,209,22,0,COL0204,Lakemont State,2026,2,24,56,DRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,2,DEPTH,77,81,GENERATED
PIT_P_01,Onyx Stoutland,PIT,P,Specialist,22,73,202,28,6,COL0171,Harrowgate Tech,2020,2,22,54,DRAFTED,0,ACTIVE,NONE,1,STARTER,80,83,GENERATED
PIT_P_02,Tadeo Rinaldi,PIT,P,Specialist,48,75,204,25,3,COL0136,Larkspur Tech,2023,5,12,140,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,2,DEPTH,66,73,GENERATED
PIT_LS_01,Lars Beauchamp,PIT,LS,Specialist,24,71,234,34,10,COL0019,Ashfield College,2016,2,13,45,DRAFTED,0,ACTIVE,NONE,1,STARTER,76,76,GENERATED
CLE_QB_01,Vance Zamora,CLE,QB,Quarterback,99,76,214,26,4,COL0116,Kingsbridge A&M,2022,1,3,3,DRAFTED,0,ACTIVE,NONE,1,STARTER,76,81,GENERATED
CLE_QB_02,Ellis Coulombe,CLE,QB,Quarterback,27,73,221,28,7,COL0244,Talbot Institute,2019,6,18,178,DRAFTED,0,ACTIVE,NONE,2,ROTATIONAL,62,62,GENERATED
CLE_QB_03,Yannick Dorsett,CLE,QB,Quarterback,10,72,226,23,1,COL0208,Lakemont College,2025,7,15,207,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,3,DEPTH,62,66,GENERATED
CLE_QB_04,Phelan Grantham,CLE,QB,Quarterback,85,75,230,22,1,COL0260,Eastvale State,2025,7,1,193,DRAFTED,0,CAMP_BODY,NONE,4,CAMP,53,59,GENERATED
CLE_RB_01,Finley Dalrymple,CLE,RB,Backfield,21,68,223,30,6,COL0252,Winslow State Tech,2020,1,18,18,DRAFTED,0,ACTIVE,NONE,1,STARTER,81,84,GENERATED
CLE_RB_02,Maverick Horvath,CLE,RB,Backfield,76,69,218,28,4,COL0011,Fort Grayson A&M,2022,4,27,123,DRAFTED,0,ACTIVE,NONE,2,ROTATIONAL,75,75,GENERATED
CLE_RB_03,Trey Devereaux,CLE,RB,Backfield,70,67,214,26,5,COL0136,Larkspur Tech,2021,,,,UNDRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,74,75,GENERATED
CLE_RB_04,Colby Zaccheaus,CLE,RB,Backfield,92,69,223,27,3,COL0256,Bramblewood A&M,2023,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,4,DEPTH,58,58,GENERATED
CLE_RB_05,Shaquille Woodhead,CLE,RB,Backfield,38,73,232,25,3,COL0183,Sunderland State,2023,,,,UNDRAFTED,0,CAMP_BODY,NONE,5,CAMP,60,65,GENERATED
CLE_FB_01,Bram Harmon,CLE,FB,Backfield,15,71,239,32,10,COL0037,Kelvinridge University,2016,5,2,130,DRAFTED,0,ACTIVE,DAY_TO_DAY,1,STARTER,70,70,GENERATED
CLE_WR_01,Gannon Rhodes,CLE,WR,Receiver,60,72,212,36,13,COL0217,Ravensburg State Tech,2013,3,13,77,DRAFTED,0,ACTIVE,PUP,1,STARTER,80,80,GENERATED
CLE_WR_02,Zaire Prewitt,CLE,WR,Receiver,48,68,221,23,1,COL0001,Calderwood State,2025,1,20,20,DRAFTED,0,ACTIVE,NONE,2,STARTER,84,96,GENERATED
CLE_WR_03,Duke Moehrig,CLE,WR,Receiver,55,71,219,34,10,COL0204,Lakemont State,2016,1,18,18,DRAFTED,0,ACTIVE,NONE,3,STARTER,90,97,GENERATED
CLE_WR_04,Percival Ingold,CLE,WR,Receiver,32,74,205,24,2,COL0125,Falcon Ridge Institute,2024,4,6,102,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,74,86,GENERATED
CLE_WR_05,Solomon Quessenberry,CLE,WR,Receiver,72,69,192,24,1,COL0064,Silverlake State,2025,4,27,123,DRAFTED,0,ACTIVE,NONE,5,ROTATIONAL,62,68,GENERATED
CLE_WR_06,Garland Bellinger,CLE,WR,Receiver,4,70,174,24,2,COL0035,Stonewell State Tech,2024,2,31,63,DRAFTED,0,ACTIVE,NONE,6,ROTATIONAL,76,78,GENERATED
CLE_WR_07,Shepard Lanphier,CLE,WR,Receiver,77,67,195,23,0,COL0158,Granite Bay A&M,2026,7,21,213,DRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,7,DEPTH,62,74,GENERATED
CLE_WR_08,Jordy Pastrana,CLE,WR,Receiver,63,71,187,26,2,COL0148,Cedar Falls State,2024,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,8,DEPTH,65,71,GENERATED
CLE_WR_09,Dashawn Lasseter,CLE,WR,Receiver,84,69,178,28,5,COL0111,Quarry Hill Institute,2021,7,21,213,DRAFTED,0,CAMP_BODY,NONE,9,CAMP,56,57,GENERATED
CLE_WR_10,Sullivan McDermott,CLE,WR,Receiver,20,74,196,23,0,COL0100,Thornfield University,2026,5,21,149,DRAFTED,1,CAMP_BODY,NONE,10,CAMP,55,61,GENERATED
CLE_WR_11,Mikael Pepperell,CLE,WR,Receiver,78,67,221,22,1,COL0024,Marbury Tech,2025,3,32,96,DRAFTED,0,CAMP_BODY,NONE,11,CAMP,64,74,GENERATED
CLE_TE_01,Dante Kalapana,CLE,TE,Receiver,93,75,267,24,1,COL0235,Clearwater Ridge A&M,2025,1,2,2,DRAFTED,0,ACTIVE,NONE,1,STARTER,95,98,GENERATED
CLE_TE_02,Harlan Sudfeld,CLE,TE,Receiver,37,77,233,24,1,COL0049,Northcrest State Tech,2025,7,20,212,DRAFTED,0,ACTIVE,NONE,2,ROTATIONAL,68,76,GENERATED
CLE_TE_03,Antoine Fulmer,CLE,TE,Receiver,47,78,264,24,2,COL0053,Redbluff A&M,2024,3,23,87,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,68,76,GENERATED
CLE_TE_04,Simeon Tenpenny,CLE,TE,Receiver,56,76,268,21,0,COL0207,Lakemont A&M,2026,4,3,99,DRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,4,DEPTH,63,73,GENERATED
CLE_TE_05,Beckham Debose,CLE,TE,Receiver,28,76,251,22,1,COL0204,Lakemont State,2025,7,14,206,DRAFTED,0,CAMP_BODY,NONE,5,CAMP,56,60,GENERATED
CLE_TE_06,Neville McLendon,CLE,TE,Receiver,89,77,248,23,0,COL0030,Stonewell University,2026,7,26,218,DRAFTED,1,CAMP_BODY,NONE,6,CAMP,57,57,GENERATED
CLE_OT_01,Chase Jimerson,CLE,OT,O-Line,33,76,323,31,9,COL0106,Quarry Hill State,2017,1,10,10,DRAFTED,0,ACTIVE,NONE,1,STARTER,87,87,GENERATED
CLE_OT_02,Sanford Rombach,CLE,OT,O-Line,45,77,303,25,2,COL0220,Foxcroft Tech,2024,3,17,81,DRAFTED,0,ACTIVE,NONE,2,STARTER,86,88,GENERATED
CLE_OT_03,Paxton Passmore,CLE,OT,O-Line,62,79,311,37,15,COL0112,Quarry Hill State Tech,2011,5,12,140,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,63,64,GENERATED
CLE_OT_04,Royce Bradshaw,CLE,OT,O-Line,97,76,320,23,1,COL0073,Cypress Hollow Tech,2025,4,9,105,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,71,73,GENERATED
CLE_OT_05,Sidney Fraley,CLE,OT,O-Line,24,77,297,24,1,COL0207,Lakemont A&M,2025,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,5,DEPTH,61,67,GENERATED
CLE_OT_06,Teagan Joplin,CLE,OT,O-Line,74,78,296,23,0,COL0228,Dunmore A&M,2026,5,31,159,DRAFTED,1,CAMP_BODY,NONE,6,CAMP,57,67,GENERATED
CLE_OG_01,Judah Roscoe,CLE,OG,O-Line,69,77,325,30,7,COL0045,Northcrest Tech,2019,5,8,136,DRAFTED,0,ACTIVE,NONE,1,STARTER,70,71,GENERATED
CLE_OG_02,Mateo Elmore,CLE,OG,O-Line,82,75,320,22,0,COL0150,Cedar Falls Tech,2026,3,14,78,DRAFTED,1,ACTIVE,NONE,2,STARTER,76,84,GENERATED
CLE_OG_03,Gunnar Onwuasor,CLE,OG,O-Line,68,75,310,25,2,COL0134,Larkspur State,2024,2,12,44,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,75,77,GENERATED
CLE_OG_04,Alonzo Stonehouse,CLE,OG,O-Line,51,75,309,22,1,COL0184,Sunderland University,2025,5,12,140,DRAFTED,0,ACTIVE,IR,4,ROTATIONAL,59,64,GENERATED
CLE_OG_05,Jamari Herrera,CLE,OG,O-Line,88,75,314,23,0,COL0020,Ashfield Institute,2026,7,15,207,DRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,5,DEPTH,65,68,GENERATED
CLE_OG_06,Norwood Heggins,CLE,OG,O-Line,14,75,309,22,0,COL0083,Iron Gate Institute,2026,6,19,179,DRAFTED,1,CAMP_BODY,NONE,6,CAMP,55,73,GENERATED
CLE_C_01,Jorel Crouch,CLE,C,O-Line,80,74,306,27,3,COL0182,Mount Verity State Tech,2023,,,,UNDRAFTED,0,ACTIVE,NONE,1,STARTER,69,74,GENERATED
CLE_C_02,Fowler Ludwig,CLE,C,O-Line,53,73,299,24,0,COL0002,Calderwood University,2026,7,1,193,DRAFTED,1,ACTIVE,DAY_TO_DAY,2,ROTATIONAL,67,76,GENERATED
CLE_C_03,Vance Warrick,CLE,C,O-Line,8,73,295,26,3,COL0018,Ashfield A&M,2023,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,3,DEPTH,64,71,GENERATED
CLE_EDGE_01,Bellamy Stanback,CLE,EDGE,Front Seven,6,76,261,27,3,COL0076,Cypress Hollow Institute,2023,1,31,31,DRAFTED,0,ACTIVE,DAY_TO_DAY,1,STARTER,94,94,GENERATED
CLE_EDGE_02,Lonnie Killebrew,CLE,EDGE,Front Seven,57,75,262,28,5,COL0196,Pinehurst Valley State Tech,2021,1,5,5,DRAFTED,0,ACTIVE,NONE,2,STARTER,84,91,GENERATED
CLE_EDGE_03,Vito Wainwright,CLE,EDGE,Front Seven,46,74,264,24,1,COL0087,Westmoor Tech,2025,4,1,97,DRAFTED,0,ACTIVE,DAY_TO_DAY,3,ROTATIONAL,73,74,GENERATED
CLE_EDGE_04,Asa Onwuasor,CLE,EDGE,Front Seven,7,75,276,32,8,COL0026,Marbury College,2018,1,25,25,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,68,74,GENERATED
CLE_EDGE_05,Seamus Dalrymple,CLE,EDGE,Front Seven,2,76,262,29,6,COL0144,Whitepine A&M,2020,1,29,29,DRAFTED,0,ACTIVE,NONE,5,ROTATIONAL,73,78,GENERATED
CLE_EDGE_06,Mekai Piscopo,CLE,EDGE,Front Seven,71,74,272,29,6,COL0007,Calderwood State Tech,2020,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,6,DEPTH,62,62,GENERATED
CLE_EDGE_07,Patton Tullis,CLE,EDGE,Front Seven,5,75,271,22,0,COL0026,Marbury College,2026,6,7,167,DRAFTED,1,PRACTICE_SQUAD_CANDIDATE,DAY_TO_DAY,7,DEPTH,64,71,GENERATED
CLE_EDGE_08,Josiah McCourty,CLE,EDGE,Front Seven,75,77,255,23,1,COL0173,Harrowgate College,2025,,,,UNDRAFTED,0,CAMP_BODY,NONE,8,CAMP,60,68,GENERATED
CLE_EDGE_09,Owen Halloran,CLE,EDGE,Front Seven,9,73,291,23,0,COL0016,Ashfield University,2026,7,21,213,DRAFTED,1,CAMP_BODY,NONE,9,CAMP,59,69,GENERATED
CLE_DT_01,Mason Fitzhugh,CLE,DT,Front Seven,16,74,327,34,10,COL0129,Emberton Tech,2016,2,5,37,DRAFTED,0,ACTIVE,NONE,1,STARTER,77,81,GENERATED
CLE_DT_02,Elian Ugwoegbu,CLE,DT,Front Seven,42,76,314,24,2,COL0186,Sunderland A&M,2024,3,22,86,DRAFTED,0,ACTIVE,NONE,2,STARTER,75,80,GENERATED
CLE_DT_03,Enzo Stallworth,CLE,DT,Front Seven,12,74,302,33,9,COL0135,Larkspur University,2017,4,1,97,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,74,74,GENERATED
CLE_DT_04,Ajani Glenn,CLE,DT,Front Seven,86,75,290,21,0,COL0112,Quarry Hill State Tech,2026,4,26,122,DRAFTED,1,ACTIVE,NONE,4,ROTATIONAL,79,88,GENERATED
CLE_DT_05,Ruben Galbraith,CLE,DT,Front Seven,59,76,313,28,7,COL0099,Thornfield State,2019,,,,UNDRAFTED,0,ACTIVE,NONE,5,ROTATIONAL,68,69,GENERATED
CLE_DT_06,Lorenzo Gaddis,CLE,DT,Front Seven,41,73,319,26,2,COL0172,Harrowgate A&M,2024,7,4,196,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,6,DEPTH,64,66,GENERATED
CLE_DT_07,Milo Gainer,CLE,DT,Front Seven,22,75,309,21,0,COL0133,Emberton State Tech,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,7,CAMP,53,61,GENERATED
CLE_DT_08,Ludwig Cahill,CLE,DT,Front Seven,58,73,306,22,0,COL0084,Iron Gate State Tech,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,8,CAMP,59,64,GENERATED
CLE_LB_01,Conrad Hilliard,CLE,LB,Front Seven,34,74,230,24,3,COL0243,Talbot College,2023,3,8,72,DRAFTED,0,ACTIVE,NONE,1,STARTER,72,78,GENERATED
CLE_LB_02,Thaddeus Zamora,CLE,LB,Front Seven,79,73,236,27,4,COL0251,Winslow Institute,2022,1,13,13,DRAFTED,0,ACTIVE,NONE,2,STARTER,80,80,GENERATED
CLE_LB_03,Mikael Trevathan,CLE,LB,Front Seven,11,73,213,29,5,COL0120,Falcon Ridge State,2021,,,,UNDRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,73,73,GENERATED
CLE_LB_04,Eero Jorgensen,CLE,LB,Front Seven,3,74,228,29,6,COL0252,Winslow State Tech,2020,3,20,84,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,76,76,GENERATED
