player_id,position,speed,acceleration,agility,strength,stamina,durability,awareness,football_iq,work_ethic,consistency,anchor,ball_skills,blitzing,block_shedding,break_tackle,carrying,catch_in_traffic,catching,clutch,contact_balance,coverage,decision_making,deep_accuracy,directional,elusiveness,finesse_move,hang_time,kick_accuracy,kick_power,kickoff_power,lead_block,line_calls,man_coverage,medium_accuracy,pass_block,pass_protection,pass_rush,play_action,play_recognition,pocket_presence,power,power_move,press,pressure_handling,punt_accuracy,punt_power,pursuit,receiving,release,route_running,run_block,run_defense,run_support,scrambling,second_level,separation,short_accuracy,snap_accuracy,snap_speed,spectacular_catch,tackling,technique,throw_on_run,throw_power,vision,zone_coverage,data_class
HOU_OT_04,OT,45,62,50,80,78,69,56,65,67,64,72,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,56,,,,,,,,,,53,,,,83,,,,,,,73,,,,,MODELED
HOU_OT_05,OT,39,52,52,73,68,78,63,66,78,75,55,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,70,,,,,,,,,,68,,,,61,,,,,,,57,,,,,MODELED
HOU_OT_06,OT,39,29,36,61,83,67,51,55,51,46,50,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,61,,,,,,,,,,44,,,,54,,,,,,,72,,,,,MODELED
HOU_OG_01,OG,61,50,61,82,84,91,72,78,62,61,70,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,73,,,,,,,,,,70,,,,67,,,,,,,71,,,,,MODELED
HOU_OG_02,OG,45,52,45,85,69,71,60,74,63,72,65,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,66,,,,,,,,,,71,,,,76,,,,,,,78,,,,,MODELED
HOU_OG_03,OG,53,54,61,81,82,80,64,63,64,54,71,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,67,,,,,,,,,,60,,,,59,,,,,,,75,,,,,MODELED
HOU_OG_04,OG,51,52,50,86,84,78,63,75,88,58,75,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,50,,,,,,,,,,75,,,,62,,,,,,,69,,,,,MODELED
HOU_OG_05,OG,49,50,61,81,90,60,60,69,58,83,65,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,73,,,,,,,,,,67,,,,71,,,,,,,60,,,,,MODELED
HOU_OG_06,OG,33,42,41,75,70,83,51,37,58,70,59,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,35,,,,,,,,,,57,,,,50,,,,,,,39,,,,,MODELED
HOU_C_01,C,53,70,57,95,73,74,74,66,95,74,58,,,,,,,,,,,,,,,,,,,,,78,,,71,,,,,,77,,,,,,,,,,80,,,,,,,84,,,,75,,,,,MODELED
HOU_C_02,C,34,65,48,59,79,68,52,58,91,53,53,,,,,,,,,,,,,,,,,,,,,50,,,60,,,,,,49,,,,,,,,,,60,,,,,,,55,,,,56,,,,,MODELED
HOU_C_03,C,49,55,62,88,87,85,72,70,67,58,58,,,,,,,,,,,,,,,,,,,,,72,,,79,,,,,,66,,,,,,,,,,66,,,,,,,76,,,,69,,,,,MODELED
HOU_EDGE_01,EDGE,88,90,87,94,94,79,89,90,57,73,,,,63,,,,,,,80,,,,,77,,,,,,,,,,,94,,,,,76,,,,,79,,,,,79,,,,,,,,,,,,,,,MODELED
HOU_EDGE_02,EDGE,75,74,72,73,84,99,60,78,77,68,,,,66,,,,,,,76,,,,,79,,,,,,,,,,,64,,,,,77,,,,,66,,,,,65,,,,,,,,,,,,,,,MODELED
HOU_EDGE_03,EDGE,58,63,52,66,72,57,67,56,55,55,,,,57,,,,,,,66,,,,,51,,,,,,,,,,,77,,,,,60,,,,,64,,,,,58,,,,,,,,,,,,,,,MODELED
HOU_EDGE_04,EDGE,72,78,78,74,70,65,62,67,88,76,,,,76,,,,,,,85,,,,,88,,,,,,,,,,,72,,,,,67,,,,,84,,,,,65,,,,,,,,,,,,,,,MODELED
HOU_EDGE_05,EDGE,70,71,71,71,78,54,69,53,76,62,,,,79,,,,,,,57,,,,,62,,,,,,,,,,,72,,,,,76,,,,,69,,,,,66,,,,,,,,,,,,,,,MODELED
HOU_EDGE_06,EDGE,76,82,79,77,80,52,61,70,65,59,,,,72,,,,,,,67,,,,,59,,,,,,,,,,,82,,,,,67,,,,,75,,,,,64,,,,,,,,,,,,,,,MODELED
HOU_EDGE_07,EDGE,59,71,70,80,85,68,62,63,79,58,,,,58,,,,,,,64,,,,,59,,,,,,,,,,,67,,,,,51,,,,,71,,,,,57,,,,,,,,,,,,,,,MODELED
HOU_EDGE_08,EDGE,57,59,72,72,71,53,61,66,68,67,,,,66,,,,,,,76,,,,,61,,,,,,,,,,,64,,,,,76,,,,,71,,,,,60,,,,,,,,,,,,,,,MODELED
HOU_EDGE_09,EDGE,58,66,61,65,70,62,61,54,76,53,,,,48,,,,,,,65,,,,,63,,,,,,,,,,,61,,,,,55,,,,,57,,,,,56,,,,,,,,,,,,,,,MODELED
HOU_DT_01,DT,56,67,68,87,73,78,75,76,84,73,,,,74,,,,,,,,,,,,78,,,,,,,,,,,80,,,,,78,,,,,70,,,,,80,,,,,,,,,,,,,,,MODELED
HOU_DT_02,DT,52,59,66,85,82,70,64,65,57,80,,,,80,,,,,,,,,,,,63,,,,,,,,,,,68,,,,,67,,,,,72,,,,,58,,,,,,,,,,,,,,,MODELED
HOU_DT_03,DT,60,58,64,83,67,61,63,58,72,69,,,,57,,,,,,,,,,,,69,,,,,,,,,,,67,,,,,72,,,,,66,,,,,67,,,,,,,,,,,,,,,MODELED
HOU_DT_04,DT,53,51,60,76,84,51,76,59,64,76,,,,71,,,,,,,,,,,,72,,,,,,,,,,,75,,,,,61,,,,,60,,,,,61,,,,,,,,,,,,,,,MODELED
HOU_DT_05,DT,58,54,59,90,76,51,68,62,83,58,,,,62,,,,,,,,,,,,73,,,,,,,,,,,73,,,,,78,,,,,73,,,,,71,,,,,,,,,,,,,,,MODELED
HOU_DT_06,DT,46,56,49,73,87,53,71,57,70,60,,,,66,,,,,,,,,,,,62,,,,,,,,,,,72,,,,,63,,,,,56,,,,,63,,,,,,,,,,,,,,,MODELED
HOU_DT_07,DT,52,53,41,83,80,69,61,55,80,60,,,,65,,,,,,,,,,,,51,,,,,,,,,,,64,,,,,59,,,,,56,,,,,57,,,,,,,,,,,,,,,MODELED
HOU_DT_08,DT,41,37,49,68,75,47,49,58,68,54,,,,47,,,,,,,,,,,,42,,,,,,,,,,,53,,,,,57,,,,,66,,,,,51,,,,,,,,,,,,,,,MODELED
HOU_LB_01,LB,77,72,69,64,79,83,74,72,63,66,,,66,71,,,,,,,,,,,,,,,,,,,79,,,,,,67,,,,,,,,66,,,,,,,,,,,,,,79,,,,,72,MODELED
HOU_LB_02,LB,66,75,82,71,80,65,68,63,52,73,,,45,79,,,,,,,,,,,,,,,,,,,75,,,,,,64,,,,,,,,65,,,,,,,,,,,,,,77,,,,,69,MODELED
HOU_LB_03,LB,77,73,85,91,95,67,67,63,58,59,,,59,87,,,,,,,,,,,,,,,,,,,66,,,,,,78,,,,,,,,77,,,,,,,,,,,,,,72,,,,,69,MODELED
HOU_LB_04,LB,73,63,65,78,70,95,64,56,74,71,,,62,69,,,,,,,,,,,,,,,,,,,70,,,,,,50,,,,,,,,63,,,,,,,,,,,,,,67,,,,,74,MODELED
HOU_LB_05,LB,71,72,70,80,67,53,83,89,62,75,,,73,80,,,,,,,,,,,,,,,,,,,84,,,,,,72,,,,,,,,67,,,,,,,,,,,,,,79,,,,,69,MODELED
HOU_LB_06,LB,67,70,58,57,70,61,54,53,99,60,,,49,42,,,,,,,,,,,,,,,,,,,62,,,,,,57,,,,,,,,56,,,,,,,,,,,,,,65,,,,,55,MODELED
HOU_LB_07,LB,59,75,56,74,78,87,62,53,38,61,,,49,57,,,,,,,,,,,,,,,,,,,63,,,,,,63,,,,,,,,60,,,,,,,,,,,,,,63,,,,,77,MODELED
HOU_LB_08,LB,65,57,70,67,79,76,57,58,81,56,,,46,55,,,,,,,,,,,,,,,,,,,60,,,,,,58,,,,,,,,55,,,,,,,,,,,,,,57,,,,,54,MODELED
HOU_CB_01,CB,78,84,81,63,73,64,78,83,42,71,,70,,,,,,,,,,,,,,,,,,,,,70,,,,,,83,,,,68,,,,,,,,,,,,,,,,,,64,,,,,70,MODELED
HOU_CB_02,CB,82,79,94,71,85,99,86,86,88,66,,79,,,,,,,,,,,,,,,,,,,,,74,,,,,,75,,,,68,,,,,,,,,,,,,,,,,,76,,,,,65,MODELED
HOU_CB_03,CB,95,99,83,72,84,67,80,93,69,57,,91,,,,,,,,,,,,,,,,,,,,,87,,,,,,84,,,,81,,,,,,,,,,,,,,,,,,91,,,,,86,MODELED
HOU_CB_04,CB,78,82,80,61,83,25,70,73,74,67,,62,,,,,,,,,,,,,,,,,,,,,70,,,,,,67,,,,87,,,,,,,,,,,,,,,,,,66,,,,,71,MODELED
HOU_CB_05,CB,86,81,79,73,93,66,81,75,82,61,,79,,,,,,,,,,,,,,,,,,,,,62,,,,,,70,,,,79,,,,,,,,,,,,,,,,,,65,,,,,71,MODELED
HOU_CB_06,CB,75,81,75,64,68,77,62,53,76,73,,74,,,,,,,,,,,,,,,,,,,,,79,,,,,,66,,,,59,,,,,,,,,,,,,,,,,,79,,,,,72,MODELED
HOU_CB_07,CB,83,75,74,65,82,64,73,64,57,59,,71,,,,,,,,,,,,,,,,,,,,,70,,,,,,59,,,,63,,,,,,,,,,,,,,,,,,59,,,,,60,MODELED
HOU_CB_08,CB,77,76,78,63,94,76,62,62,37,68,,51,,,,,,,,,,,,,,,,,,,,,67,,,,,,52,,,,66,,,,,,,,,,,,,,,,,,65,,,,,58,MODELED
HOU_CB_09,CB,76,71,65,45,74,75,62,56,68,63,,56,,,,,,,,,,,,,,,,,,,,,71,,,,,,75,,,,62,,,,,,,,,,,,,,,,,,62,,,,,67,MODELED
HOU_CB_10,CB,66,60,56,58,76,94,58,49,42,66,,47,,,,,,,,,,,,,,,,,,,,,56,,,,,,60,,,,47,,,,,,,,,,,,,,,,,,63,,,,,52,MODELED
HOU_CB_11,CB,72,66,60,55,80,56,60,51,58,44,,54,,,,,,,,,,,,,,,,,,,,,41,,,,,,66,,,,58,,,,,,,,,,,,,,,,,,60,,,,,56,MODELED
HOU_S_01,S,78,87,74,78,78,50,79,70,74,68,,88,,,,,,,,,,,,,,,,,,,,,76,,,,,,70,,,,81,,,,,,,,,,66,,,,,,,,88,,,,,74,MODELED
HOU_S_02,S,69,78,74,71,86,66,70,80,70,75,,60,,,,,,,,,,,,,,,,,,,,,84,,,,,,63,,,,75,,,,,,,,,,81,,,,,,,,84,,,,,82,MODELED
HOU_S_03,S,73,76,87,76,90,65,67,68,73,69,,66,,,,,,,,,,,,,,,,,,,,,75,,,,,,61,,,,76,,,,,,,,,,70,,,,,,,,65,,,,,68,MODELED
HOU_S_04,S,79,76,72,67,74,51,63,77,93,74,,65,,,,,,,,,,,,,,,,,,,,,67,,,,,,68,,,,71,,,,,,,,,,60,,,,,,,,61,,,,,77,MODELED
HOU_S_05,S,66,67,77,65,84,56,65,68,63,66,,58,,,,,,,,,,,,,,,,,,,,,71,,,,,,64,,,,77,,,,,,,,,,64,,,,,,,,60,,,,,68,MODELED
HOU_S_06,S,63,71,69,54,68,64,64,65,59,48,,60,,,,,,,,,,,,,,,,,,,,,60,,,,,,63,,,,45,,,,,,,,,,54,,,,,,,,58,,,,,59,MODELED
HOU_S_07,S,55,58,62,49,72,57,61,45,78,40,,48,,,,,,,,,,,,,,,,,,,,,64,,,,,,49,,,,56,,,,,,,,,,52,,,,,,,,51,,,,,37,MODELED
HOU_K_01,K,52,48,50,66,84,63,68,65,72,71,,,,,,,,,66,,,,,,,,,67,63,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MODELED
HOU_K_02,K,41,41,42,47,84,69,53,58,37,60,,,,,,,,,62,,,,,,,,,54,54,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MODELED
HOU_P_01,P,54,43,55,66,78,68,72,72,86,64,,,,,,,,,,,,,,65,,,74,,,,,,,,,,,,,,,,,,68,79,,,,,,,,,,,,,,,,,,,,,MODELED
HOU_P_02,P,46,52,44,40,82,71,50,56,65,79,,,,,,,,,,,,,,62,,,71,,,,,,,,,,,,,,,,,,67,59,,,,,,,,,,,,,,,,,,,,,MODELED
HOU_LS_01,LS,53,56,51,77,73,54,78,72,65,58,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,72,,,,,,,,MODELED
IND_QB_01,QB,78,92,86,79,99,74,85,99,81,93,,,,,,,,,,,,95,94,,,,,,,,,,,92,,,,91,,99,,,,91,,,,,,,,,,95,,,99,,,,,,94,90,,,MODELED
IND_QB_02,QB,67,64,67,62,65,58,70,63,60,70,,,,,,,,,,,,64,70,,,,,,,,,,,72,,,,56,,61,,,,61,,,,,,,,,,82,,,61,,,,,,68,63,,,MODELED
IND_QB_03,QB,65,68,66,63,80,74,71,81,78,57,,,,,,,,,,,,57,75,,,,,,,,,,,67,,,,79,,56,,,,66,,,,,,,,,,64,,,71,,,,,,68,73,,,MODELED
IND_QB_04,QB,56,49,57,65,79,80,57,62,71,62,,,,,,,,,,,,60,50,,,,,,,,,,,57,,,,63,,68,,,,64,,,,,,,,,,58,,,59,,,,,,45,72,,,MODELED
IND_RB_01,RB,73,84,92,65,82,60,71,62,73,55,,,,,76,83,,,,70,,,,,69,,,,,,,,,,,74,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,78,,MODELED
IND_RB_02,RB,55,66,78,67,95,79,69,68,86,74,,,,,78,77,,,,77,,,,,67,,,,,,,,,,,68,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,64,,MODELED
IND_RB_03,RB,79,76,78,56,75,88,59,71,99,54,,,,,54,66,,,,60,,,,,81,,,,,,,,,,,63,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,76,,MODELED
IND_RB_04,RB,63,71,64,52,75,93,50,58,69,66,,,,,61,63,,,,60,,,,,67,,,,,,,,,,,60,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,54,,MODELED
IND_RB_05,RB,61,66,67,59,66,87,60,55,50,62,,,,,58,60,,,,54,,,,,67,,,,,,,,,,,49,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,57,,MODELED
IND_FB_01,FB,70,76,66,93,83,63,84,70,83,79,,,,,,66,,,,92,,,,,,,,,,,83,,,,,85,,,,,,,,,,,,91,,,93,,,,,,,,,,,,,,,,MODELED
IND_WR_01,WR,97,97,87,73,80,69,82,71,67,87,,,,,,,74,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,72,76,,,,,85,,,,80,,,,,,,MODELED
IND_WR_02,WR,97,90,81,61,85,81,85,74,54,72,,,,,,,74,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,88,81,,,,,76,,,,90,,,,,,,MODELED
IND_WR_03,WR,97,99,97,76,92,59,81,88,77,70,,,,,,,94,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,89,84,,,,,82,,,,84,,,,,,,MODELED
IND_WR_04,WR,79,76,72,70,84,75,76,69,68,57,,,,,,,82,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,73,79,,,,,60,,,,68,,,,,,,MODELED
IND_WR_05,WR,80,72,72,60,88,64,74,73,65,75,,,,,,,65,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,61,68,,,,,75,,,,68,,,,,,,MODELED
IND_WR_06,WR,72,76,72,67,81,86,58,78,56,66,,,,,,,66,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,75,65,,,,,56,,,,65,,,,,,,MODELED
IND_WR_07,WR,69,76,77,60,83,55,64,61,63,65,,,,,,,69,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,75,60,,,,,67,,,,67,,,,,,,MODELED
IND_WR_08,WR,59,65,67,56,68,82,57,70,55,47,,,,,,,59,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,70,60,,,,,75,,,,61,,,,,,,MODELED
IND_WR_09,WR,59,72,62,41,78,66,52,58,68,68,,,,,,,61,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,57,76,,,,,46,,,,61,,,,,,,MODELED
IND_WR_10,WR,71,71,63,53,73,70,50,71,72,58,,,,,,,54,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,62,54,,,,,47,,,,56,,,,,,,MODELED
IND_WR_11,WR,47,53,57,45,61,70,38,53,67,58,,,,,,,48,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,44,46,,,,,48,,,,53,,,,,,,MODELED
IND_TE_01,TE,70,79,80,76,95,90,77,83,78,69,,,,,,,70,83,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,75,79,83,,,,,79,,,,87,,,,,,,MODELED
IND_TE_02,TE,67,67,74,71,86,63,74,66,77,55,,,,,,,57,70,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,64,68,70,,,,,69,,,,93,,,,,,,MODELED
IND_TE_03,TE,72,64,72,65,80,58,70,73,59,65,,,,,,,74,62,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,82,70,87,,,,,75,,,,61,,,,,,,MODELED
IND_TE_04,TE,55,61,63,75,91,91,59,60,75,54,,,,,,,72,54,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,65,80,68,,,,,75,,,,69,,,,,,,MODELED
IND_TE_05,TE,56,45,49,69,85,56,42,39,57,52,,,,,,,59,67,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,56,58,55,,,,,57,,,,54,,,,,,,MODELED
IND_TE_06,TE,50,61,45,64,73,87,53,53,66,55,,,,,,,45,39,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,48,49,54,,,,,61,,,,63,,,,,,,MODELED
IND_OT_01,OT,58,46,56,89,76,72,71,81,60,80,74,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,64,,,,,,,,,,65,,,,80,,,,,,,73,,,,,MODELED
IND_OT_02,OT,52,53,67,93,90,52,67,71,79,64,73,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,64,,,,,,,,,,66,,,,70,,,,,,,70,,,,,MODELED
IND_OT_03,OT,50,51,55,75,75,65,72,66,95,72,69,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,71,,,,,,,,,,62,,,,77,,,,,,,72,,,,,MODELED
IND_OT_04,OT,48,44,56,82,81,74,65,64,70,72,62,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,61,,,,,,,,,,58,,,,70,,,,,,,64,,,,,MODELED
IND_OT_05,OT,49,46,53,72,75,63,64,64,69,67,56,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,56,,,,,,,,,,60,,,,59,,,,,,,56,,,,,MODELED
IND_OT_06,OT,34,52,42,77,88,74,52,52,76,52,61,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,47,,,,,,,,,,65,,,,59,,,,,,,49,,,,,MODELED
IND_OG_01,OG,68,61,68,95,88,81,88,83,57,67,96,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,78,,,,,,,,,,80,,,,90,,,,,,,85,,,,,MODELED
IND_OG_02,OG,57,57,63,90,83,69,73,77,51,47,62,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,66,,,,,,,,,,67,,,,62,,,,,,,79,,,,,MODELED
IND_OG_03,OG,51,46,59,77,73,85,63,70,77,72,62,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,72,,,,,,,,,,67,,,,60,,,,,,,73,,,,,MODELED
IND_OG_04,OG,42,49,52,82,87,77,55,63,79,71,60,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,60,,,,,,,,,,79,,,,74,,,,,,,57,,,,,MODELED
IND_OG_05,OG,48,50,40,77,74,60,72,55,67,57,71,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,67,,,,,,,,,,69,,,,61,,,,,,,67,,,,,MODELED
IND_OG_06,OG,28,29,43,79,79,72,43,56,79,56,46,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,58,,,,,,,,,,48,,,,53,,,,,,,59,,,,,MODELED
IND_C_01,C,66,73,74,99,84,76,92,95,78,90,92,,,,,,,,,,,,,,,,,,,,,99,,,93,,,,,,99,,,,,,,,,,93,,,,,,,95,,,,89,,,,,MODELED
IND_C_02,C,48,49,36,78,69,63,61,71,93,54,61,,,,,,,,,,,,,,,,,,,,,65,,,68,,,,,,60,,,,,,,,,,64,,,,,,,48,,,,73,,,,,MODELED
IND_C_03,C,35,41,48,65,69,76,54,42,91,61,53,,,,,,,,,,,,,,,,,,,,,70,,,61,,,,,,58,,,,,,,,,,43,,,,,,,50,,,,63,,,,,MODELED
IND_EDGE_01,EDGE,96,96,87,95,75,73,78,81,84,73,,,,93,,,,,,,94,,,,,95,,,,,,,,,,,76,,,,,92,,,,,87,,,,,94,,,,,,,,,,,,,,,MODELED
IND_EDGE_02,EDGE,86,91,94,92,83,76,89,91,68,72,,,,93,,,,,,,92,,,,,86,,,,,,,,,,,88,,,,,81,,,,,91,,,,,89,,,,,,,,,,,,,,,MODELED
IND_EDGE_03,EDGE,67,79,93,87,77,66,85,83,86,73,,,,83,,,,,,,80,,,,,64,,,,,,,,,,,70,,,,,61,,,,,79,,,,,75,,,,,,,,,,,,,,,MODELED
IND_EDGE_04,EDGE,81,76,71,85,88,51,70,67,63,66,,,,70,,,,,,,71,,,,,82,,,,,,,,,,,67,,,,,79,,,,,75,,,,,83,,,,,,,,,,,,,,,MODELED
IND_EDGE_05,EDGE,78,80,77,74,71,62,69,64,74,61,,,,72,,,,,,,71,,,,,62,,,,,,,,,,,83,,,,,73,,,,,54,,,,,80,,,,,,,,,,,,,,,MODELED
IND_EDGE_06,EDGE,63,55,64,80,78,54,56,57,92,76,,,,59,,,,,,,61,,,,,58,,,,,,,,,,,61,,,,,68,,,,,69,,,,,52,,,,,,,,,,,,,,,MODELED
IND_EDGE_07,EDGE,53,59,56,62,76,72,56,57,86,70,,,,48,,,,,,,56,,,,,65,,,,,,,,,,,53,,,,,57,,,,,58,,,,,49,,,,,,,,,,,,,,,MODELED
IND_EDGE_08,EDGE,68,62,69,61,71,78,44,58,87,63,,,,67,,,,,,,56,,,,,62,,,,,,,,,,,66,,,,,43,,,,,62,,,,,66,,,,,,,,,,,,,,,MODELED
IND_EDGE_09,EDGE,63,56,71,69,74,81,64,51,80,49,,,,63,,,,,,,61,,,,,65,,,,,,,,,,,57,,,,,62,,,,,62,,,,,57,,,,,,,,,,,,,,,MODELED
IND_DT_01,DT,74,66,70,97,80,51,87,69,68,61,,,,78,,,,,,,,,,,,77,,,,,,,,,,,89,,,,,85,,,,,86,,,,,79,,,,,,,,,,,,,,,MODELED
IND_DT_02,DT,44,70,71,86,86,64,74,79,62,93,,,,78,,,,,,,,,,,,71,,,,,,,,,,,87,,,,,89,,,,,77,,,,,74,,,,,,,,,,,,,,,MODELED
IND_DT_03,DT,68,62,65,94,78,69,68,72,47,71,,,,73,,,,,,,,,,,,65,,,,,,,,,,,60,,,,,77,,,,,60,,,,,77,,,,,,,,,,,,,,,MODELED
IND_DT_04,DT,63,62,56,87,88,77,64,72,72,75,,,,77,,,,,,,,,,,,76,,,,,,,,,,,68,,,,,68,,,,,71,,,,,73,,,,,,,,,,,,,,,MODELED
IND_DT_05,DT,54,63,62,70,69,63,75,69,71,60,,,,72,,,,,,,,,,,,75,,,,,,,,,,,68,,,,,74,,,,,75,,,,,82,,,,,,,,,,,,,,,MODELED
IND_DT_06,DT,57,51,42,74,80,61,64,81,57,62,,,,48,,,,,,,,,,,,69,,,,,,,,,,,59,,,,,63,,,,,63,,,,,67,,,,,,,,,,,,,,,MODELED
IND_DT_07,DT,49,54,51,70,69,77,58,63,76,47,,,,71,,,,,,,,,,,,68,,,,,,,,,,,43,,,,,49,,,,,50,,,,,46,,,,,,,,,,,,,,,MODELED
IND_DT_08,DT,42,49,56,70,78,80,50,61,75,67,,,,65,,,,,,,,,,,,48,,,,,,,,,,,48,,,,,60,,,,,52,,,,,62,,,,,,,,,,,,,,,MODELED
IND_LB_01,LB,80,77,66,80,74,65,57,70,63,57,,,77,78,,,,,,,,,,,,,,,,,,,77,,,,,,80,,,,,,,,63,,,,,,,,,,,,,,69,,,,,75,MODELED
IND_LB_02,LB,77,72,80,84,79,64,72,68,61,62,,,71,67,,,,,,,,,,,,,,,,,,,76,,,,,,75,,,,,,,,68,,,,,,,,,,,,,,69,,,,,52,MODELED
IND_LB_03,LB,69,59,82,78,77,53,65,68,76,70,,,76,58,,,,,,,,,,,,,,,,,,,73,,,,,,81,,,,,,,,68,,,,,,,,,,,,,,58,,,,,75,MODELED
IND_LB_04,LB,55,68,69,61,71,90,52,56,63,67,,,60,62,,,,,,,,,,,,,,,,,,,54,,,,,,51,,,,,,,,67,,,,,,,,,,,,,,76,,,,,69,MODELED
IND_LB_05,LB,70,80,68,82,85,88,67,68,71,60,,,58,59,,,,,,,,,,,,,,,,,,,71,,,,,,59,,,,,,,,84,,,,,,,,,,,,,,63,,,,,70,MODELED
IND_LB_06,LB,68,62,66,74,69,94,67,69,52,65,,,65,63,,,,,,,,,,,,,,,,,,,59,,,,,,62,,,,,,,,74,,,,,,,,,,,,,,70,,,,,65,MODELED
IND_LB_07,LB,56,72,74,50,79,75,54,57,77,62,,,61,51,,,,,,,,,,,,,,,,,,,53,,,,,,48,,,,,,,,40,,,,,,,,,,,,,,52,,,,,56,MODELED
IND_LB_08,LB,52,56,55,57,73,79,63,58,63,63,,,58,64,,,,,,,,,,,,,,,,,,,50,,,,,,61,,,,,,,,55,,,,,,,,,,,,,,56,,,,,57,MODELED
IND_CB_01,CB,90,97,98,75,89,90,92,88,59,73,,98,,,,,,,,,,,,,,,,,,,,,84,,,,,,83,,,,86,,,,,,,,,,,,,,,,,,99,,,,,91,MODELED
IND_CB_02,CB,95,89,77,77,85,67,73,71,61,79,,74,,,,,,,,,,,,,,,,,,,,,73,,,,,,81,,,,69,,,,,,,,,,,,,,,,,,69,,,,,68,MODELED
IND_CB_03,CB,90,85,85,63,74,72,63,77,46,82,,79,,,,,,,,,,,,,,,,,,,,,75,,,,,,92,,,,84,,,,,,,,,,,,,,,,,,71,,,,,68,MODELED
IND_CB_04,CB,76,74,74,48,85,49,61,61,53,63,,61,,,,,,,,,,,,,,,,,,,,,64,,,,,,74,,,,74,,,,,,,,,,,,,,,,,,69,,,,,69,MODELED
IND_CB_05,CB,85,83,87,58,72,93,70,68,64,67,,67,,,,,,,,,,,,,,,,,,,,,75,,,,,,65,,,,63,,,,,,,,,,,,,,,,,,61,,,,,74,MODELED
IND_CB_06,CB,79,83,84,67,77,53,80,72,67,75,,70,,,,,,,,,,,,,,,,,,,,,87,,,,,,71,,,,83,,,,,,,,,,,,,,,,,,78,,,,,76,MODELED
IND_CB_07,CB,66,74,79,55,72,50,61,73,75,59,,67,,,,,,,,,,,,,,,,,,,,,46,,,,,,65,,,,63,,,,,,,,,,,,,,,,,,58,,,,,68,MODELED
IND_CB_08,CB,57,76,67,54,75,65,61,63,82,61,,67,,,,,,,,,,,,,,,,,,,,,64,,,,,,68,,,,68,,,,,,,,,,,,,,,,,,50,,,,,65,MODELED
IND_CB_09,CB,75,82,68,62,69,99,69,48,64,57,,72,,,,,,,,,,,,,,,,,,,,,57,,,,,,62,,,,69,,,,,,,,,,,,,,,,,,72,,,,,58,MODELED
IND_CB_10,CB,73,73,68,54,70,65,52,55,86,61,,53,,,,,,,,,,,,,,,,,,,,,55,,,,,,49,,,,64,,,,,,,,,,,,,,,,,,59,,,,,59,MODELED
