game_id,season,week,game_date,kickoff_local,home_team_id,away_team_id,venue,venue_city,roof,surface,divisional_game,conference_game,primetime,status,home_score,away_score,data_class
G2026W13189,2026,13,2026-12-06,16:05,BAL,GB,Harborworks Field,Baltimore,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W13190,2026,13,2026-12-06,20:20,HOU,NO,Gulf Coast Dome,Houston,retractable,artificial,0,0,1,SCHEDULED,,,GENERATED
G2026W13191,2026,13,2026-12-06,13:00,TEN,CAR,Cumberland Yard,Nashville,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W13192,2026,13,2026-12-06,16:05,SF,LAC,Bayview Park,Santa Clara,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W13193,2026,13,2026-12-06,13:00,CIN,JAX,Queen City Field,Cincinnati,open,artificial,0,1,0,SCHEDULED,,,GENERATED
G2026W13194,2026,13,2026-12-06,16:05,SEA,WAS,Puget Sound Field,Seattle,open,artificial,0,1,0,SCHEDULED,,,GENERATED
G2026W14195,2026,14,2026-12-13,16:05,JAX,IND,Atlantic Bank Field,Jacksonville,open,grass,1,1,0,SCHEDULED,,,GENERATED
G2026W14196,2026,14,2026-12-13,13:00,LV,DEN,Silver Vault,Paradise,dome,grass,1,1,0,SCHEDULED,,,GENERATED
G2026W14197,2026,14,2026-12-13,16:05,LAC,KC,Pacific Crossing,Inglewood,retractable,artificial,1,1,0,SCHEDULED,,,GENERATED
G2026W14198,2026,14,2026-12-13,16:05,BUF,BAL,Lakeshore Field,Orchard Park,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W14199,2026,14,2026-12-13,16:05,NE,CLE,Commonwealth Field,Foxborough,open,artificial,0,1,0,SCHEDULED,,,GENERATED
G2026W14200,2026,14,2026-12-13,16:05,GB,PHI,Northwoods Field,Green Bay,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W14201,2026,14,2026-12-13,16:05,MIN,WAS,Aurora Bank Dome,Minneapolis,dome,artificial,0,1,0,SCHEDULED,,,GENERATED
G2026W14202,2026,14,2026-12-13,16:05,SEA,ATL,Puget Sound Field,Seattle,open,artificial,0,1,0,SCHEDULED,,,GENERATED
G2026W14203,2026,14,2026-12-10,20:15,NO,ARI,Crescent Dome,New Orleans,dome,artificial,0,1,1,SCHEDULED,,,GENERATED
G2026W14204,2026,14,2026-12-13,16:05,MIA,NYG,Palmetto Bay Stadium,Miami Gardens,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W14205,2026,14,2026-12-13,16:05,DAL,NYJ,Lone Star Palace,Arlington,retractable,artificial,0,0,0,SCHEDULED,,,GENERATED
G2026W14206,2026,14,2026-12-13,16:05,CHI,CIN,Lakeside Grounds,Chicago,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W14207,2026,14,2026-12-13,16:05,TEN,TB,Cumberland Yard,Nashville,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W14208,2026,14,2026-12-13,16:05,SF,DET,Bayview Park,Santa Clara,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W15209,2026,15,2026-12-20,20:20,NE,BUF,Commonwealth Field,Foxborough,open,artificial,1,1,1,SCHEDULED,,,GENERATED
G2026W15210,2026,15,2026-12-20,16:05,CIN,BAL,Queen City Field,Cincinnati,open,artificial,1,1,0,SCHEDULED,,,GENERATED
G2026W15211,2026,15,2026-12-20,16:05,JAX,HOU,Atlantic Bank Field,Jacksonville,open,grass,1,1,0,SCHEDULED,,,GENERATED
G2026W15212,2026,15,2026-12-21,20:20,IND,TEN,Circle City Dome,Indianapolis,retractable,artificial,1,1,1,SCHEDULED,,,GENERATED
G2026W15213,2026,15,2026-12-20,20:20,DEN,LAC,Mile High Park,Denver,open,grass,1,1,1,SCHEDULED,,,GENERATED
G2026W15214,2026,15,2026-12-20,16:05,ATL,NO,Peachtree Dome,Atlanta,retractable,artificial,1,1,0,SCHEDULED,,,GENERATED
G2026W15215,2026,15,2026-12-20,13:00,ARI,SF,Desert Vista Stadium,Glendale,retractable,grass,1,1,0,SCHEDULED,,,GENERATED
G2026W15216,2026,15,2026-12-20,16:05,DAL,CHI,Lone Star Palace,Arlington,retractable,artificial,0,1,0,SCHEDULED,,,GENERATED
G2026W15217,2026,15,2026-12-20,16:05,GB,NYG,Northwoods Field,Green Bay,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W15218,2026,15,2026-12-20,20:20,TB,SEA,Bayshore Stadium,Tampa,open,grass,0,1,1,SCHEDULED,,,GENERATED
G2026W15219,2026,15,2026-12-20,16:05,WAS,MIA,Potomac Yard,Landover,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W15220,2026,15,2026-12-20,16:05,MIN,CLE,Aurora Bank Dome,Minneapolis,dome,artificial,0,0,0,SCHEDULED,,,GENERATED
G2026W15221,2026,15,2026-12-20,20:20,LAR,LV,Pacific Crossing,Inglewood,retractable,artificial,0,0,1,SCHEDULED,,,GENERATED
G2026W15222,2026,15,2026-12-20,20:20,KC,PIT,Stockyards Stadium,Kansas City,open,grass,0,1,1,SCHEDULED,,,GENERATED
G2026W15223,2026,15,2026-12-21,20:20,CAR,PHI,Piedmont Field,Charlotte,open,grass,0,1,1,SCHEDULED,,,GENERATED
G2026W15224,2026,15,2026-12-20,13:00,NYJ,DET,Meadowlark Stadium,East Rutherford,open,artificial,0,0,0,SCHEDULED,,,GENERATED
G2026W16225,2026,16,2026-12-27,20:20,NE,NYJ,Commonwealth Field,Foxborough,open,artificial,1,1,1,SCHEDULED,,,GENERATED
G2026W16226,2026,16,2026-12-27,16:05,DAL,NYG,Lone Star Palace,Arlington,retractable,artificial,1,1,0,SCHEDULED,,,GENERATED
G2026W16227,2026,16,2026-12-27,16:05,NO,TB,Crescent Dome,New Orleans,dome,artificial,1,1,0,SCHEDULED,,,GENERATED
G2026W16228,2026,16,2026-12-27,16:05,ARI,LAR,Desert Vista Stadium,Glendale,retractable,grass,1,1,0,SCHEDULED,,,GENERATED
G2026W16229,2026,16,2026-12-27,16:05,CIN,BUF,Queen City Field,Cincinnati,open,artificial,0,1,0,SCHEDULED,,,GENERATED
G2026W16230,2026,16,2026-12-27,13:00,JAX,LV,Atlantic Bank Field,Jacksonville,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W16231,2026,16,2026-12-27,13:00,TEN,KC,Cumberland Yard,Nashville,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W16232,2026,16,2026-12-27,20:20,CHI,PHI,Lakeside Grounds,Chicago,open,grass,0,1,1,SCHEDULED,,,GENERATED
G2026W16233,2026,16,2026-12-27,13:00,SF,CAR,Bayview Park,Santa Clara,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W16234,2026,16,2026-12-27,13:00,PIT,DET,Three Rivers Yard,Pittsburgh,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W16235,2026,16,2026-12-27,20:20,CLE,GB,Lakefront Stadium,Cleveland,open,grass,0,0,1,SCHEDULED,,,GENERATED
G2026W16236,2026,16,2026-12-27,16:05,MIA,HOU,Palmetto Bay Stadium,Miami Gardens,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W16237,2026,16,2026-12-27,13:00,BAL,LAC,Harborworks Field,Baltimore,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W16238,2026,16,2026-12-27,16:05,ATL,MIN,Peachtree Dome,Atlanta,retractable,artificial,0,1,0,SCHEDULED,,,GENERATED
G2026W16239,2026,16,2026-12-27,13:00,IND,SEA,Circle City Dome,Indianapolis,retractable,artificial,0,0,0,SCHEDULED,,,GENERATED
G2026W16240,2026,16,2026-12-27,16:05,DEN,WAS,Mile High Park,Denver,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W17241,2026,17,2027-01-03,16:05,BUF,NYJ,Lakeshore Field,Orchard Park,open,grass,1,1,0,SCHEDULED,,,GENERATED
G2026W17242,2026,17,2027-01-03,16:05,HOU,TEN,Gulf Coast Dome,Houston,retractable,artificial,1,1,0,SCHEDULED,,,GENERATED
G2026W17243,2026,17,2027-01-03,16:05,LAC,KC,Pacific Crossing,Inglewood,retractable,artificial,1,1,0,SCHEDULED,,,GENERATED
G2026W17244,2026,17,2027-01-03,16:05,PHI,DAL,Independence Field,Philadelphia,open,grass,1,1,0,SCHEDULED,,,GENERATED
G2026W17245,2026,17,2027-01-03,20:20,LAR,SF,Pacific Crossing,Inglewood,retractable,artificial,1,1,1,SCHEDULED,,,GENERATED
G2026W17246,2026,17,2027-01-03,16:05,MIA,PIT,Palmetto Bay Stadium,Miami Gardens,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W17247,2026,17,2027-01-03,13:00,WAS,GB,Potomac Yard,Landover,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W17248,2026,17,2027-01-03,13:00,ATL,ARI,Peachtree Dome,Atlanta,retractable,artificial,0,1,0,SCHEDULED,,,GENERATED
G2026W17249,2026,17,2027-01-03,16:05,BAL,CHI,Harborworks Field,Baltimore,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W17250,2026,17,2027-01-03,16:05,CIN,MIN,Queen City Field,Cincinnati,open,artificial,0,0,0,SCHEDULED,,,GENERATED
G2026W17251,2026,17,2027-01-03,20:20,JAX,NO,Atlantic Bank Field,Jacksonville,open,grass,0,0,1,SCHEDULED,,,GENERATED
G2026W17252,2026,17,2027-01-03,16:05,SEA,DEN,Puget Sound Field,Seattle,open,artificial,0,0,0,SCHEDULED,,,GENERATED
G2026W17253,2026,17,2027-01-03,16:05,NE,LV,Commonwealth Field,Foxborough,open,artificial,0,1,0,SCHEDULED,,,GENERATED
G2026W17254,2026,17,2027-01-04,20:20,IND,CLE,Circle City Dome,Indianapolis,retractable,artificial,0,1,1,SCHEDULED,,,GENERATED
G2026W17255,2026,17,2027-01-04,20:20,NYG,TB,Meadowlark Stadium,East Rutherford,open,artificial,0,1,1,SCHEDULED,,,GENERATED
G2026W17256,2026,17,2027-01-03,16:05,CAR,DET,Piedmont Field,Charlotte,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W18257,2026,18,2027-01-10,20:20,CLE,PIT,Lakefront Stadium,Cleveland,open,grass,1,1,1,SCHEDULED,,,GENERATED
G2026W18258,2026,18,2027-01-10,16:05,HOU,IND,Gulf Coast Dome,Houston,retractable,artificial,1,1,0,SCHEDULED,,,GENERATED
G2026W18259,2026,18,2027-01-10,13:00,LV,KC,Silver Vault,Paradise,dome,grass,1,1,0,SCHEDULED,,,GENERATED
G2026W18260,2026,18,2027-01-10,13:00,DAL,WAS,Lone Star Palace,Arlington,retractable,artificial,1,1,0,SCHEDULED,,,GENERATED
G2026W18261,2026,18,2027-01-10,16:05,CAR,ATL,Piedmont Field,Charlotte,open,grass,1,1,0,SCHEDULED,,,GENERATED
G2026W18262,2026,18,2027-01-11,20:20,TB,NO,Bayshore Stadium,Tampa,open,grass,1,1,1,SCHEDULED,,,GENERATED
G2026W18263,2026,18,2027-01-10,16:05,ARI,SEA,Desert Vista Stadium,Glendale,retractable,grass,1,1,0,SCHEDULED,,,GENERATED
G2026W18264,2026,18,2027-01-10,13:00,SF,LAR,Bayview Park,Santa Clara,open,grass,1,1,0,SCHEDULED,,,GENERATED
G2026W18265,2026,18,2027-01-10,16:05,LAC,JAX,Pacific Crossing,Inglewood,retractable,artificial,0,1,0,SCHEDULED,,,GENERATED
G2026W18266,2026,18,2027-01-10,16:05,DEN,TEN,Mile High Park,Denver,open,grass,0,1,0,SCHEDULED,,,GENERATED
G2026W18267,2026,18,2027-01-10,13:00,PHI,NE,Independence Field,Philadelphia,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W18268,2026,18,2027-01-11,20:20,NYJ,NYG,Meadowlark Stadium,East Rutherford,open,artificial,0,0,1,SCHEDULED,,,GENERATED
G2026W18269,2026,18,2027-01-10,13:00,DET,BAL,Assembly Dome,Detroit,dome,artificial,0,0,0,SCHEDULED,,,GENERATED
G2026W18270,2026,18,2027-01-10,16:05,GB,CIN,Northwoods Field,Green Bay,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W18271,2026,18,2027-01-10,16:05,BUF,MIN,Lakeshore Field,Orchard Park,open,grass,0,0,0,SCHEDULED,,,GENERATED
G2026W18272,2026,18,2027-01-10,13:00,CHI,MIA,Lakeside Grounds,Chicago,open,grass,0,0,0,SCHEDULED,,,GENERATED
