player_id,team_id,morale,playing_time_satisfaction,contract_satisfaction,coach_trust,locker_room_influence,trade_request,holdout_risk,data_class
BAL_CB_06,BAL,60,68,70,52,41,0,20,MODELED
BAL_CB_07,BAL,45,64,80,47,26,0,1,MODELED
BAL_CB_08,BAL,25,32,34,84,1,0,9,MODELED
BAL_CB_09,BAL,47,26,67,65,37,0,0,MODELED
BAL_CB_10,BAL,22,58,60,49,32,0,3,MODELED
BAL_CB_11,BAL,30,52,51,56,42,0,0,MODELED
BAL_S_01,BAL,85,75,55,66,36,0,8,MODELED
BAL_S_02,BAL,100,94,47,63,87,0,1,MODELED
BAL_S_03,BAL,45,51,90,71,27,0,13,MODELED
BAL_S_04,BAL,57,52,33,47,48,0,15,MODELED
BAL_S_05,BAL,64,67,91,65,2,0,1,MODELED
BAL_S_06,BAL,54,60,94,62,1,0,5,MODELED
BAL_S_07,BAL,42,46,46,77,20,0,25,MODELED
BAL_K_01,BAL,90,100,69,82,41,0,0,MODELED
BAL_K_02,BAL,49,38,61,67,33,0,4,MODELED
BAL_P_01,BAL,100,70,92,72,80,0,0,MODELED
BAL_P_02,BAL,52,62,58,78,58,0,22,MODELED
BAL_LS_01,BAL,84,85,42,63,49,0,13,MODELED
PIT_QB_01,PIT,85,70,48,37,59,0,3,MODELED
PIT_QB_02,PIT,59,73,83,80,39,0,5,MODELED
PIT_QB_03,PIT,47,59,51,58,65,0,0,MODELED
PIT_QB_04,PIT,52,34,70,78,11,0,0,MODELED
PIT_RB_01,PIT,74,83,41,73,67,0,8,MODELED
PIT_RB_02,PIT,77,56,76,68,20,0,17,MODELED
PIT_RB_03,PIT,40,72,69,68,38,0,8,MODELED
PIT_RB_04,PIT,64,55,81,59,21,0,15,MODELED
PIT_RB_05,PIT,30,54,96,69,40,0,0,MODELED
PIT_FB_01,PIT,84,80,49,69,56,0,3,MODELED
PIT_WR_01,PIT,87,80,27,82,81,0,19,MODELED
PIT_WR_02,PIT,88,91,67,69,83,0,4,MODELED
PIT_WR_03,PIT,100,75,79,78,41,0,0,MODELED
PIT_WR_04,PIT,85,75,56,58,87,0,13,MODELED
PIT_WR_05,PIT,73,73,78,20,1,0,0,MODELED
PIT_WR_06,PIT,72,59,57,100,48,0,0,MODELED
PIT_WR_07,PIT,47,41,54,94,60,0,25,MODELED
PIT_WR_08,PIT,58,39,55,51,35,0,0,MODELED
PIT_WR_09,PIT,51,33,70,79,19,0,15,MODELED
PIT_WR_10,PIT,55,68,62,52,39,0,0,MODELED
PIT_WR_11,PIT,72,69,69,63,18,0,8,MODELED
PIT_TE_01,PIT,85,72,42,60,63,0,3,MODELED
PIT_TE_02,PIT,73,71,29,70,71,0,15,MODELED
PIT_TE_03,PIT,58,63,70,51,46,0,6,MODELED
PIT_TE_04,PIT,41,54,77,81,49,0,11,MODELED
PIT_TE_05,PIT,53,32,71,73,46,0,25,MODELED
PIT_TE_06,PIT,46,40,69,77,36,0,4,MODELED
PIT_OT_01,PIT,92,92,62,42,54,0,4,MODELED
PIT_OT_02,PIT,79,90,43,50,50,0,0,MODELED
PIT_OT_03,PIT,41,67,46,89,51,0,25,MODELED
PIT_OT_04,PIT,72,59,62,69,53,0,6,MODELED
PIT_OT_05,PIT,48,53,79,93,17,0,16,MODELED
PIT_OT_06,PIT,45,42,90,80,21,0,0,MODELED
PIT_OG_01,PIT,75,83,29,66,19,0,0,MODELED
PIT_OG_02,PIT,78,92,44,71,69,0,4,MODELED
PIT_OG_03,PIT,85,73,57,52,41,0,7,MODELED
PIT_OG_04,PIT,77,63,61,77,60,0,10,MODELED
PIT_OG_05,PIT,55,48,75,64,13,0,0,MODELED
PIT_OG_06,PIT,41,35,71,97,33,0,0,MODELED
PIT_C_01,PIT,85,70,65,54,62,0,21,MODELED
PIT_C_02,PIT,65,53,46,56,42,0,6,MODELED
PIT_C_03,PIT,71,51,58,80,54,0,1,MODELED
PIT_EDGE_01,PIT,68,79,61,69,64,0,0,MODELED
PIT_EDGE_02,PIT,100,84,55,54,66,0,0,MODELED
PIT_EDGE_03,PIT,51,64,41,76,39,0,14,MODELED
PIT_EDGE_04,PIT,50,69,57,94,52,0,13,MODELED
PIT_EDGE_05,PIT,59,73,29,53,33,0,12,MODELED
PIT_EDGE_06,PIT,46,27,59,59,62,0,4,MODELED
PIT_EDGE_07,PIT,55,39,39,60,36,0,15,MODELED
PIT_EDGE_08,PIT,48,52,57,52,37,0,0,MODELED
PIT_EDGE_09,PIT,51,47,69,75,25,0,4,MODELED
PIT_DT_01,PIT,74,88,52,68,50,0,17,MODELED
PIT_DT_02,PIT,94,96,66,61,47,0,0,MODELED
PIT_DT_03,PIT,78,54,70,52,34,0,10,MODELED
PIT_DT_04,PIT,72,65,68,64,46,0,3,MODELED
PIT_DT_05,PIT,61,54,42,67,44,0,10,MODELED
PIT_DT_06,PIT,42,66,97,79,46,0,13,MODELED
PIT_DT_07,PIT,19,23,86,60,44,0,6,MODELED
PIT_DT_08,PIT,33,35,47,78,23,0,4,MODELED
PIT_LB_01,PIT,89,84,48,90,92,0,12,MODELED
PIT_LB_02,PIT,84,69,50,73,58,0,16,MODELED
PIT_LB_03,PIT,61,82,63,65,35,0,19,MODELED
PIT_LB_04,PIT,83,55,49,74,48,0,10,MODELED
PIT_LB_05,PIT,66,65,47,60,48,0,4,MODELED
PIT_LB_06,PIT,52,54,92,68,32,0,0,MODELED
PIT_LB_07,PIT,42,53,74,71,1,0,5,MODELED
PIT_LB_08,PIT,51,50,73,76,31,0,37,MODELED
PIT_CB_01,PIT,84,93,67,68,55,0,13,MODELED
PIT_CB_02,PIT,87,95,70,47,59,0,8,MODELED
PIT_CB_03,PIT,89,87,43,53,60,0,0,MODELED
PIT_CB_04,PIT,57,78,53,86,37,0,0,MODELED
PIT_CB_05,PIT,55,62,20,54,68,0,8,MODELED
PIT_CB_06,PIT,71,43,50,71,68,0,11,MODELED
PIT_CB_07,PIT,66,63,54,50,42,0,0,MODELED
PIT_CB_08,PIT,26,44,85,83,42,0,5,MODELED
PIT_CB_09,PIT,43,52,85,72,10,0,5,MODELED
PIT_CB_10,PIT,49,54,58,80,21,0,15,MODELED
PIT_CB_11,PIT,45,60,73,54,32,0,0,MODELED
PIT_S_01,PIT,92,61,37,75,49,0,8,MODELED
PIT_S_02,PIT,77,83,36,33,40,0,12,MODELED
PIT_S_03,PIT,61,43,81,64,47,0,6,MODELED
PIT_S_04,PIT,53,54,41,59,62,0,16,MODELED
PIT_S_05,PIT,66,53,74,67,49,0,5,MODELED
PIT_S_06,PIT,62,38,91,71,11,0,15,MODELED
PIT_S_07,PIT,40,40,89,71,25,0,21,MODELED
PIT_K_01,PIT,78,73,41,65,81,0,12,MODELED
PIT_K_02,PIT,58,76,68,60,17,0,0,MODELED
PIT_P_01,PIT,90,75,60,66,73,0,20,MODELED
PIT_P_02,PIT,48,50,68,69,38,0,25,MODELED
PIT_LS_01,PIT,85,70,37,74,62,0,6,MODELED
CLE_QB_01,CLE,100,59,61,71,65,0,3,MODELED
CLE_QB_02,CLE,76,59,61,74,61,0,0,MODELED
CLE_QB_03,CLE,37,60,80,64,17,0,9,MODELED
CLE_QB_04,CLE,29,37,46,65,15,0,17,MODELED
CLE_RB_01,CLE,57,81,54,59,65,0,17,MODELED
CLE_RB_02,CLE,77,60,63,56,70,0,3,MODELED
CLE_RB_03,CLE,87,60,86,43,73,0,12,MODELED
CLE_RB_04,CLE,47,29,48,65,32,0,27,MODELED
CLE_RB_05,CLE,58,27,58,47,42,0,0,MODELED
CLE_FB_01,CLE,72,77,61,56,76,0,15,MODELED
CLE_WR_01,CLE,74,90,63,75,84,0,11,MODELED
CLE_WR_02,CLE,90,64,51,68,46,0,7,MODELED
CLE_WR_03,CLE,75,100,58,46,67,0,0,MODELED
CLE_WR_04,CLE,57,85,44,70,57,0,3,MODELED
CLE_WR_05,CLE,72,66,87,63,18,0,6,MODELED
CLE_WR_06,CLE,39,57,70,47,51,0,19,MODELED
CLE_WR_07,CLE,41,62,79,61,41,0,11,MODELED
CLE_WR_08,CLE,65,42,61,59,17,0,16,MODELED
CLE_WR_09,CLE,34,34,45,64,21,0,5,MODELED
CLE_WR_10,CLE,28,35,86,66,19,0,7,MODELED
CLE_WR_11,CLE,53,34,61,87,8,0,19,MODELED
CLE_TE_01,CLE,79,86,71,49,45,0,22,MODELED
CLE_TE_02,CLE,54,55,49,45,50,0,18,MODELED
CLE_TE_03,CLE,56,56,69,42,41,0,0,MODELED
CLE_TE_04,CLE,61,40,56,82,50,0,6,MODELED
CLE_TE_05,CLE,49,49,66,53,26,0,27,MODELED
CLE_TE_06,CLE,46,46,51,46,31,0,17,MODELED
CLE_OT_01,CLE,70,75,53,49,86,0,20,MODELED
CLE_OT_02,CLE,79,100,67,91,42,0,26,MODELED
CLE_OT_03,CLE,81,72,73,65,75,0,11,MODELED
CLE_OT_04,CLE,74,67,38,69,33,0,8,MODELED
CLE_OT_05,CLE,24,52,76,70,7,0,0,MODELED
CLE_OT_06,CLE,41,66,55,65,41,0,10,MODELED
CLE_OG_01,CLE,72,73,89,74,46,0,14,MODELED
CLE_OG_02,CLE,82,100,67,81,26,0,12,MODELED
CLE_OG_03,CLE,61,62,36,83,47,0,8,MODELED
CLE_OG_04,CLE,63,67,82,82,37,0,16,MODELED
CLE_OG_05,CLE,53,70,92,57,32,0,10,MODELED
CLE_OG_06,CLE,68,44,57,74,12,0,0,MODELED
CLE_C_01,CLE,70,73,62,74,33,0,13,MODELED
CLE_C_02,CLE,80,81,66,66,63,0,0,MODELED
CLE_C_03,CLE,72,50,31,79,50,0,9,MODELED
CLE_EDGE_01,CLE,84,99,58,84,74,0,0,MODELED
CLE_EDGE_02,CLE,100,77,61,65,59,0,0,MODELED
CLE_EDGE_03,CLE,48,73,90,65,22,0,10,MODELED
CLE_EDGE_04,CLE,76,81,55,54,64,0,4,MODELED
CLE_EDGE_05,CLE,65,77,29,74,32,0,2,MODELED
CLE_EDGE_06,CLE,58,38,80,85,25,0,0,MODELED
CLE_EDGE_07,CLE,48,59,59,80,26,0,23,MODELED
CLE_EDGE_08,CLE,38,34,81,53,49,0,7,MODELED
CLE_EDGE_09,CLE,32,48,76,43,22,0,9,MODELED
CLE_DT_01,CLE,77,84,43,57,63,0,12,MODELED
CLE_DT_02,CLE,76,65,68,65,52,0,5,MODELED
CLE_DT_03,CLE,72,86,64,53,87,0,10,MODELED
CLE_DT_04,CLE,62,94,53,57,46,0,0,MODELED
CLE_DT_05,CLE,70,70,44,45,41,0,9,MODELED
CLE_DT_06,CLE,43,55,61,75,38,0,12,MODELED
CLE_DT_07,CLE,31,52,51,63,12,0,0,MODELED
CLE_DT_08,CLE,45,20,59,44,27,0,4,MODELED
CLE_LB_01,CLE,80,74,60,44,36,0,11,MODELED
CLE_LB_02,CLE,76,83,55,64,45,0,0,MODELED
CLE_LB_03,CLE,76,87,60,50,45,0,20,MODELED
CLE_LB_04,CLE,44,57,56,84,56,0,0,MODELED
CLE_LB_05,CLE,95,63,58,75,61,0,0,MODELED
CLE_LB_06,CLE,67,50,56,64,26,0,12,MODELED
CLE_LB_07,CLE,59,27,74,72,14,0,9,MODELED
CLE_LB_08,CLE,20,66,91,62,1,0,24,MODELED
CLE_CB_01,CLE,75,90,37,88,86,0,5,MODELED
CLE_CB_02,CLE,72,89,52,66,72,0,12,MODELED
CLE_CB_03,CLE,85,83,86,84,39,0,0,MODELED
CLE_CB_04,CLE,66,70,72,78,54,0,10,MODELED
CLE_CB_05,CLE,86,63,66,67,53,0,15,MODELED
CLE_CB_06,CLE,67,70,68,55,74,0,11,MODELED
CLE_CB_07,CLE,57,55,97,61,14,0,6,MODELED
CLE_CB_08,CLE,53,62,44,82,9,0,11,MODELED
CLE_CB_09,CLE,50,41,77,75,38,0,8,MODELED
CLE_CB_10,CLE,57,34,50,49,17,0,17,MODELED
CLE_CB_11,CLE,51,45,68,79,33,0,4,MODELED
CLE_S_01,CLE,95,87,52,41,32,0,4,MODELED
CLE_S_02,CLE,86,78,62,72,73,0,22,MODELED
CLE_S_03,CLE,70,70,66,86,48,0,13,MODELED
CLE_S_04,CLE,68,53,56,48,41,0,28,MODELED
CLE_S_05,CLE,63,33,68,45,41,0,6,MODELED
CLE_S_06,CLE,23,60,69,58,45,0,0,MODELED
CLE_S_07,CLE,41,50,80,46,29,0,13,MODELED
CLE_K_01,CLE,90,73,76,66,70,0,19,MODELED
CLE_K_02,CLE,45,39,66,57,1,0,10,MODELED
CLE_P_01,CLE,80,86,77,46,40,0,0,MODELED
CLE_P_02,CLE,76,50,70,45,27,0,13,MODELED
CLE_LS_01,CLE,96,73,60,62,36,0,7,MODELED
CIN_QB_01,CIN,65,75,30,42,77,0,20,MODELED
CIN_QB_02,CIN,68,65,66,70,54,0,1,MODELED
CIN_QB_03,CIN,58,41,62,73,13,0,1,MODELED
CIN_QB_04,CIN,59,55,75,42,8,0,10,MODELED
CIN_RB_01,CIN,87,67,65,47,66,0,9,MODELED
CIN_RB_02,CIN,55,73,68,61,58,0,0,MODELED
CIN_RB_03,CIN,76,76,33,56,53,0,9,MODELED
CIN_RB_04,CIN,39,66,64,50,36,0,17,MODELED
CIN_RB_05,CIN,46,50,64,75,2,0,12,MODELED
CIN_FB_01,CIN,73,74,72,46,71,0,6,MODELED
CIN_WR_01,CIN,54,79,30,48,74,0,6,MODELED
CIN_WR_02,CIN,68,68,82,84,50,0,7,MODELED
CIN_WR_03,CIN,88,86,46,65,46,0,0,MODELED
CIN_WR_04,CIN,77,63,75,67,69,0,27,MODELED
CIN_WR_05,CIN,43,77,79,77,51,0,16,MODELED
CIN_WR_06,CIN,83,75,42,81,53,0,0,MODELED
CIN_WR_07,CIN,57,56,56,90,46,0,15,MODELED
CIN_WR_08,CIN,49,52,74,74,24,0,13,MODELED
CIN_WR_09,CIN,24,43,64,75,35,0,5,MODELED
CIN_WR_10,CIN,34,40,86,47,42,0,7,MODELED
CIN_WR_11,CIN,36,44,72,58,22,0,25,MODELED
CIN_TE_01,CIN,76,80,83,44,52,0,11,MODELED
CIN_TE_02,CIN,67,53,76,46,55,0,0,MODELED
CIN_TE_03,CIN,76,63,68,72,44,0,12,MODELED
CIN_TE_04,CIN,48,69,73,51,37,0,8,MODELED
CIN_TE_05,CIN,59,55,80,66,1,0,2,MODELED
CIN_TE_06,CIN,40,29,83,56,5,0,0,MODELED
CIN_OT_01,CIN,100,100,70,82,77,0,0,MODELED
CIN_OT_02,CIN,89,60,38,57,34,0,10,MODELED
CIN_OT_03,CIN,44,63,41,70,49,0,4,MODELED
CIN_OT_04,CIN,67,59,38,67,54,0,4,MODELED
CIN_OT_05,CIN,52,49,54,80,1,0,14,MODELED
CIN_OT_06,CIN,52,60,72,57,34,0,0,MODELED
CIN_OG_01,CIN,77,82,54,62,35,0,10,MODELED
CIN_OG_02,CIN,75,89,23,42,34,0,19,MODELED
CIN_OG_03,CIN,66,59,48,92,47,0,0,MODELED
CIN_OG_04,CIN,60,65,65,71,42,0,4,MODELED
CIN_OG_05,CIN,49,41,100,59,17,0,0,MODELED
CIN_OG_06,CIN,63,33,59,53,25,0,2,MODELED
CIN_C_01,CIN,83,82,73,46,56,0,15,MODELED
CIN_C_02,CIN,70,100,37,42,39,0,26,MODELED
CIN_C_03,CIN,52,67,78,71,57,0,0,MODELED
CIN_EDGE_01,CIN,73,75,64,89,66,0,8,MODELED
CIN_EDGE_02,CIN,65,93,78,61,30,0,12,MODELED
CIN_EDGE_03,CIN,58,82,66,70,48,0,13,MODELED
CIN_EDGE_04,CIN,72,69,75,64,53,0,1,MODELED
CIN_EDGE_05,CIN,54,76,64,91,4,0,17,MODELED
CIN_EDGE_06,CIN,49,57,75,66,49,0,14,MODELED
CIN_EDGE_07,CIN,64,59,71,53,53,0,16,MODELED
CIN_EDGE_08,CIN,52,46,76,72,10,0,11,MODELED
CIN_EDGE_09,CIN,34,40,47,71,34,0,0,MODELED
CIN_DT_01,CIN,71,80,34,80,94,0,24,MODELED
CIN_DT_02,CIN,69,66,36,94,59,0,17,MODELED
CIN_DT_03,CIN,70,54,55,90,50,0,3,MODELED
CIN_DT_04,CIN,80,58,68,85,50,0,10,MODELED
CIN_DT_05,CIN,71,56,99,59,10,0,14,MODELED
CIN_DT_06,CIN,63,36,77,57,46,0,9,MODELED
CIN_DT_07,CIN,39,52,65,67,30,0,18,MODELED
CIN_DT_08,CIN,36,49,81,74,18,0,18,MODELED
CIN_LB_01,CIN,77,62,57,75,49,0,8,MODELED
CIN_LB_02,CIN,73,97,55,56,27,0,4,MODELED
CIN_LB_03,CIN,68,80,83,61,67,0,9,MODELED
CIN_LB_04,CIN,76,51,57,48,50,0,0,MODELED
CIN_LB_05,CIN,74,34,68,59,37,0,13,MODELED
CIN_LB_06,CIN,54,59,56,76,17,0,0,MODELED
CIN_LB_07,CIN,48,59,42,67,14,0,0,MODELED
CIN_LB_08,CIN,38,47,56,49,39,0,6,MODELED
CIN_CB_01,CIN,59,81,59,56,58,0,8,MODELED
CIN_CB_02,CIN,82,75,78,49,77,0,16,MODELED
CIN_CB_03,CIN,68,80,61,75,50,0,13,MODELED
CIN_CB_04,CIN,48,58,61,89,11,0,20,MODELED
CIN_CB_05,CIN,47,83,43,68,44,0,7,MODELED
CIN_CB_06,CIN,66,68,74,56,40,0,17,MODELED
CIN_CB_07,CIN,34,51,67,49,26,0,20,MODELED
CIN_CB_08,CIN,58,55,47,73,13,0,6,MODELED
CIN_CB_09,CIN,40,33,76,75,44,0,25,MODELED
CIN_CB_10,CIN,44,49,70,39,32,0,0,MODELED
CIN_CB_11,CIN,33,44,41,33,49,0,22,MODELED
CIN_S_01,CIN,86,75,60,74,29,0,9,MODELED
CIN_S_02,CIN,93,60,47,82,73,0,4,MODELED
CIN_S_03,CIN,48,59,87,78,12,0,0,MODELED
CIN_S_04,CIN,78,73,69,68,55,0,7,MODELED
CIN_S_05,CIN,53,46,66,46,51,0,13,MODELED
CIN_S_06,CIN,48,58,90,80,19,0,0,MODELED
CIN_S_07,CIN,35,66,90,73,11,0,2,MODELED
CIN_K_01,CIN,94,97,87,66,52,0,5,MODELED
CIN_K_02,CIN,55,54,39,49,32,0,0,MODELED
CIN_P_01,CIN,86,82,60,54,59,0,16,MODELED
CIN_P_02,CIN,60,39,68,73,28,0,19,MODELED
CIN_LS_01,CIN,73,88,66,81,60,0,19,MODELED
HOU_QB_01,HOU,92,67,72,34,72,0,0,MODELED
HOU_QB_02,HOU,57,50,66,56,28,0,4,MODELED
HOU_QB_03,HOU,56,35,75,73,40,0,21,MODELED
HOU_QB_04,HOU,41,59,100,85,34,0,0,MODELED
HOU_RB_01,HOU,82,91,69,78,100,0,0,MODELED
HOU_RB_02,HOU,71,66,71,42,1,0,2,MODELED
HOU_RB_03,HOU,69,79,51,71,59,0,10,MODELED
HOU_RB_04,HOU,29,55,83,73,26,0,4,MODELED
HOU_RB_05,HOU,49,29,71,46,23,0,13,MODELED
HOU_FB_01,HOU,92,100,51,65,31,0,4,MODELED
HOU_WR_01,HOU,100,83,61,43,44,0,10,MODELED
HOU_WR_02,HOU,73,81,77,68,89,0,3,MODELED
HOU_WR_03,HOU,64,69,54,42,57,0,6,MODELED
HOU_WR_04,HOU,79,52,60,76,66,0,6,MODELED
HOU_WR_05,HOU,67,82,79,76,59,0,0,MODELED
HOU_WR_06,HOU,49,63,58,41,40,0,0,MODELED
HOU_WR_07,HOU,44,58,51,44,29,0,9,MODELED
HOU_WR_08,HOU,40,58,63,61,75,0,7,MODELED
HOU_WR_09,HOU,27,44,51,55,64,0,0,MODELED
HOU_WR_10,HOU,23,49,72,80,35,0,22,MODELED
HOU_WR_11,HOU,42,30,61,62,35,0,18,MODELED
HOU_TE_01,HOU,71,85,52,82,47,0,0,MODELED
HOU_TE_02,HOU,69,56,81,50,73,0,25,MODELED
HOU_TE_03,HOU,58,73,73,70,78,0,2,MODELED
HOU_TE_04,HOU,39,55,50,58,40,0,18,MODELED
HOU_TE_05,HOU,30,33,72,56,13,0,0,MODELED
HOU_TE_06,HOU,54,41,63,90,22,0,13,MODELED
HOU_OT_01,HOU,97,92,62,54,35,0,12,MODELED
HOU_OT_02,HOU,69,100,60,74,37,0,27,MODELED
HOU_OT_03,HOU,43,73,71,68,34,0,1,MODELED
HOU_OT_04,HOU,56,63,73,54,30,0,0,MODELED
HOU_OT_05,HOU,43,39,78,58,8,0,3,MODELED
HOU_OT_06,HOU,37,34,75,53,29,0,9,MODELED
HOU_OG_01,HOU,68,78,39,69,47,0,0,MODELED
HOU_OG_02,HOU,79,80,82,70,46,0,0,MODELED
HOU_OG_03,HOU,58,44,57,70,2,0,11,MODELED
HOU_OG_04,HOU,68,66,63,76,49,0,7,MODELED
HOU_OG_05,HOU,54,56,63,55,18,0,2,MODELED
HOU_OG_06,HOU,29,55,60,75,32,0,3,MODELED
HOU_C_01,HOU,74,85,56,48,37,0,16,MODELED
HOU_C_02,HOU,77,65,96,80,30,0,2,MODELED
HOU_C_03,HOU,49,62,100,64,50,0,15,MODELED
HOU_EDGE_01,HOU,74,81,63,58,98,0,5,MODELED
HOU_EDGE_02,HOU,88,87,43,76,57,0,18,MODELED
HOU_EDGE_03,HOU,78,63,89,64,69,0,0,MODELED
HOU_EDGE_04,HOU,43,63,40,74,40,0,13,MODELED
HOU_EDGE_05,HOU,54,48,42,60,38,0,26,MODELED
HOU_EDGE_06,HOU,68,48,55,83,61,0,14,MODELED
HOU_EDGE_07,HOU,52,37,58,62,25,0,12,MODELED
HOU_EDGE_08,HOU,16,52,42,51,20,0,7,MODELED
HOU_EDGE_09,HOU,47,45,74,56,10,0,11,MODELED
HOU_DT_01,HOU,75,82,50,50,43,0,16,MODELED
HOU_DT_02,HOU,88,88,63,55,18,0,17,MODELED
HOU_DT_03,HOU,94,46,72,61,49,0,15,MODELED
HOU_DT_04,HOU,63,50,50,77,41,0,11,MODELED
HOU_DT_05,HOU,48,68,83,47,39,0,13,MODELED
HOU_DT_06,HOU,52,48,54,45,35,0,16,MODELED
HOU_DT_07,HOU,60,70,34,68,28,0,11,MODELED
HOU_DT_08,HOU,42,39,51,49,21,0,0,MODELED
HOU_LB_01,HOU,74,89,77,53,47,0,11,MODELED
HOU_LB_02,HOU,74,88,60,82,28,0,19,MODELED
HOU_LB_03,HOU,41,67,58,58,36,0,6,MODELED
HOU_LB_04,HOU,69,84,76,71,29,0,14,MODELED
HOU_LB_05,HOU,59,35,69,33,98,0,0,MODELED
HOU_LB_06,HOU,78,52,59,52,52,0,13,MODELED
HOU_LB_07,HOU,50,32,75,84,32,0,5,MODELED
HOU_LB_08,HOU,61,46,69,49,28,0,17,MODELED
HOU_CB_01,HOU,86,97,67,60,51,0,0,MODELED
HOU_CB_02,HOU,100,82,85,72,75,0,0,MODELED
HOU_CB_03,HOU,94,80,58,72,66,0,1,MODELED
HOU_CB_04,HOU,50,61,58,79,35,0,14,MODELED
HOU_CB_05,HOU,63,93,63,89,66,0,1,MODELED
HOU_CB_06,HOU,64,75,50,67,33,0,11,MODELED
HOU_CB_07,HOU,56,50,92,62,1,0,16,MODELED
HOU_CB_08,HOU,52,34,100,59,31,0,0,MODELED
HOU_CB_09,HOU,27,47,54,73,7,0,0,MODELED
HOU_CB_10,HOU,27,61,72,89,7,0,0,MODELED
HOU_CB_11,HOU,54,43,68,82,26,0,7,MODELED
HOU_S_01,HOU,70,100,54,45,28,0,15,MODELED
HOU_S_02,HOU,69,87,59,46,65,0,8,MODELED
HOU_S_03,HOU,77,52,74,60,44,0,20,MODELED
HOU_S_04,HOU,78,58,48,96,43,0,11,MODELED
HOU_S_05,HOU,64,36,91,51,55,0,0,MODELED
HOU_S_06,HOU,47,51,61,71,34,0,13,MODELED
HOU_S_07,HOU,29,42,67,51,17,0,14,MODELED
HOU_K_01,HOU,87,66,48,69,46,0,11,MODELED
HOU_K_02,HOU,70,51,63,90,30,0,28,MODELED
HOU_P_01,HOU,69,68,85,90,41,0,0,MODELED
HOU_P_02,HOU,68,53,44,70,44,0,0,MODELED
HOU_LS_01,HOU,78,78,70,66,92,0,8,MODELED
IND_QB_01,IND,91,83,58,56,41,0,9,MODELED
IND_QB_02,IND,66,78,84,73,18,0,0,MODELED
IND_QB_03,IND,43,68,40,53,21,0,25,MODELED
IND_QB_04,IND,31,51,100,45,44,0,11,MODELED
IND_RB_01,IND,73,79,49,61,38,0,0,MODELED
IND_RB_02,IND,38,62,71,60,18,0,13,MODELED
IND_RB_03,IND,72,52,94,70,61,0,1,MODELED
IND_RB_04,IND,51,41,63,58,35,0,4,MODELED
IND_RB_05,IND,39,41,39,82,16,0,0,MODELED
IND_FB_01,IND,75,87,74,70,72,0,4,MODELED
IND_WR_01,IND,76,87,73,71,52,0,9,MODELED
IND_WR_02,IND,77,79,37,69,38,0,3,MODELED
IND_WR_03,IND,78,80,33,50,67,0,13,MODELED
IND_WR_04,IND,62,65,74,76,39,0,0,MODELED
IND_WR_05,IND,51,64,60,54,51,0,14,MODELED
IND_WR_06,IND,63,63,100,64,38,0,25,MODELED
IND_WR_07,IND,43,45,43,66,17,0,9,MODELED
IND_WR_08,IND,66,33,58,73,87,0,10,MODELED
IND_WR_09,IND,50,40,77,61,4,0,4,MODELED
IND_WR_10,IND,38,32,74,74,35,0,13,MODELED
IND_WR_11,IND,60,36,82,52,18,0,5,MODELED
IND_TE_01,IND,79,65,54,69,35,0,5,MODELED
IND_TE_02,IND,76,62,81,78,38,0,0,MODELED
IND_TE_03,IND,82,62,63,76,39,0,7,MODELED
IND_TE_04,IND,55,60,89,59,27,0,3,MODELED
IND_TE_05,IND,30,46,48,52,1,0,0,MODELED
IND_TE_06,IND,45,31,84,72,16,0,7,MODELED
IND_OT_01,IND,63,73,71,57,33,0,7,MODELED
IND_OT_02,IND,100,79,41,76,49,0,21,MODELED
IND_OT_03,IND,69,66,56,66,25,0,30,MODELED
IND_OT_04,IND,76,63,72,32,38,0,11,MODELED
IND_OT_05,IND,44,63,71,88,20,0,8,MODELED
IND_OT_06,IND,37,44,67,67,37,0,6,MODELED
IND_OG_01,IND,84,63,69,70,58,0,14,MODELED
IND_OG_02,IND,94,77,66,71,51,0,0,MODELED
IND_OG_03,IND,68,66,62,62,57,0,35,MODELED
IND_OG_04,IND,60,72,64,65,47,0,4,MODELED
IND_OG_05,IND,57,32,80,61,19,0,0,MODELED
IND_OG_06,IND,44,5,58,92,15,0,13,MODELED
IND_C_01,IND,70,86,50,69,92,0,18,MODELED
IND_C_02,IND,58,58,64,79,55,0,4,MODELED
IND_C_03,IND,41,55,51,55,19,0,6,MODELED
IND_EDGE_01,IND,95,78,51,80,35,0,9,MODELED
IND_EDGE_02,IND,89,83,69,50,84,0,3,MODELED
IND_EDGE_03,IND,55,61,49,63,54,0,0,MODELED
IND_EDGE_04,IND,67,68,70,48,35,0,5,MODELED
IND_EDGE_05,IND,69,64,66,54,40,0,10,MODELED
IND_EDGE_06,IND,71,53,73,62,46,0,6,MODELED
IND_EDGE_07,IND,42,45,56,76,12,0,8,MODELED
IND_EDGE_08,IND,53,43,50,55,35,0,1,MODELED
IND_EDGE_09,IND,63,38,60,80,30,0,12,MODELED
IND_DT_01,IND,75,51,49,60,74,0,10,MODELED
IND_DT_02,IND,85,74,68,56,73,0,20,MODELED
IND_DT_03,IND,56,80,82,59,46,0,0,MODELED
IND_DT_04,IND,63,46,68,79,60,0,7,MODELED
IND_DT_05,IND,61,69,70,77,29,0,18,MODELED
IND_DT_06,IND,57,56,49,48,44,0,22,MODELED
IND_DT_07,IND,60,47,68,57,46,0,8,MODELED
IND_DT_08,IND,16,38,86,72,24,0,4,MODELED
IND_LB_01,IND,82,71,54,90,19,0,21,MODELED
