competition_type,coverage_grade,games,overall_grade,pass_block_grade,pass_rush_grade,passing_grade,player_id,position,qualified,receiving_grade,run_block_grade,run_defense_grade,rushing_grade,season,snaps,special_teams_grade,tackling_grade,team_id
REGULAR_SEASON,63.1,17,64.0,,,,LAR_S_02,S,1,,,65.0,,2027,886,,61.7,LAR
REGULAR_SEASON,62.9,14,66.6,,,,LAR_S_04,S,1,,,65.1,,2027,750,,62.7,LAR
REGULAR_SEASON,53.9,17,52.8,,,,NE_S_02,S,1,,,55.9,,2027,856,,52.8,LAR
REGULAR_SEASON,,12,61.1,,,,DAL_K_01,K,1,,,,,2027,72,64.4,,LAR
REGULAR_SEASON,,15,55.9,,,,GB_P_01,P,1,,,,,2027,75,53.4,,LAR
REGULAR_SEASON,,17,78.5,,,73.9,TB_QB_02,QB,1,,,,75.3,2027,1099,,,ARI
REGULAR_SEASON,,17,63.7,67.1,,,ARI_RB_01,RB,1,62.8,,,62.8,2027,707,,,ARI
REGULAR_SEASON,,17,86.1,,,,BAL_WR_03,WR,1,75.5,81.5,,,2027,738,,,ARI
REGULAR_SEASON,,13,65.7,,,,ARI_WR_03,WR,1,61.0,64.4,,,2027,568,,,ARI
REGULAR_SEASON,,17,48.2,,,,ARI_WR_05,WR,1,49.0,50.7,,,2027,755,,,ARI
REGULAR_SEASON,,16,54.4,,,,P100165_WR,WR,1,52.1,56.8,,,2027,702,,,ARI
REGULAR_SEASON,,17,78.4,73.8,,,ARI_TE_01,TE,1,69.1,78.7,,,2027,668,,,ARI
REGULAR_SEASON,,3,71.3,79.2,,,PHI_TE_01,TE,0,73.8,72.1,,,2027,119,,,ARI
REGULAR_SEASON,,17,75.1,73.8,,,ARI_OT_01,OT,1,,72.9,,,2027,1113,,,ARI
REGULAR_SEASON,,17,62.5,59.8,,,CAR_OT_03,OT,1,,60.9,,,2027,1129,,,ARI
REGULAR_SEASON,,17,67.8,66.7,,,ARI_OG_02,OG,1,,64.5,,,2027,1104,,,ARI
REGULAR_SEASON,,17,66.8,65.1,,,ARI_OG_04,OG,1,,63.0,,,2027,1128,,,ARI
REGULAR_SEASON,,17,67.5,,66.6,,ARI_EDGE_01,EDGE,1,,,71.6,,2027,714,,68.9,ARI
REGULAR_SEASON,,17,73.9,,69.9,,ARI_EDGE_03,EDGE,1,,,71.6,,2027,699,,74.0,ARI
REGULAR_SEASON,,14,53.0,,51.2,,ARI_EDGE_04,EDGE,1,,,59.6,,2027,604,,52.8,ARI
REGULAR_SEASON,,17,48.9,,49.1,,P100261_EDGE,EDGE,1,,,56.4,,2027,738,,50.1,ARI
REGULAR_SEASON,,17,64.2,,63.9,,PIT_DT_01,DT,1,,,64.9,,2027,657,,61.7,ARI
REGULAR_SEASON,,17,58.8,,56.1,,JAX_DT_02,DT,1,,,59.4,,2027,633,,59.3,ARI
REGULAR_SEASON,,1,64.6,,68.7,,DET_DT_05,DT,0,,,79.6,,2027,37,,67.4,ARI
REGULAR_SEASON,79.3,17,77.6,,71.1,,ARI_LB_02,LB,1,,,73.1,,2027,758,,77.6,ARI
REGULAR_SEASON,53.1,17,55.7,,57.4,,ARI_LB_05,LB,1,,,58.5,,2027,764,,60.5,ARI
REGULAR_SEASON,35.0,1,42.7,,49.7,,ARI_LB_03,LB,0,,,61.5,,2027,48,,37.1,ARI
REGULAR_SEASON,63.3,12,58.9,,,,ARI_CB_03,CB,1,,,57.1,,2027,604,,59.6,ARI
REGULAR_SEASON,50.1,17,50.8,,,,ARI_CB_04,CB,1,,,55.3,,2027,844,,53.1,ARI
REGULAR_SEASON,70.3,15,70.9,,,,CHI_S_01,S,1,,,67.4,,2027,753,,72.9,ARI
REGULAR_SEASON,72.9,17,78.1,,,,ARI_S_01,S,1,,,76.5,,2027,852,,76.1,ARI
REGULAR_SEASON,68.9,17,68.7,,,,P100116_S,S,1,,,65.0,,2027,883,,61.6,ARI
REGULAR_SEASON,,12,72.9,,,,ARI_K_01,K,1,,,,,2027,72,69.8,,ARI
REGULAR_SEASON,,17,64.3,,,,BAL_P_01,P,1,,,,,2027,85,60.2,,ARI
REGULAR_SEASON,,17,94.1,,,86.9,GB_QB_01,QB,1,,,,90.6,2027,1069,,,GB
REGULAR_SEASON,,17,80.2,75.3,,,SF_RB_01,RB,1,76.7,,,70.6,2027,655,,,GB
REGULAR_SEASON,,9,51.9,51.4,,,JAX_RB_01,RB,1,60.0,,,47.1,2027,217,,,GB
REGULAR_SEASON,,9,66.1,,,,GB_WR_03,WR,1,68.0,64.8,,,2027,389,,,GB
REGULAR_SEASON,,16,67.1,,,,DET_WR_06,WR,1,64.9,64.0,,,2027,671,,,GB
REGULAR_SEASON,,17,84.0,,,,GB_WR_06,WR,1,79.1,79.4,,,2027,741,,,GB
REGULAR_SEASON,,17,63.8,,,,GB_WR_04,WR,1,61.6,61.4,,,2027,752,,,GB
REGULAR_SEASON,,17,68.0,62.8,,,GB_TE_03,TE,1,64.3,70.3,,,2027,683,,,GB
REGULAR_SEASON,,17,64.3,67.5,,,GB_TE_02,TE,1,63.7,67.7,,,2027,699,,,GB
REGULAR_SEASON,,14,64.3,66.6,,,GB_OT_01,OT,1,,68.9,,,2027,908,,,GB
REGULAR_SEASON,,4,2.2,17.4,,,P100070_OT,OT,0,,11.4,,,2027,268,,,GB
REGULAR_SEASON,,17,88.0,80.2,,,DET_OG_02,OG,1,,80.7,,,2027,1114,,,GB
REGULAR_SEASON,,17,67.3,64.3,,,JAX_OG_02,OG,1,,62.5,,,2027,1139,,,GB
REGULAR_SEASON,,16,62.1,68.0,,,GB_C_02,C,1,,68.7,,,2027,1039,,,GB
REGULAR_SEASON,,17,75.5,,75.5,,GB_EDGE_01,EDGE,1,,,71.6,,2027,720,,75.5,GB
REGULAR_SEASON,,12,69.3,,69.6,,GB_EDGE_02,EDGE,1,,,70.0,,2027,510,,65.2,GB
REGULAR_SEASON,,17,65.6,,69.1,,GB_DT_04,DT,1,,,65.5,,2027,603,,58.2,GB
REGULAR_SEASON,67.3,13,69.1,,68.1,,LAR_LB_01,LB,1,,,61.6,,2027,621,,60.7,GB
REGULAR_SEASON,56.5,16,56.7,,59.8,,GB_LB_03,LB,1,,,57.3,,2027,753,,63.6,GB
REGULAR_SEASON,54.4,17,53.7,,56.4,,P100185_LB,LB,1,,,60.3,,2027,743,,55.4,GB
REGULAR_SEASON,75.6,17,79.5,,,,DET_CB_01,CB,1,,,72.6,,2027,846,,68.5,GB
REGULAR_SEASON,50.0,8,41.1,,,,GB_CB_05,CB,1,,,49.5,,2027,394,,45.8,GB
REGULAR_SEASON,55.1,17,56.7,,,,P100131_CB,CB,1,,,59.6,,2027,856,,63.4,GB
REGULAR_SEASON,50.1,13,46.1,,,,P100180_CB,CB,1,,,47.5,,2027,642,,44.9,GB
REGULAR_SEASON,67.1,17,67.2,,,,GB_S_04,S,1,,,62.9,,2027,848,,67.0,GB
REGULAR_SEASON,56.7,16,47.9,,,,GB_S_03,S,1,,,57.5,,2027,820,,47.7,GB
REGULAR_SEASON,,13,48.9,,,,P100052_K,K,1,,,,,2027,78,48.7,,GB
REGULAR_SEASON,,17,56.9,,,57.2,P100074_QB,QB,1,,,,58.9,2027,1073,,,MIA
REGULAR_SEASON,,17,37.1,49.4,,,MIA_RB_02,RB,1,43.2,,,44.4,2027,383,,,MIA
REGULAR_SEASON,,17,80.8,,,,PHI_WR_03,WR,1,76.1,77.3,,,2027,736,,,MIA
REGULAR_SEASON,,17,65.9,,,,MIA_WR_06,WR,1,67.2,69.5,,,2027,749,,,MIA
REGULAR_SEASON,,15,60.5,,,,MIA_WR_02,WR,1,63.8,58.5,,,2027,636,,,MIA
REGULAR_SEASON,,17,59.3,57.8,,,MIA_TE_02,TE,1,59.5,62.8,,,2027,675,,,MIA
REGULAR_SEASON,,10,65.0,62.5,,,LV_TE_03,TE,1,69.1,61.1,,,2027,382,,,MIA
REGULAR_SEASON,,17,88.9,81.1,,,PIT_OT_01,OT,1,,85.7,,,2027,1106,,,MIA
REGULAR_SEASON,,14,78.0,76.6,,,KC_OT_01,OT,1,,73.1,,,2027,913,,,MIA
REGULAR_SEASON,,17,82.3,75.0,,,KC_OG_01,OG,1,,78.5,,,2027,1127,,,MIA
REGULAR_SEASON,,17,58.5,62.2,,,P100060_OG,OG,1,,58.7,,,2027,1123,,,MIA
REGULAR_SEASON,,13,62.3,64.0,,,NYJ_C_01,C,1,,63.6,,,2027,849,,,MIA
REGULAR_SEASON,,11,78.7,,79.0,,PIT_EDGE_02,EDGE,1,,,73.5,,2027,478,,70.5,MIA
REGULAR_SEASON,,17,56.4,,50.2,,MIA_EDGE_01,EDGE,1,,,51.9,,2027,731,,58.0,MIA
REGULAR_SEASON,,13,63.5,,60.8,,MIA_EDGE_04,EDGE,1,,,63.4,,2027,555,,64.1,MIA
REGULAR_SEASON,,17,64.2,,62.8,,KC_DT_01,DT,1,,,66.1,,2027,635,,59.8,MIA
REGULAR_SEASON,,11,61.7,,65.1,,MIA_DT_02,DT,1,,,61.5,,2027,430,,56.8,MIA
REGULAR_SEASON,,17,61.2,,61.8,,MIA_DT_01,DT,1,,,63.8,,2027,645,,55.6,MIA
REGULAR_SEASON,52.5,15,53.7,,60.4,,NO_LB_02,LB,1,,,59.1,,2027,679,,51.5,MIA
REGULAR_SEASON,65.2,17,73.3,,72.2,,CAR_LB_02,LB,1,,,66.8,,2027,774,,66.9,MIA
REGULAR_SEASON,61.1,17,58.4,,61.0,,FA_LB_118,LB,1,,,64.4,,2027,763,,62.1,MIA
REGULAR_SEASON,77.7,17,88.2,,,,CIN_CB_03,CB,1,,,83.7,,2027,840,,79.7,MIA
REGULAR_SEASON,70.5,17,66.1,,,,ATL_CB_02,CB,1,,,64.0,,2027,824,,63.6,MIA
REGULAR_SEASON,62.8,17,61.8,,,,DET_CB_03,CB,1,,,63.2,,2027,838,,60.9,MIA
REGULAR_SEASON,65.9,14,63.2,,,,MIA_CB_04,CB,1,,,65.3,,2027,689,,68.1,MIA
REGULAR_SEASON,69.6,16,74.0,,,,TEN_S_02,S,1,,,74.7,,2027,815,,71.0,MIA
REGULAR_SEASON,64.5,17,66.2,,,,MIA_S_03,S,1,,,71.2,,2027,874,,58.6,MIA
REGULAR_SEASON,60.1,17,58.4,,,,MIA_S_01,S,1,,,62.3,,2027,877,,62.4,MIA
REGULAR_SEASON,,16,56.0,,,,CHI_K_01,K,1,,,,,2027,96,53.9,,MIA
REGULAR_SEASON,,17,55.0,,,,MIA_P_01,P,1,,,,,2027,85,59.1,,MIA
REGULAR_SEASON,,17,72.8,,,73.5,CAR_QB_01,QB,1,,,,68.0,2027,1080,,,CLE
REGULAR_SEASON,,17,78.7,73.3,,,CLE_RB_03,RB,1,78.8,,,77.7,2027,494,,,CLE
REGULAR_SEASON,,17,59.9,59.8,,,TEN_RB_01,RB,1,60.5,,,55.1,2027,350,,,CLE
REGULAR_SEASON,,17,63.7,65.8,,,CLE_RB_02,RB,1,58.5,,,62.2,2027,267,,,CLE
REGULAR_SEASON,,12,75.7,,,,CLE_WR_03,WR,1,69.6,76.2,,,2027,526,,,CLE
REGULAR_SEASON,,17,65.8,,,,CLE_WR_02,WR,1,59.7,65.6,,,2027,711,,,CLE
REGULAR_SEASON,,17,62.7,,,,CLE_WR_05,WR,1,64.1,61.4,,,2027,749,,,CLE
REGULAR_SEASON,,17,69.1,68.8,,,CLE_TE_02,TE,1,64.5,62.2,,,2027,714,,,CLE
REGULAR_SEASON,,17,63.4,64.1,,,CLE_TE_03,TE,1,63.5,59.9,,,2027,680,,,CLE
REGULAR_SEASON,,17,80.8,78.2,,,TEN_OT_01,OT,1,,77.3,,,2027,1127,,,CLE
REGULAR_SEASON,,17,74.7,75.6,,,CLE_OT_02,OT,1,,70.6,,,2027,1109,,,CLE
REGULAR_SEASON,,17,61.0,63.2,,,CLE_OG_02,OG,1,,62.5,,,2027,1146,,,CLE
REGULAR_SEASON,,16,66.2,69.1,,,CLE_OG_03,OG,1,,62.7,,,2027,1051,,,CLE
REGULAR_SEASON,,17,75.8,69.3,,,CIN_C_01,C,1,,75.0,,,2027,1127,,,CLE
REGULAR_SEASON,,17,99.1,,88.6,,CLE_EDGE_01,EDGE,1,,,93.4,,2027,729,,93.0,CLE
REGULAR_SEASON,,17,68.9,,67.9,,TB_EDGE_02,EDGE,1,,,74.2,,2027,719,,65.7,CLE
REGULAR_SEASON,,11,62.9,,66.0,,P100018_EDGE,EDGE,1,,,66.7,,2027,475,,70.7,CLE
REGULAR_SEASON,,15,43.6,,47.1,,P100146_EDGE,EDGE,1,,,51.4,,2027,655,,53.5,CLE
REGULAR_SEASON,,17,61.3,,63.3,,CLE_DT_02,DT,1,,,55.0,,2027,611,,59.3,CLE
REGULAR_SEASON,,17,51.6,,51.3,,CLE_DT_03,DT,1,,,52.6,,2027,647,,56.6,CLE
REGULAR_SEASON,58.3,9,68.7,,59.4,,NO_LB_01,LB,1,,,65.3,,2027,431,,66.3,CLE
REGULAR_SEASON,71.5,17,72.2,,66.4,,CLE_LB_02,LB,1,,,72.0,,2027,762,,71.4,CLE
REGULAR_SEASON,71.0,16,78.0,,68.5,,CLE_LB_04,LB,1,,,74.9,,2027,712,,72.6,CLE
REGULAR_SEASON,79.4,16,87.6,,,,CLE_CB_02,CB,1,,,77.9,,2027,770,,83.1,CLE
REGULAR_SEASON,57.4,17,54.9,,,,CLE_CB_05,CB,1,,,58.2,,2027,808,,57.7,CLE
REGULAR_SEASON,72.7,17,75.2,,,,TB_S_02,S,1,,,70.3,,2027,874,,73.6,CLE
REGULAR_SEASON,61.0,17,69.0,,,,P100142_S,S,1,,,69.6,,2027,876,,68.2,CLE
REGULAR_SEASON,,17,78.8,,,,CLE_K_01,K,1,,,,,2027,102,77.7,,CLE
REGULAR_SEASON,,12,84.9,,,81.9,ATL_QB_01,QB,1,,,,76.4,2027,775,,,ATL
REGULAR_SEASON,,15,74.6,69.1,,,ATL_RB_01,RB,1,70.0,,,76.4,2027,537,,,ATL
REGULAR_SEASON,,10,57.8,60.5,,,ATL_RB_03,RB,1,61.4,,,56.7,2027,254,,,ATL
REGULAR_SEASON,,14,71.3,,,,ATL_WR_03,WR,1,65.3,68.5,,,2027,601,,,ATL
REGULAR_SEASON,,14,62.2,,,,ATL_WR_05,WR,1,63.8,63.2,,,2027,585,,,ATL
REGULAR_SEASON,,13,64.7,,,,ATL_WR_06,WR,1,61.6,66.1,,,2027,568,,,ATL
REGULAR_SEASON,,9,58.2,,,,P100218_WR,WR,1,56.0,64.1,,,2027,390,,,ATL
REGULAR_SEASON,,16,68.5,67.2,,,ATL_TE_01,TE,1,65.8,69.1,,,2027,649,,,ATL
REGULAR_SEASON,,17,47.3,53.9,,,CHI_TE_02,TE,1,50.2,50.5,,,2027,660,,,ATL
REGULAR_SEASON,,17,68.3,64.8,,,HOU_OT_02,OT,1,,65.3,,,2027,1113,,,ATL
REGULAR_SEASON,,13,74.8,73.0,,,ATL_OT_04,OT,1,,68.1,,,2027,855,,,ATL
REGULAR_SEASON,,17,69.0,65.3,,,ATL_OG_04,OG,1,,66.6,,,2027,1076,,,ATL
REGULAR_SEASON,,17,62.1,66.6,,,ATL_C_02,C,1,,57.6,,,2027,1127,,,ATL
REGULAR_SEASON,,16,83.6,,80.8,,DET_EDGE_02,EDGE,1,,,80.5,,2027,693,,79.6,ATL
REGULAR_SEASON,,17,68.5,,67.6,,DEN_EDGE_01,EDGE,1,,,65.5,,2027,768,,68.4,ATL
REGULAR_SEASON,,17,72.2,,67.0,,PIT_DT_02,DT,1,,,69.4,,2027,661,,72.4,ATL
REGULAR_SEASON,,17,91.4,,86.8,,ATL_DT_01,DT,1,,,87.0,,2027,668,,82.7,ATL
REGULAR_SEASON,,17,54.3,,49.7,,ATL_DT_05,DT,1,,,53.2,,2027,672,,59.8,ATL
REGULAR_SEASON,71.0,13,74.7,,69.9,,MIN_LB_02,LB,1,,,76.6,,2027,568,,66.0,ATL
REGULAR_SEASON,68.7,17,74.9,,78.3,,WAS_LB_01,LB,1,,,66.3,,2027,752,,69.6,ATL
REGULAR_SEASON,59.9,17,58.5,,60.3,,ATL_LB_05,LB,1,,,60.7,,2027,772,,61.9,ATL
REGULAR_SEASON,63.2,17,70.7,,,,NYJ_CB_03,CB,1,,,70.1,,2027,831,,66.5,ATL
REGULAR_SEASON,60.9,15,58.6,,,,P100254_CB,CB,1,,,59.2,,2027,745,,58.9,ATL
REGULAR_SEASON,67.0,13,76.9,,,,KC_S_02,S,1,,,75.4,,2027,652,,69.7,ATL
REGULAR_SEASON,62.1,17,53.9,,,,ATL_S_03,S,1,,,59.9,,2027,888,,55.8,ATL
REGULAR_SEASON,59.3,15,65.8,,,,P100117_S,S,1,,,65.6,,2027,778,,63.3,ATL
REGULAR_SEASON,,17,70.1,,,,ATL_K_01,K,1,,,,,2027,102,68.6,,ATL
REGULAR_SEASON,,10,50.1,,,,FA_P_070,P,1,,,,,2027,50,54.3,,ATL
REGULAR_SEASON,,17,87.1,,,84.1,DEN_QB_01,QB,1,,,,78.6,2027,1075,,,DEN
REGULAR_SEASON,,17,69.5,70.8,,,DEN_RB_01,RB,1,64.7,,,67.2,2027,486,,,DEN
REGULAR_SEASON,,17,66.5,67.9,,,NYG_RB_01,RB,1,67.4,,,66.8,2027,358,,,DEN
REGULAR_SEASON,,16,55.6,59.4,,,DEN_RB_03,RB,1,54.6,,,64.8,2027,229,,,DEN
REGULAR_SEASON,,13,76.9,,,,DEN_WR_01,WR,1,76.1,71.1,,,2027,548,,,DEN
REGULAR_SEASON,,17,68.7,,,,DEN_WR_02,WR,1,63.6,66.7,,,2027,752,,,DEN
REGULAR_SEASON,,17,50.0,,,,DEN_WR_04,WR,1,51.8,51.9,,,2027,715,,,DEN
REGULAR_SEASON,,17,54.8,57.4,,,DEN_TE_02,TE,1,58.7,60.7,,,2027,688,,,DEN
REGULAR_SEASON,,17,79.6,76.6,,,BAL_OT_02,OT,1,,76.1,,,2027,1134,,,DEN
REGULAR_SEASON,,17,59.4,57.6,,,DEN_OT_04,OT,1,,62.1,,,2027,1103,,,DEN
REGULAR_SEASON,,17,56.7,59.2,,,DEN_OG_04,OG,1,,58.6,,,2027,1132,,,DEN
REGULAR_SEASON,,6,83.7,85.6,,,DEN_C_01,C,0,,78.7,,,2027,407,,,DEN
REGULAR_SEASON,,17,83.6,,74.4,,BAL_EDGE_02,EDGE,1,,,78.8,,2027,742,,80.1,DEN
REGULAR_SEASON,,17,70.6,,69.8,,SF_EDGE_01,EDGE,1,,,72.0,,2027,715,,65.1,DEN
REGULAR_SEASON,,17,55.5,,56.6,,P100114_EDGE,EDGE,1,,,56.5,,2027,706,,57.1,DEN
REGULAR_SEASON,,17,52.2,,52.9,,DEN_EDGE_05,EDGE,1,,,53.9,,2027,750,,54.1,DEN
REGULAR_SEASON,,17,81.7,,77.2,,DEN_DT_02,DT,1,,,73.4,,2027,639,,73.0,DEN
REGULAR_SEASON,,17,63.2,,66.2,,MIN_DT_04,DT,1,,,62.6,,2027,657,,63.4,DEN
REGULAR_SEASON,,11,77.2,,74.4,,DEN_DT_04,DT,1,,,72.4,,2027,393,,74.9,DEN
REGULAR_SEASON,70.9,17,71.2,,66.6,,LV_LB_01,LB,1,,,70.2,,2027,778,,66.7,DEN
REGULAR_SEASON,56.6,17,57.1,,56.3,,DEN_LB_02,LB,1,,,57.2,,2027,778,,56.4,DEN
REGULAR_SEASON,49.2,12,53.7,,50.3,,DEN_LB_03,LB,1,,,54.5,,2027,536,,55.7,DEN
REGULAR_SEASON,79.9,17,86.2,,,,DEN_CB_01,CB,1,,,75.8,,2027,848,,76.9,DEN
REGULAR_SEASON,69.8,17,71.6,,,,DEN_CB_02,CB,1,,,68.6,,2027,843,,68.8,DEN
REGULAR_SEASON,74.9,17,73.3,,,,DEN_CB_03,CB,1,,,74.4,,2027,810,,70.3,DEN
REGULAR_SEASON,69.6,17,63.3,,,,DEN_CB_04,CB,1,,,64.7,,2027,821,,59.9,DEN
REGULAR_SEASON,70.3,16,73.5,,,,DEN_S_02,S,1,,,72.8,,2027,839,,75.5,DEN
REGULAR_SEASON,56.2,17,59.8,,,,DEN_S_03,S,1,,,62.4,,2027,892,,60.8,DEN
REGULAR_SEASON,,17,70.7,,,,DEN_K_01,K,1,,,,,2027,102,68.9,,DEN
REGULAR_SEASON,,10,72.0,,,,P100081_P,P,1,,,,,2027,50,73.4,,DEN
REGULAR_SEASON,,12,55.8,,,64.5,DAL_QB_02,QB,1,,,,52.9,2027,730,,,DAL
REGULAR_SEASON,,17,64.7,,,,LAC_WR_02,WR,1,67.7,59.6,,,2027,755,,,DAL
REGULAR_SEASON,,17,66.5,,,,DAL_WR_02,WR,1,63.8,63.5,,,2027,754,,,DAL
REGULAR_SEASON,,17,72.5,,,,DAL_WR_03,WR,1,68.6,64.5,,,2027,741,,,DAL
REGULAR_SEASON,,9,66.5,,,,DAL_WR_06,WR,1,69.5,57.0,,,2027,413,,,DAL
REGULAR_SEASON,,17,72.7,67.0,,,PIT_TE_01,TE,1,72.2,70.5,,,2027,658,,,DAL
REGULAR_SEASON,,16,48.6,52.8,,,P100050_TE,TE,1,48.1,54.5,,,2027,647,,,DAL
REGULAR_SEASON,,17,65.4,63.7,,,DAL_OT_01,OT,1,,63.4,,,2027,1116,,,DAL
REGULAR_SEASON,,17,64.8,62.4,,,DAL_OT_02,OT,1,,65.1,,,2027,1104,,,DAL
REGULAR_SEASON,,13,62.6,61.2,,,DAL_OG_02,OG,1,,61.8,,,2027,873,,,DAL
REGULAR_SEASON,,17,63.0,61.8,,,TB_OG_01,OG,1,,66.1,,,2027,1122,,,DAL
REGULAR_SEASON,,12,70.9,74.0,,,DAL_C_01,C,1,,66.7,,,2027,773,,,DAL
REGULAR_SEASON,,17,72.1,,69.7,,CAR_EDGE_02,EDGE,1,,,70.8,,2027,723,,73.7,DAL
REGULAR_SEASON,,17,72.9,,73.1,,DEN_EDGE_02,EDGE,1,,,62.3,,2027,740,,70.2,DAL
REGULAR_SEASON,,12,62.3,,64.0,,P100279_EDGE,EDGE,1,,,65.9,,2027,536,,58.4,DAL
REGULAR_SEASON,,16,67.2,,62.4,,DAL_EDGE_03,EDGE,1,,,67.9,,2027,682,,63.1,DAL
REGULAR_SEASON,,17,66.5,,71.6,,GB_DT_02,DT,1,,,67.6,,2027,648,,65.9,DAL
REGULAR_SEASON,,17,75.1,,71.4,,NYJ_DT_02,DT,1,,,72.1,,2027,627,,72.4,DAL
REGULAR_SEASON,,11,69.0,,68.6,,NYJ_DT_03,DT,1,,,58.6,,2027,426,,68.9,DAL
REGULAR_SEASON,70.5,17,79.8,,79.2,,DAL_LB_02,LB,1,,,71.1,,2027,797,,79.5,DAL
REGULAR_SEASON,62.5,17,64.9,,62.8,,PHI_LB_02,LB,1,,,57.6,,2027,797,,69.9,DAL
REGULAR_SEASON,60.1,6,62.9,,60.8,,MIA_LB_03,LB,0,,,69.2,,2027,252,,63.6,DAL
REGULAR_SEASON,87.2,15,93.7,,,,DAL_CB_03,CB,1,,,87.1,,2027,756,,87.6,DAL
REGULAR_SEASON,66.3,16,66.4,,,,GB_CB_04,CB,1,,,64.5,,2027,779,,68.0,DAL
REGULAR_SEASON,71.6,16,68.8,,,,BAL_CB_01,CB,1,,,66.8,,2027,817,,65.9,DAL
REGULAR_SEASON,63.4,14,55.8,,,,ATL_CB_05,CB,1,,,54.3,,2027,710,,59.1,DAL
REGULAR_SEASON,62.9,17,61.1,,,,PIT_S_01,S,1,,,62.4,,2027,878,,60.8,DAL
REGULAR_SEASON,69.6,17,68.9,,,,GB_S_02,S,1,,,66.8,,2027,863,,62.0,DAL
REGULAR_SEASON,53.9,17,58.9,,,,P100210_S,S,1,,,63.7,,2027,876,,56.1,DAL
REGULAR_SEASON,,17,79.2,,,,NE_K_01,K,1,,,,,2027,102,73.3,,DAL
REGULAR_SEASON,,17,67.2,,,,DAL_P_01,P,1,,,,,2027,85,65.1,,DAL
REGULAR_SEASON,,15,75.9,,,72.8,TEN_QB_02,QB,1,,,,74.9,2027,952,,,NYG
REGULAR_SEASON,,10,65.7,,,,NYG_WR_02,WR,1,58.8,63.4,,,2027,424,,,NYG
REGULAR_SEASON,,17,65.2,,,,LV_WR_02,WR,1,63.1,65.0,,,2027,752,,,NYG
REGULAR_SEASON,,17,62.8,,,,NYG_WR_04,WR,1,66.6,56.2,,,2027,759,,,NYG
REGULAR_SEASON,,8,64.2,,,,NYG_WR_06,WR,1,62.1,62.1,,,2027,333,,,NYG
REGULAR_SEASON,,17,70.0,72.3,,,CAR_TE_02,TE,1,66.4,69.5,,,2027,696,,,NYG
REGULAR_SEASON,,12,61.5,57.3,,,KC_TE_02,TE,1,62.1,64.2,,,2027,485,,,NYG
REGULAR_SEASON,,3,88.0,66.1,,,NYG_OT_01,OT,0,,73.2,,,2027,207,,,NYG
REGULAR_SEASON,,17,64.4,65.9,,,NYG_OT_02,OT,1,,64.3,,,2027,1121,,,NYG
REGULAR_SEASON,,17,74.8,68.1,,,PHI_OG_02,OG,1,,67.0,,,2027,1108,,,NYG
REGULAR_SEASON,,17,58.1,60.1,,,NYG_OG_02,OG,1,,62.9,,,2027,1107,,,NYG
REGULAR_SEASON,,17,56.0,61.6,,,PHI_C_01,C,1,,59.7,,,2027,1098,,,NYG
REGULAR_SEASON,,15,55.6,,59.1,,IND_EDGE_04,EDGE,1,,,60.6,,2027,667,,57.8,NYG
REGULAR_SEASON,,17,61.2,,58.0,,NYG_EDGE_01,EDGE,1,,,62.0,,2027,773,,62.2,NYG
REGULAR_SEASON,,17,64.4,,69.6,,NYG_EDGE_02,EDGE,1,,,62.0,,2027,734,,71.3,NYG
REGULAR_SEASON,,14,65.8,,67.4,,PIT_EDGE_01,EDGE,1,,,68.7,,2027,607,,62.5,NYG
REGULAR_SEASON,,14,68.2,,67.1,,NYG_DT_04,DT,1,,,67.9,,2027,538,,61.4,NYG
REGULAR_SEASON,,17,81.2,,76.5,,PIT_DT_05,DT,1,,,76.5,,2027,614,,71.9,NYG
REGULAR_SEASON,,13,64.6,,64.9,,NYG_DT_03,DT,1,,,58.0,,2027,468,,57.4,NYG
REGULAR_SEASON,62.6,17,57.2,,63.7,,CHI_LB_04,LB,1,,,53.7,,2027,741,,53.1,NYG
REGULAR_SEASON,52.2,17,55.8,,57.6,,NYG_LB_03,LB,1,,,57.7,,2027,775,,60.5,NYG
REGULAR_SEASON,82.4,3,70.8,,69.2,,NYG_LB_04,LB,0,,,63.9,,2027,131,,66.2,NYG
REGULAR_SEASON,62.3,3,62.8,,,,NYG_CB_02,CB,0,,,71.3,,2027,162,,75.1,NYG
REGULAR_SEASON,58.8,17,60.8,,,,CHI_CB_03,CB,1,,,56.6,,2027,814,,62.2,NYG
REGULAR_SEASON,62.4,17,61.4,,,,NYG_CB_05,CB,1,,,67.0,,2027,849,,60.4,NYG
REGULAR_SEASON,57.7,17,55.9,,,,NYG_S_01,S,1,,,55.5,,2027,894,,57.7,NYG
REGULAR_SEASON,,14,63.5,,,,NYG_K_01,K,1,,,,,2027,84,68.1,,NYG
REGULAR_SEASON,,17,63.3,,,,P100226_P,P,1,,,,,2027,85,60.8,,NYG
REGULAR_SEASON,,17,83.5,,,84.5,WAS_QB_01,QB,1,,,,79.9,2027,1080,,,MIN
REGULAR_SEASON,,17,60.0,61.5,,,LAR_RB_03,RB,1,64.3,,,60.2,2027,470,,,MIN
REGULAR_SEASON,,17,68.6,70.9,,,FA_RB_021,RB,1,69.3,,,59.2,2027,339,,,MIN
REGULAR_SEASON,,17,69.5,67.8,,,P100007_RB,RB,1,71.9,,,68.2,2027,278,,,MIN
