assists,batted_passes,big_time_throws,blitz_snaps,broken_tackles,clean_att,competition_type,completions,contested_catches,contested_targets,coverage_snaps,deep_att,deep_comp,deep_targets,drops,drops_by_receivers,explosive_runs,fg_att,fg_att_30_39,fg_att_40_49,fg_att_50p,fg_att_u30,fg_made,fg_made_30_39,fg_made_40_49,fg_made_50p,fg_made_u30,first_downs,forced_fumbles,forced_incompletions,fumbles,fumbles_lost,games,gross_yards,gw_att,hits_allowed,hurries,hurries_allowed,inside_10,inside_20,int,kickoffs,longest,longest_fg,missed_tackles,missed_tackles_forced,net_yards,pass_att,pass_block_efficiency,pass_block_snaps,pass_breakups,pass_rush_snaps,pass_rush_win_rate,pass_td,pass_yd,passer_rating_allowed,penalties,play_action_att,player_id,position,pressure_att,pressure_comp,pressure_yd,pressures,pressures_allowed,punts,qb_hits,rec,rec_allowed,rec_td,rec_yd,return_yards_allowed,routes,run_block_losses,run_block_snaps,run_block_wins,run_stops,rush_att,rush_td,rush_yd,sack_yards,sacks,sacks_allowed,sacks_taken,scrambles,season,snaps,solo,starts,tackles,targets,td_allowed,team_id,tfl,throwaways,touchbacks,turnover_worthy_plays,week,xp_att,xp_made,yac,yards_after_contact,yards_allowed,yards_before_contact,yards_per_cov_snap
25.0,3.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,17.0,,,,14.0,,,,,,,,3.0,,,,,,,346.0,2.41,,,,4.0,,SF_DT_02,DT,,,,25.0,,,6.0,,,,,,,,,,26.0,,,,,8.0,,,,2027,611.0,28.0,,53.0,,,DET,9.0,,,,,,,,,,,
27.0,3.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,17.0,,,,29.0,,,,,,,,7.0,,,,,,,369.0,2.82,,,,7.0,,DET_DT_04,DT,,,,38.0,,,6.0,,,,,,,,,,31.0,,,,,4.0,,,,2027,648.0,23.0,,50.0,,,DET,9.0,,,,,,,,,,,
,,,110.0,,,REGULAR_SEASON,,,,592.0,,,,,,,,,,,,,,,,,,,10.0,,,17.0,,,,,,,,1.0,,,,12.0,,,,,,5.0,,,,,1590.9,5.0,,DET_LB_01,LB,,,,18.0,,,,,49.0,,,,,,,,18.0,,,,,4.0,,,,2027,770.0,75.0,,116.0,66.0,4.0,DET,11.0,,,,,,,,,549.0,,15.71
,,,95.0,,,REGULAR_SEASON,,,,558.0,,,,,,,,,,,,,,,,,,,13.0,,,16.0,,,,,,,,4.0,,,,9.0,,,,,,9.0,,,,,1289.7,6.0,,DET_LB_02,LB,,,,13.0,,,,,37.0,,,,,,,,12.0,,,,,6.0,,,,2027,727.0,50.0,,81.0,54.0,4.0,DET,13.0,,,,,,,,,464.0,,13.13
,,,105.0,,,REGULAR_SEASON,,,,632.0,,,,,,,,,,,,,,,,,,,17.0,,,17.0,,,,,,,,3.0,,,,8.0,,,,,,15.0,,,,,1173.8,5.0,,BAL_LB_01,LB,,,,12.0,,,,,29.0,,,,,,,,14.0,,,,,2.0,,,,2027,820.0,60.0,,97.0,56.0,3.0,DET,19.0,,,,,,,,,327.0,,9.02
,,,,,,REGULAR_SEASON,,,,498.0,,,,,,,,,,,,,,,,,,,5.0,,,13.0,,,,,,,,0.0,,,,5.0,,,,,,3.0,,,,,1255.6,1.0,,DET_CB_02,CB,,,,,,,,,33.0,,,,,,,,9.0,,,,,,,,,2027,647.0,32.0,,54.0,47.0,3.0,DET,,,,,,,,,,390.0,,10.1
,,,,,,REGULAR_SEASON,,,,645.0,,,,,,,,,,,,,,,,,,,7.0,,,17.0,,,,,,,,3.0,,,,4.0,,,,,,5.0,,,,,1185.2,3.0,,DET_CB_06,CB,,,,,,,,,32.0,,,,,,,,12.0,,,,,,,,,2027,836.0,35.0,,56.0,65.0,3.0,DET,,,,,,,,,,412.0,,11.16
,,,,,,REGULAR_SEASON,,,,431.0,,,,,,,,,,,,,,,,,,,11.0,,,11.0,,,,,,,,1.0,,,,3.0,,,,,,8.0,,,,,949.1,1.0,,DET_S_04,S,,,,,,,,,22.0,,,,,,,,12.0,,,,,,,,,2027,558.0,22.0,,38.0,37.0,1.0,DET,,,,,,,,,,306.0,,7.87
,,,,,,REGULAR_SEASON,,,,676.0,,,,,,,,,,,,,,,,,,,14.0,,,17.0,,,,,,,,0.0,,,,5.0,,,,,,9.0,,,,,1300.3,4.0,,DET_S_01,S,,,,,,,,,24.0,,,,,,,,17.0,,,,,,,,,2027,877.0,47.0,,75.0,48.0,2.0,DET,,,,,,,,,,283.0,,7.19
,,,,,,REGULAR_SEASON,,,,664.0,,,,,,,,,,,,,,,,,,,11.0,,,17.0,,,,,,,,2.0,,,,7.0,,,,,,4.0,,,,,1533.4,2.0,,ARI_S_02,S,,,,,,,,,39.0,,,,,,,,13.0,,,,,,,,,2027,863.0,44.0,,72.0,56.0,2.0,DET,,,,,,,,,,514.0,,13.02
,,,,,,REGULAR_SEASON,,,,,,,,,,,26.0,6.0,6.0,7.0,8.0,22.0,4.0,5.0,5.0,7.0,,,,,,14.0,,1.0,,,,,,,49.0,,564.0,,,,,,,,,,,,,,,DET_K_01,K,,,,,,,,,,,,,,,,,,,,,,,,,,2027,84.0,,,,,,DET,,,30.0,,,31.0,31.0,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2650.0,,,,,7.0,18.0,,,723.0,,,,2386.0,,,,,,,,,,,,DET_P_01,P,,,,,,56.0,,,,,,264.0,,,,,,,,,,,,,,2027,65.0,,,,,,DET,,,2.0,,,,,,,,,
,,22.0,,,355.0,REGULAR_SEASON,326.0,,,,51.0,19.0,,,18.0,,,,,,,,,,,,161.0,,,3.0,2.0,15.0,,,,,,,,8.0,,,,,,,508.0,,,,,,22.0,3966.0,,,124.0,PHI_QB_01,QB,153.0,71.0,702.0,,,,,,,,,,,,,,,61.0,,252.0,166.0,,,26.0,43.0,2027,962.0,,15.0,,,,PHI,,26.0,,31.0,,,,,,,,
,,,,9.0,,REGULAR_SEASON,,11.0,23.0,,,,22.0,8.0,,9.0,,,,,,,,,,,48.0,,,0.0,,6.0,,,,,,,,,,,,,1.0,,,,43.0,,,,,,,,,LAR_RB_01,RB,,,,,2.0,,,84.0,,,1089.0,,59.0,,14.0,,,109.0,6.0,491.0,,,,,,2027,174.0,,,,134.0,,PHI,,,,,,,,445.0,238.0,,253.0,
,,,,15.0,,REGULAR_SEASON,,24.0,50.0,,,,44.0,17.0,,23.0,,,,,,,,,,,91.0,,,2.0,,13.0,,,,,,,,,,,,,4.0,,,,66.0,,,,,,,,,P100058_RB,RB,,,,,6.0,,,184.0,,,2026.0,,143.0,,36.0,,,246.0,7.0,1149.0,,,,,,2027,429.0,,,,297.0,,PHI,,,,,,,,883.0,507.0,,646.0,
,,,,,,REGULAR_SEASON,,15.0,30.0,,,,26.0,6.0,,,,,,,,,,,,,41.0,,,,,17.0,,,,,,,,,,,,,17.0,,,,,,,,,,,,,PIT_WR_02,WR,,,,,,,,99.0,,3.0,1235.0,,629.0,,214.0,,,,,,,,,,,2027,742.0,,,,185.0,,PHI,,,,,,,,561.0,,,,
,,,,,,REGULAR_SEASON,,8.0,16.0,,,,13.0,7.0,,,,,,,,,,,,,31.0,,,,,15.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,LAC_WR_01,WR,,,,,,,,69.0,,4.0,920.0,,567.0,,193.0,,,,,,,,,,,2027,670.0,,,,128.0,,PHI,,,,,,,,354.0,,,,
,,,,,,REGULAR_SEASON,,7.0,17.0,,,,13.0,6.0,,,,,,,,,,,,,20.0,,,,,17.0,,,,,,,,,,,,,12.0,,,,,,,,,,,,,DET_WR_02,WR,,,,,,,,52.0,,5.0,669.0,,633.0,,215.0,,,,,,,,,,,2027,746.0,,,,102.0,,PHI,,,,,,,,239.0,,,,
,,,,,,REGULAR_SEASON,,3.0,4.0,,,,6.0,0.0,,,,,,,,,,,,,3.0,,,,,13.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,PIT_WR_01,WR,,,,,,,,17.0,,,227.0,,469.0,,160.0,,,,,,,,,,,2027,552.0,,,,34.0,,PHI,,,,,,,,84.0,,,,
,,,,,,REGULAR_SEASON,,10.0,19.0,,,,17.0,7.0,,,,,,,,,,,,,21.0,,,,,17.0,,,,,,,,,,,,,14.0,,,,,,,,,,,,,IND_TE_01,TE,,,,,,,,59.0,,,757.0,,575.0,,194.0,,,,,,,,,,,2027,679.0,,,,111.0,,PHI,,,,,,,,284.0,,,,
,,,,,,REGULAR_SEASON,,1.0,3.0,,,,8.0,1.0,,,,,,,,,,,,,0.0,,,,,17.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,PHI_TE_03,TE,,,,,,,,15.0,,,229.0,,560.0,,192.0,,,,,,,,,,,2027,664.0,,,,31.0,,PHI,,,,,,,,83.0,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,9.0,,22.0,,,,,,,,,,,1569.1,612.0,,,,,,,12.0,,ATL_OT_01,OT,,,,,35.0,,,,,,,,,47.0,495.0,217.0,,,,,,,5.0,,,2027,1107.0,,17.0,,,,PHI,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,10.0,,25.0,,,,,,,,,,,1541.7,626.0,,,,,,,10.0,,PHI_OT_02,OT,,,,,41.0,,,,,,,,,53.0,506.0,207.0,,,,,,,7.0,,,2027,1132.0,,17.0,,,,PHI,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,5.0,,7.0,,,,,,,,,,,1605.1,624.0,,,,,,,8.0,,PHI_OG_01,OG,,,,,17.0,,,,,,,,,35.0,505.0,251.0,,,,,,,7.0,,,2027,1129.0,,17.0,,,,PHI,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,5.0,,7.0,,,,,,,,,,,1208.2,470.0,,,,,,,8.0,,PIT_OG_03,OG,,,,,18.0,,,,,,,,,35.0,380.0,173.0,,,,,,,6.0,,,2027,850.0,,13.0,,,,PHI,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,3.0,,11.0,,,,,,,,,,,1332.8,507.0,,,,,,,6.0,,CAR_C_01,C,,,,,17.0,,,,,,,,,18.0,414.0,197.0,,,,,,,3.0,,,2027,921.0,,14.0,,,,PHI,,,,,,,,,,,,
25.0,2.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,1.0,,,,17.0,,,,26.0,,,,,,,,1.0,,,,,,,415.0,2.66,,,,6.0,,PHI_EDGE_01,EDGE,,,,45.0,,,10.0,,,,,,,,,,38.0,,,,,11.0,,,,2027,729.0,21.0,,46.0,,,PHI,14.0,,,,,,,,,,,
26.0,2.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,17.0,,,,13.0,,,,,,,,0.0,,,,,,,417.0,2.33,,,,5.0,,PHI_EDGE_03,EDGE,,,,31.0,,,16.0,,,,,,,,,,21.0,,,,,6.0,,,,2027,732.0,25.0,,51.0,,,PHI,5.0,,,,,,,,,,,
25.0,2.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,1.0,,,,17.0,,,,32.0,,,,,,,,5.0,,,,,,,419.0,2.67,,,,2.0,,PHI_EDGE_04,EDGE,,,,46.0,,,11.0,,,,,,,,,,33.0,,,,,3.0,,,,2027,739.0,16.0,,41.0,,,PHI,10.0,,,,,,,,,,,
27.0,5.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,1.0,,,,17.0,,,,19.0,,,,,,,,8.0,,,,,,,431.0,1.6,,,,3.0,,P100214_EDGE,EDGE,,,,26.0,,,6.0,,,,,,,,,,14.0,,,,,1.0,,,,2027,759.0,24.0,,51.0,,,PHI,3.0,,,,,,,,,,,
16.0,3.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,2.0,,,,11.0,,,,10.0,,,,,,,,1.0,,,,,,,236.0,1.32,,,,5.0,,DET_DT_01,DT,,,,17.0,,,5.0,,,,,,,,,,17.0,,,,,2.0,,,,2027,416.0,15.0,,31.0,,,PHI,5.0,,,,,,,,,,,
26.0,3.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,2.0,,,,17.0,,,,21.0,,,,,,,,2.0,,,,,,,373.0,2.63,,,,3.0,,PHI_DT_02,DT,,,,40.0,,,14.0,,,,,,,,,,34.0,,,,,5.0,,,,2027,656.0,18.0,,44.0,,,PHI,7.0,,,,,,,,,,,
,,,99.0,,,REGULAR_SEASON,,,,612.0,,,,,,,,,,,,,,,,,,,20.0,,,17.0,,,,,,,,0.0,,,,7.0,,,,,,16.0,,,,,1450.5,5.0,,PHI_LB_04,LB,,,,15.0,,,,,42.0,,,,,,,,11.0,,,,,2.0,,,,2027,795.0,59.0,,91.0,66.0,1.0,PHI,13.0,,,,,,,,,565.0,,15.65
,,,75.0,,,REGULAR_SEASON,,,,583.0,,,,,,,,,,,,,,,,,,,10.0,,,17.0,,,,,,,,0.0,,,,6.0,,,,,,5.0,,,,,1616.2,6.0,,PHI_LB_03,LB,,,,9.0,,,,,51.0,,,,,,,,11.0,,,,,1.0,,,,2027,759.0,65.0,,100.0,77.0,4.0,PHI,9.0,,,,,,,,,632.0,,18.46
,,,,,,REGULAR_SEASON,,,,650.0,,,,,,,,,,,,,,,,,,,18.0,,,17.0,,,,,,,,3.0,,,,9.0,,,,,,9.0,,,,,1511.9,6.0,,WAS_CB_02,CB,,,,,,,,,51.0,,,,,,,,6.0,,,,,,,,,2027,841.0,45.0,,75.0,81.0,5.0,PHI,,,,,,,,,,567.0,,15.01
,,,,,,REGULAR_SEASON,,,,526.0,,,,,,,,,,,,,,,,,,,7.0,,,14.0,,,,,,,,2.0,,,,4.0,,,,,,4.0,,,,,1237.6,2.0,,HOU_CB_03,CB,,,,,,,,,33.0,,,,,,,,6.0,,,,,,,,,2027,685.0,35.0,,56.0,51.0,5.0,PHI,,,,,,,,,,428.0,,11.54
,,,,,,REGULAR_SEASON,,,,563.0,,,,,,,,,,,,,,,,,,,7.0,,,15.0,,,,,,,,2.0,,,,8.0,,,,,,4.0,,,,,1274.1,9.0,,P100249_CB,CB,,,,,,,,,45.0,,,,,,,,12.0,,,,,,,,,2027,730.0,40.0,,66.0,64.0,2.0,PHI,,,,,,,,,,538.0,,14.76
,,,,,,REGULAR_SEASON,,,,679.0,,,,,,,,,,,,,,,,,,,18.0,,,17.0,,,,,,,,1.0,,,,6.0,,,,,,9.0,,,,,1310.7,2.0,,PHI_S_02,S,,,,,,,,,39.0,,,,,,,,11.0,,,,,,,,,2027,878.0,42.0,,67.0,70.0,3.0,PHI,,,,,,,,,,374.0,,9.65
,,,,,,REGULAR_SEASON,,,,495.0,,,,,,,,,,,,,,,,,,,7.0,,,12.0,,,,,,,,1.0,,,,7.0,,,,,,4.0,,,,,1082.2,5.0,,PHI_S_03,S,,,,,,,,,30.0,,,,,,,,8.0,,,,,,,,,2027,642.0,22.0,,39.0,45.0,1.0,PHI,,,,,,,,,,373.0,,9.27
,,,,,,REGULAR_SEASON,,,,667.0,,,,,,,,,,,,,,,,,,,8.0,,,17.0,,,,,,,,0.0,,,,13.0,,,,,,6.0,,,,,1227.0,4.0,,PHI_S_04,S,,,,,,,,,40.0,,,,,,,,9.0,,,,,,,,,2027,863.0,54.0,,83.0,74.0,0.0,PHI,,,,,,,,,,502.0,,12.77
,,,,,,REGULAR_SEASON,,,,,,,,,,,27.0,10.0,7.0,5.0,8.0,20.0,9.0,6.0,4.0,8.0,,,,,,17.0,,1.0,,,,,,,68.0,,589.0,,,,,,,,,,,,,,,P100078_K,K,,,,,,,,,,,,,,,,,,,,,,,,,,2027,102.0,,,,,,PHI,,,50.0,,,30.0,26.0,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2899.0,,,,,6.0,23.0,,,963.0,,,,2619.0,,,,,,,,,,,,DEN_P_01,P,,,,,,61.0,,,,,,280.0,,,,,,,,,,,,,,2027,85.0,,,,,,PHI,,,2.0,,,,,,,,,
,,54.0,,,378.0,REGULAR_SEASON,387.0,,,,64.0,23.0,,,28.0,,,,,,,,,,,,181.0,,,1.0,1.0,17.0,,,,,,,,6.0,,,,,,,550.0,,,,,,25.0,4201.0,,,138.0,LV_QB_01,QB,172.0,82.0,716.0,,,,,,,,,,,,,,,60.0,,299.0,210.0,,,33.0,39.0,2027,1082.0,,17.0,,,,LV,,31.0,,26.0,,,,,,,,
,,,,14.0,,REGULAR_SEASON,,19.0,55.0,,,,47.0,16.0,,19.0,,,,,,,,,,,109.0,,,2.0,,17.0,,,,,,,,,,,,,6.0,,,,92.0,,,,,,,,,LV_RB_01,RB,,,,,9.0,,,217.0,,,2430.0,,158.0,,39.0,,,253.0,19.0,1090.0,,,,,,2027,477.0,,,,311.0,,LV,,,,,,,,957.0,499.0,,605.0,
,,,,28.0,,REGULAR_SEASON,,13.0,27.0,,,,26.0,8.0,,12.0,,,,,,,,,,,43.0,,,1.0,,17.0,,,,,,,,,,,,,7.0,,,,95.0,,,,,,,,,ARI_RB_02,RB,,,,,8.0,,,102.0,,,1212.0,,109.0,,24.0,,,121.0,,540.0,,,,,,2027,329.0,,,,152.0,,LV,,,,,,,,486.0,254.0,,290.0,
,,,,24.0,,REGULAR_SEASON,,3.0,11.0,,,,10.0,2.0,,3.0,,,,,,,,,,,11.0,,,0.0,,17.0,,,,,,,,,,,,,5.0,,,,88.0,,,,,,,,,SF_RB_04,RB,,,,,6.0,,,38.0,,,538.0,,76.0,,16.0,,,50.0,,239.0,,,,,,2027,244.0,,,,64.0,,LV,,,,,,,,219.0,130.0,,110.0,
,,,,,,REGULAR_SEASON,,17.0,40.0,,,,28.0,5.0,,,,,,,,,,,,,55.0,,,,,17.0,,,,,,,,,,,,,15.0,,,,,,,,,,,,,LV_WR_01,WR,,,,,,,,125.0,,6.0,1448.0,,623.0,,213.0,,,,,,,,,,,2027,734.0,,,,207.0,,LV,,,,,,,,623.0,,,,
,,,,,,REGULAR_SEASON,,12.0,22.0,,,,28.0,7.0,,,,,,,,,,,,,33.0,,,,,14.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,BAL_WR_02,WR,,,,,,,,73.0,,1.0,888.0,,519.0,,177.0,,,,,,,,,,,2027,611.0,,,,127.0,,LV,,,,,,,,348.0,,,,
,,,,,,REGULAR_SEASON,,6.0,18.0,,,,12.0,3.0,,,,,,,,,,,,,12.0,,,,,12.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,LV_WR_04,WR,,,,,,,,39.0,,5.0,480.0,,442.0,,150.0,,,,,,,,,,,2027,520.0,,,,70.0,,LV,,,,,,,,207.0,,,,
,,,,,,REGULAR_SEASON,,5.0,18.0,,,,15.0,5.0,,,,,,,,,,,,,14.0,,,,,17.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,,P100219_TE,TE,,,,,,,,43.0,,3.0,574.0,,583.0,,199.0,,,,,,,,,,,2027,689.0,,,,75.0,,LV,,,,,,,,243.0,,,,
,,,,,,REGULAR_SEASON,,8.0,20.0,,,,17.0,8.0,,,,,,,,,,,,,24.0,,,,,17.0,,,,,,,,,,,,,9.0,,,,,,,,,,,,,P100212_TE,TE,,,,,,,,65.0,,,778.0,,566.0,,193.0,,,,,,,,,,,2027,666.0,,,,111.0,,LV,,,,,,,,288.0,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,5.0,,7.0,,,,,,,,,,,1627.6,615.0,,,,,,,6.0,,LV_OT_02,OT,,,,,16.0,,,,,,,,,26.0,500.0,243.0,,,,,,,4.0,,,2027,1115.0,,17.0,,,,LV,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,7.0,,33.0,,,,,,,,,,,1558.1,611.0,,,,,,,12.0,,LV_OT_04,OT,,,,,43.0,,,,,,,,,51.0,498.0,195.0,,,,,,,3.0,,,2027,1109.0,,17.0,,,,LV,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,5.0,,17.0,,,,,,,,,,,1595.8,604.0,,,,,,,11.0,,LV_OG_01,OG,,,,,26.0,,,,,,,,,42.0,492.0,224.0,,,,,,,4.0,,,2027,1096.0,,17.0,,,,LV,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,4.0,,18.0,,,,,,,,,,,1486.0,580.0,,,,,,,8.0,,LV_OG_03,OG,,,,,27.0,,,,,,,,,37.0,466.0,198.0,,,,,,,6.0,,,2027,1046.0,,16.0,,,,LV,,,,,,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,4.0,,18.0,,,,,,,,,,,1573.6,625.0,,,,,,,9.0,,LV_C_01,C,,,,,29.0,,,,,,,,,50.0,510.0,195.0,,,,,,,7.0,,,2027,1135.0,,17.0,,,,LV,,,,,,,,,,,,
26.0,3.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,17.0,,,,14.0,,,,,,,,9.0,,,,,,,418.0,1.88,,,,2.0,,KC_EDGE_04,EDGE,,,,32.0,,,12.0,,,,,,,,,,21.0,,,,,6.0,,,,2027,733.0,23.0,,49.0,,,LV,5.0,,,,,,,,,,,
24.0,4.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,1.0,,,,17.0,,,,24.0,,,,,,,,5.0,,,,,,,372.0,2.96,,,,2.0,,LV_DT_01,DT,,,,41.0,,,13.0,,,,,,,,,,36.0,,,,,4.0,,,,2027,656.0,19.0,,43.0,,,LV,8.0,,,,,,,,,,,
19.0,2.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,0.0,,,,16.0,,,,24.0,,,,,,,,2.0,,,,,,,338.0,2.87,,,,5.0,,LAR_DT_05,DT,,,,40.0,,,13.0,,,,,,,,,,41.0,,,,,5.0,,,,2027,595.0,17.0,,36.0,,,LV,7.0,,,,,,,,,,,
23.0,2.0,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,2.0,,,,15.0,,,,14.0,,,,,,,,6.0,,,,,,,302.0,1.78,,,,4.0,,LV_DT_03,DT,,,,22.0,,,6.0,,,,,,,,,,19.0,,,,,2.0,,,,2027,534.0,18.0,,41.0,,,LV,7.0,,,,,,,,,,,
,,,124.0,,,REGULAR_SEASON,,,,581.0,,,,,,,,,,,,,,,,,,,15.0,,,17.0,,,,,,,,1.0,,,,8.0,,,,,,8.0,,,,,1680.9,5.0,,PIT_LB_01,LB,,,,20.0,,,,,44.0,,,,,,,,8.0,,,,,3.0,,,,2027,754.0,63.0,,98.0,62.0,4.0,LV,16.0,,,,,,,,,536.0,,15.39
,,,110.0,,,REGULAR_SEASON,,,,580.0,,,,,,,,,,,,,,,,,,,17.0,,,17.0,,,,,,,,1.0,,,,6.0,,,,,,11.0,,,,,1106.3,7.0,,LV_LB_02,LB,,,,12.0,,,,,25.0,,,,,,,,14.0,,,,,0.0,,,,2027,754.0,63.0,,98.0,54.0,2.0,LV,20.0,,,,,,,,,247.0,,7.41
,,,101.0,,,REGULAR_SEASON,,,,610.0,,,,,,,,,,,,,,,,,,,10.0,,,17.0,,,,,,,,2.0,,,,9.0,,,,,,2.0,,,,,1340.4,5.0,,LV_LB_05,LB,,,,13.0,,,,,46.0,,,,,,,,11.0,,,,,2.0,,,,2027,790.0,63.0,,96.0,75.0,3.0,LV,14.0,,,,,,,,,483.0,,13.66
,,,,,,REGULAR_SEASON,,,,567.0,,,,,,,,,,,,,,,,,,,8.0,,,15.0,,,,,,,,2.0,,,,3.0,,,,,,4.0,,,,,1159.5,5.0,,LV_CB_03,CB,,,,,,,,,34.0,,,,,,,,13.0,,,,,,,,,2027,734.0,46.0,,74.0,67.0,5.0,LV,,,,,,,,,,365.0,,9.36
,,,,,,REGULAR_SEASON,,,,637.0,,,,,,,,,,,,,,,,,,,15.0,,,17.0,,,,,,,,1.0,,,,2.0,,,,,,10.0,,,,,1364.5,2.0,,LV_CB_06,CB,,,,,,,,,35.0,,,,,,,,6.0,,,,,,,,,2027,829.0,32.0,,54.0,63.0,3.0,LV,,,,,,,,,,449.0,,11.71
,,,,,,REGULAR_SEASON,,,,447.0,,,,,,,,,,,,,,,,,,,10.0,,,12.0,,,,,,,,1.0,,,,3.0,,,,,,5.0,,,,,1032.0,4.0,,PHI_CB_01,CB,,,,,,,,,22.0,,,,,,,,7.0,,,,,,,,,2027,579.0,34.0,,55.0,40.0,3.0,LV,,,,,,,,,,304.0,,8.37
,,,,,,REGULAR_SEASON,,,,643.0,,,,,,,,,,,,,,,,,,,15.0,,,17.0,,,,,,,,2.0,,,,8.0,,,,,,2.0,,,,,1419.0,6.0,,LV_CB_04,CB,,,,,,,,,49.0,,,,,,,,13.0,,,,,,,,,2027,834.0,32.0,,56.0,75.0,2.0,LV,,,,,,,,,,510.0,,13.43
,,,,,,REGULAR_SEASON,,,,695.0,,,,,,,,,,,,,,,,,,,9.0,,,17.0,,,,,,,,0.0,,,,6.0,,,,,,4.0,,,,,1544.0,3.0,,LV_S_01,S,,,,,,,,,41.0,,,,,,,,8.0,,,,,,,,,2027,900.0,35.0,,60.0,67.0,6.0,LV,,,,,,,,,,453.0,,11.0
,,,,,,REGULAR_SEASON,,,,574.0,,,,,,,,,,,,,,,,,,,11.0,,,15.0,,,,,,,,0.0,,,,4.0,,,,,,5.0,,,,,1169.8,7.0,,LAC_S_04,S,,,,,,,,,27.0,,,,,,,,8.0,,,,,,,,,2027,743.0,32.0,,52.0,48.0,2.0,LV,,,,,,,,,,333.0,,8.78
,,,,,,REGULAR_SEASON,,,,613.0,,,,,,,,,,,,,,,,,,,10.0,,,16.0,,,,,,,,0.0,,,,3.0,,,,,,4.0,,,,,1493.3,4.0,,LV_S_04,S,,,,,,,,,43.0,,,,,,,,13.0,,,,,,,,,2027,794.0,31.0,,54.0,65.0,3.0,LV,,,,,,,,,,488.0,,13.06
,,,,,,REGULAR_SEASON,,,,,,,,,,,31.0,8.0,8.0,8.0,4.0,27.0,6.0,8.0,6.0,3.0,,,,,,15.0,,1.0,,,,,,,58.0,,548.0,,,,,,,,,,,,,,,LV_K_01,K,,,,,,,,,,,,,,,,,,,,,,,,,,2027,90.0,,,,,,LV,,,37.0,,,32.0,32.0,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2382.0,,,,,9.0,22.0,,,722.0,,,,2158.0,,,,,,,,,,,,CAR_P_01,P,,,,,,51.0,,,,,,224.0,,,,,,,,,,,,,,2027,70.0,,,,,,LV,,,5.0,,,,,,,,,
,,51.0,,,392.0,REGULAR_SEASON,370.0,,,,48.0,20.0,,,24.0,,,,,,,,,,,,180.0,,,2.0,1.0,17.0,,,,,,,,11.0,,,,,,,552.0,,,,,,31.0,3888.0,,,139.0,SEA_QB_01,QB,160.0,70.0,606.0,,,,,,,,,,,,,,,62.0,,139.0,210.0,,,34.0,38.0,2027,1077.0,,17.0,,,,SEA,,20.0,,13.0,,,,,,,,
