assists,batted_passes,big_time_throws,blitz_snaps,broken_tackles,clean_att,competition_type,completions,contested_catches,contested_targets,coverage_snaps,deep_att,deep_comp,deep_targets,display_name,drops,drops_by_receivers,explosive_runs,fg_att,fg_att_30_39,fg_att_40_49,fg_att_50p,fg_att_u30,fg_made,fg_made_30_39,fg_made_40_49,fg_made_50p,fg_made_u30,first_downs,forced_fumbles,forced_incompletions,fumbles,fumbles_lost,games,gross_yards,gw_att,hits_allowed,hurries,hurries_allowed,inside_10,inside_20,int,kickoffs,longest,longest_fg,missed_tackles,missed_tackles_forced,net_yards,pass_att,pass_block_efficiency,pass_block_snaps,pass_breakups,pass_rush_snaps,pass_rush_win_rate,pass_td,pass_yd,passer_rating_allowed,penalties,play_action_att,player_id,position,pressure_att,pressure_comp,pressure_yd,pressures,pressures_allowed,punts,qb_hits,rec,rec_allowed,rec_td,rec_yd,retired,return_yards_allowed,routes,run_block_losses,run_block_snaps,run_block_wins,run_stops,rush_att,rush_td,rush_yd,sack_yards,sacks,sacks_allowed,sacks_taken,scrambles,seasons_played,snaps,solo,starts,tackles,targets,td_allowed,tfl,throwaways,touchbacks,turnover_worthy_plays,week,xp_att,xp_made,yac,yards_after_contact,yards_allowed,yards_before_contact,yards_per_cov_snap
,,,,,,REGULAR_SEASON,,,,,,,,Arlen Gauthier,,,,,,,,,,,,,,,,,,,84.0,,,20.0,,78.0,,,,,,,,,,,7981.8,3013.0,,,,,,,40.0,,TEN_OG_01,OG,,,,,111.0,,,,,,,0,,,171.0,2452.0,1135.0,,,,,,,16.0,,,0,5465.0,,84.0,,,,,,,,770.0,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,Lowell Woolfolk,,,,,,,,,,,,,,,,,,,81.0,,,27.0,,64.0,,,,,,,,,,,7642.8,2922.0,,,,,,,35.0,,TEN_C_01,C,,,,,110.0,,,,,,,0,,,171.0,2367.0,1072.0,,,,,,,23.0,,,0,5289.0,,81.0,,,,,,,,787.0,,,,,,,
90.0,10.0,,,,,REGULAR_SEASON,,,,,,,,Darian Pouncey,,,,,,,,,,,,,,,3.0,,,,61.0,,,,83.0,,,,,,,,18.0,,,,,,,1487.0,9.1,,,,15.0,,TEN_EDGE_02,EDGE,,,,165.0,,,48.0,,,,,1,,,,,,114.0,,,,,41.0,,,,0,2613.0,70.0,,160.0,,,29.0,,,,567.0,,,,,,,
137.0,9.0,,,,,REGULAR_SEASON,,,,,,,,Harrison Markham,,,,,,,,,,,,,,,3.0,,,,87.0,,,,112.0,,,,,,,,23.0,,,,,,,2167.0,11.45,,,,27.0,,TEN_EDGE_01,EDGE,,,,197.0,,,55.0,,,,,0,,,,,,134.0,,,,,38.0,,,,0,3807.0,112.0,,249.0,,,37.0,,,,834.0,,,,,,,
60.0,7.0,,,,,REGULAR_SEASON,,,,,,,,Remy Hilliard,,,,,,,,,,,,,,,0.0,,,,37.0,,,,52.0,,,,,,,,15.0,,,,,,,926.0,5.77,,,,5.0,,TEN_EDGE_03,EDGE,,,,93.0,,,27.0,,,,,1,,,,,,79.0,,,,,15.0,,,,0,1627.0,49.0,,109.0,,,23.0,,,,348.0,,,,,,,
62.0,7.0,,,,,REGULAR_SEASON,,,,,,,,Julius Mendenhall,,,,,,,,,,,,,,,4.0,,,,35.0,,,,54.0,,,,,,,,14.0,,,,,,,869.0,4.81,,,,7.0,,TEN_EDGE_05,EDGE,,,,82.0,,,21.0,,,,,0,,,,,,58.0,,,,,7.0,,,,0,1528.0,50.0,,112.0,,,20.0,,,,319.0,,,,,,,
142.0,14.0,,,,,REGULAR_SEASON,,,,,,,,Juelz Durrant,,,,,,,,,,,,,,,7.0,,,,94.0,,,,132.0,,,,,,,,25.0,,,,,,,2002.0,13.94,,,,18.0,,TEN_DT_02,DT,,,,198.0,,,50.0,,,,,0,,,,,,168.0,,,,,20.0,,,,0,3537.0,113.0,,255.0,,,54.0,,,,861.0,,,,,,,
140.0,16.0,,,,,REGULAR_SEASON,,,,,,,,Zephyr Bancroft,,,,,,,,,,,,,,,5.0,,,,97.0,,,,131.0,,,,,,,,21.0,,,,,,,2060.0,14.31,,,,17.0,,TEN_DT_01,DT,,,,203.0,,,58.0,,,,,0,,,,,,181.0,,,,,19.0,,,,0,3644.0,116.0,,256.0,,,53.0,,,,957.0,,,,,,,
106.0,8.0,,,,,REGULAR_SEASON,,,,,,,,Benoit Dabney,,,,,,,,,,,,,,,4.0,,,,63.0,,,,85.0,,,,,,,,21.0,,,,,,,1367.0,8.99,,,,10.0,,TEN_DT_04,DT,,,,131.0,,,35.0,,,,,0,,,,,,105.0,,,,,13.0,,,,0,2406.0,82.0,,188.0,,,39.0,,,,639.0,,,,,,,
,,,534.0,,,REGULAR_SEASON,,,,3128.0,,,,Waylon Appleton,,,,,,,,,,,,,,,,71.0,,,89.0,,,,,,,,11.0,,,,38.0,,,,,,47.0,,,,,7118.0,23.0,,TEN_LB_01,LB,,,,62.0,,,,,178.0,,,0,,,,,,74.0,,,,,9.0,,,,0,4067.0,325.0,,503.0,308.0,14.0,73.0,,,,841.0,,,,,2322.0,,67.74
,,,394.0,,,REGULAR_SEASON,,,,2348.0,,,,Dorian Vaitai,,,,,,,,,,,,,,,,41.0,,,67.0,,,,,,,,4.0,,,,47.0,,,,,,17.0,,,,,5764.9,20.0,,TEN_LB_04,LB,,,,41.0,,,,,166.0,,,1,,,,,,42.0,,,,,5.0,,,,0,3052.0,234.0,,376.0,266.0,15.0,53.0,,,,660.0,,,,,1945.0,,55.78
,,,263.0,,,REGULAR_SEASON,,,,1606.0,,,,Ibrahim Wyckoff,,,,,,,,,,,,,,,,27.0,,,45.0,,,,,,,,4.0,,,,25.0,,,,,,14.0,,,,,3536.7,12.0,,TEN_LB_02,LB,,,,35.0,,,,,107.0,,,1,,,,,,31.0,,,,,5.0,,,,0,2086.0,153.0,,244.0,184.0,10.0,29.0,,,,435.0,,,,,1225.0,,35.03
,,,,,,REGULAR_SEASON,,,,1771.0,,,,Lazaro Vasher,,,,,,,,,,,,,,,,47.0,,,47.0,,,,,,,,7.0,,,,22.0,,,,,,32.0,,,,,3115.3,13.0,,TEN_CB_03,CB,,,,,,,,,81.0,,,1,,,,,,37.0,,,,,,,,,0,2299.0,105.0,,173.0,158.0,6.0,,,,,456.0,,,,,900.0,,24.08
,,,,,,REGULAR_SEASON,,,,643.0,,,,Gage Simmerman,,,,,,,,,,,,,,,,16.0,,,17.0,,,,,,,,1.0,,,,4.0,,,,,,9.0,,,,,1225.6,4.0,,TEN_CB_02,CB,,,,,,,,,36.0,,,1,,,,,,11.0,,,,,,,,,0,834.0,43.0,,70.0,72.0,3.0,,,,,158.0,,,,,413.0,,11.06
,,,,,,REGULAR_SEASON,,,,1731.0,,,,Landry Granderson,,,,,,,,,,,,,,,,24.0,,,45.0,,,,,,,,0.0,,,,22.0,,,,,,17.0,,,,,4037.3,12.0,,TEN_CB_01,CB,,,,,,,,,127.0,,,1,,,,,,33.0,,,,,,,,,0,2247.0,97.0,,164.0,202.0,8.0,,,,,430.0,,,,,1507.0,,39.06
,,,,,,REGULAR_SEASON,,,,2041.0,,,,Micah Stoutland,,,,,,,,,,,,,,,,39.0,,,54.0,,,,,,,,5.0,,,,12.0,,,,,,20.0,,,,,4868.0,19.0,,TEN_CB_06,CB,,,,,,,,,128.0,,,1,,,,,,32.0,,,,,,,,,0,2649.0,102.0,,182.0,196.0,13.0,,,,,527.0,,,,,1438.0,,38.16
,,,,,,REGULAR_SEASON,,,,3815.0,,,,Kane Crockett,,,,,,,,,,,,,,,,74.0,,,96.0,,,,,,,,3.0,,,,42.0,,,,,,48.0,,,,,7738.8,24.0,,TEN_S_01,S,,,,,,,,,175.0,,,0,,,,,,78.0,,,,,,,,,0,4947.0,202.0,,345.0,329.0,15.0,,,,,937.0,,,,,2225.0,,56.69
,,,,,,REGULAR_SEASON,,,,1332.0,,,,Finley Sherfield,,,,,,,,,,,,,,,,26.0,,,33.0,,,,,,,,0.0,,,,11.0,,,,,,15.0,,,,,2875.3,9.0,,TEN_S_02,S,,,,,,,,,71.0,,,1,,,,,,23.0,,,,,,,,,0,1727.0,64.0,,112.0,130.0,7.0,,,,,302.0,,,,,976.0,,24.56
,,,,,,REGULAR_SEASON,,,,684.0,,,,Isaias Tenpenny,,,,,,,,,,,,,,,,15.0,,,17.0,,,,,,,,0.0,,,,5.0,,,,,,9.0,,,,,1388.1,6.0,,TEN_S_03,S,,,,,,,,,32.0,,,1,,,,,,8.0,,,,,,,,,0,889.0,37.0,,61.0,69.0,6.0,,,,,158.0,,,,,427.0,,10.81
,,,,,,REGULAR_SEASON,,,,,,,,Trace Scarbrough,,,,128.0,31.0,42.0,28.0,34.0,111.0,23.0,37.0,20.0,26.0,,,,,,91.0,,4.0,,,,,,,356.0,,3207.0,,,,,,,,,,,,,,,TEN_K_01,K,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,546.0,,,,,,,,222.0,,866.0,167.0,161.0,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,Rowan Elmore,,,,,,,,,,,,,,,,,,,93.0,16536.0,,,,,37.0,136.0,,,5042.0,,,,14968.0,,,,,,,,,,,,TEN_P_01,P,,,,,,351.0,,,,,,0,1568.0,,,,,,,,,,,,,,0,465.0,,,,,,,,20.0,,861.0,,,,,,,
,,133.0,,,1022.0,REGULAR_SEASON,1022.0,,,,152.0,59.0,,Joaquin Camarillo,,53.0,,,,,,,,,,,,503.0,,,5.0,3.0,44.0,,,,,,,,26.0,,,,,,,1480.0,,,,,,67.0,11020.0,,,352.0,TB_QB_01,QB,458.0,204.0,2108.0,,,,,,,,,0,,,,,,,152.0,,743.0,520.0,,,81.0,93.0,0,2770.0,,44.0,,,,,88.0,,55.0,379.0,,,,,,,
,,,,76.0,,REGULAR_SEASON,,76.0,169.0,,,,131.0,Landry Dubois,54.0,,56.0,,,,,,,,,,,287.0,,,1.0,,65.0,,,,,,,,,,,,,28.0,,,,382.0,,,,,,,,,TB_RB_01,RB,,,,,41.0,,,608.0,,,6762.0,1,,536.0,,131.0,,,764.0,22.0,3183.0,,,,,,0,1618.0,,,,954.0,,,,,,659.0,,,2722.0,1399.0,,1835.0,
,,,,41.0,,REGULAR_SEASON,,44.0,76.0,,,,66.0,Rashad Amaechi,33.0,,21.0,,,,,,,,,,,127.0,,,2.0,,51.0,,,,,,,,,,,,,22.0,,,,261.0,,,,,,,,,TB_RB_02,RB,,,,,19.0,,,306.0,,,3641.0,1,,351.0,,83.0,,,387.0,,1703.0,,,,,,0,1066.0,,,,491.0,,,,,,524.0,,,1383.0,733.0,,976.0,
,,,,14.0,,REGULAR_SEASON,,7.0,17.0,,,,11.0,Vernon Ferrante,5.0,,5.0,,,,,,,,,,,14.0,,,0.0,,17.0,,,,,,,,,,,,,6.0,,,,88.0,,,,,,,,,TB_RB_03,RB,,,,,2.0,,,44.0,,,531.0,1,,87.0,,18.0,,,51.0,,234.0,,,,,,0,275.0,,,,67.0,,,,,,185.0,,,206.0,114.0,,123.0,
,,,,,,REGULAR_SEASON,,4.0,11.0,,,,9.0,Clay Lessard,2.0,,,,,,,,,,,,,19.0,,,,,13.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,TB_WR_01,WR,,,,,,,,51.0,,1.0,654.0,1,,492.0,,168.0,,,,,,,,,,,0,580.0,,,,89.0,,,,,,116.0,,,278.0,,,,
,,,,,,REGULAR_SEASON,,32.0,57.0,,,,38.0,Xander Paddock,21.0,,,,,,,,,,,,,67.0,,,,,66.0,,,,,,,,,,,,,36.0,,,,,,,,,,,,,TB_WR_02,WR,,,,,,,,196.0,,12.0,2478.0,0,,2397.0,,820.0,,,,,,,,,,,0,2829.0,,,,359.0,,,,,,659.0,,,1053.0,,,,
,,,,,,REGULAR_SEASON,,13.0,38.0,,,,25.0,Landry McGlinchey,22.0,,,,,,,,,,,,,37.0,,,,,34.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,,TB_WR_04,WR,,,,,,,,108.0,,4.0,1342.0,1,,1281.0,,437.0,,,,,,,,,,,0,1510.0,,,,202.0,,,,,,361.0,,,580.0,,,,
,,,,,,REGULAR_SEASON,,5.0,16.0,,,,8.0,Vaughn Brinkley,8.0,,,,,,,,,,,,,17.0,,,,,24.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,,TB_WR_06,WR,,,,,,,,56.0,,1.0,725.0,0,,898.0,,306.0,,,,,,,,,,,0,1060.0,,,,127.0,,,,,,248.0,,,282.0,,,,
,,,,,,REGULAR_SEASON,,32.0,62.0,,,,58.0,Lachlan Sutherland,12.0,,,,,,,,,,,,,59.0,,,,,79.0,,,,,,,,,,,,,38.0,,,,,,,,,,,,,TB_TE_01,TE,,,,,,,,178.0,,,2341.0,1,,2647.0,,906.0,,,,,,,,,,,0,3129.0,,,,337.0,,,,,,786.0,,,923.0,,,,
,,,,,,REGULAR_SEASON,,1.0,3.0,,,,6.0,Arch Buckhalter,3.0,,,,,,,,,,,,,0.0,,,,,17.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,,TB_TE_03,TE,,,,,,,,15.0,,,230.0,1,,573.0,,196.0,,,,,,,,,,,0,677.0,,,,31.0,,,,,,185.0,,,86.0,,,,
,,,,,,REGULAR_SEASON,,,,,,,,Harlan Humphries,,,,,,,,,,,,,,,,,,,68.0,,,22.0,,66.0,,,,,,,,,,,6348.4,2485.0,,,,,,,41.0,,TB_OT_02,OT,,,,,108.0,,,,,,,1,,,159.0,2015.0,903.0,,,,,,,23.0,,,0,4500.0,,68.0,,,,,,,,685.0,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,Jonas Amaechi,,,,,,,,,,,,,,,,,,,49.0,,,8.0,,64.0,,,,,,,,,,,4608.8,1807.0,,,,,,,26.0,,TB_OT_01,OT,,,,,81.0,,,,,,,0,,,102.0,1460.0,630.0,,,,,,,11.0,,,0,3267.0,,49.0,,,,,,,,484.0,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,Wolfgang Wisniewski,,,,,,,,,,,,,,,,,,,63.0,,,23.0,,75.0,,,,,,,,,,,5931.6,2282.0,,,,,,,31.0,,TB_OG_01,OG,,,,,107.0,,,,,,,1,,,176.0,1848.0,762.0,,,,,,,11.0,,,0,4130.0,,63.0,,,,,,,,597.0,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,Peyson Broadwater,,,,,,,,,,,,,,,,,,,23.0,,,7.0,,23.0,,,,,,,,,,,2161.5,838.0,,,,,,,10.0,,TB_OG_03,OG,,,,,35.0,,,,,,,0,,,51.0,679.0,290.0,,,,,,,6.0,,,0,1517.0,,23.0,,,,,,,,234.0,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,Malik Canfield,,,,,,,,,,,,,,,,,,,83.0,,,24.0,,78.0,,,,,,,,,,,7785.8,3032.0,,,,,,,37.0,,TB_C_01,C,,,,,124.0,,,,,,,0,,,156.0,2456.0,1065.0,,,,,,,24.0,,,0,5488.0,,83.0,,,,,,,,800.0,,,,,,,
114.0,12.0,,,,,REGULAR_SEASON,,,,,,,,Patton Eubanks,,,,,,,,,,,,,,,6.0,,,,68.0,,,,83.0,,,,,,,,14.0,,,,,,,1675.0,10.44,,,,11.0,,TB_EDGE_02,EDGE,,,,163.0,,,49.0,,,,,1,,,,,,121.0,,,,,41.0,,,,0,2953.0,93.0,,207.0,,,36.0,,,,680.0,,,,,,,
46.0,5.0,,,,,REGULAR_SEASON,,,,,,,,Kamari Wrighster,,,,,,,,,,,,,,,3.0,,,,31.0,,,,40.0,,,,,,,,4.0,,,,,,,757.0,3.51,,,,8.0,,TB_EDGE_01,EDGE,,,,59.0,,,11.0,,,,,1,,,,,,35.0,,,,,10.0,,,,0,1332.0,41.0,,87.0,,,12.0,,,,299.0,,,,,,,
70.0,7.0,,,,,REGULAR_SEASON,,,,,,,,Kane Greenlaw,,,,,,,,,,,,,,,2.0,,,,51.0,,,,58.0,,,,,,,,19.0,,,,,,,1256.0,6.12,,,,6.0,,TB_EDGE_03,EDGE,,,,91.0,,,26.0,,,,,1,,,,,,69.0,,,,,12.0,,,,0,2214.0,51.0,,121.0,,,17.0,,,,522.0,,,,,,,
28.0,1.0,,,,,REGULAR_SEASON,,,,,,,,Maverick Babineaux,,,,,,,,,,,,,,,1.0,,,,17.0,,,,32.0,,,,,,,,4.0,,,,,,,419.0,2.36,,,,4.0,,TB_EDGE_04,EDGE,,,,43.0,,,8.0,,,,,1,,,,,,25.0,,,,,4.0,,,,0,737.0,22.0,,50.0,,,11.0,,,,185.0,,,,,,,
134.0,6.0,,,,,REGULAR_SEASON,,,,,,,,Lyle Manningham,,,,,,,,,,,,,,,11.0,,,,89.0,,,,133.0,,,,,,,,18.0,,,,,,,1884.0,15.08,,,,18.0,,TB_DT_02,DT,,,,223.0,,,60.0,,,,,0,,,,,,206.0,,,,,37.0,,,,0,3316.0,114.0,,248.0,,,47.0,,,,903.0,,,,,,,
33.0,4.0,,,,,REGULAR_SEASON,,,,,,,,Grady Nailor,,,,,,,,,,,,,,,3.0,,,,24.0,,,,30.0,,,,,,,,6.0,,,,,,,510.0,3.01,,,,7.0,,TB_DT_01,DT,,,,42.0,,,9.0,,,,,1,,,,,,37.0,,,,,3.0,,,,0,900.0,24.0,,57.0,,,8.0,,,,249.0,,,,,,,
67.0,8.0,,,,,REGULAR_SEASON,,,,,,,,Hutch Rudolph,,,,,,,,,,,,,,,2.0,,,,41.0,,,,41.0,,,,,,,,15.0,,,,,,,874.0,5.58,,,,6.0,,TB_DT_03,DT,,,,77.0,,,25.0,,,,,1,,,,,,69.0,,,,,11.0,,,,0,1539.0,58.0,,125.0,,,27.0,,,,451.0,,,,,,,
,,,603.0,,,REGULAR_SEASON,,,,3451.0,,,,Otis Latimore,,,,,,,,,,,,,,,,86.0,,,100.0,,,,,,,,5.0,,,,63.0,,,,,,51.0,,,,,7879.6,26.0,,TB_LB_02,LB,,,,68.0,,,,,197.0,,,1,,,,,,81.0,,,,,11.0,,,,0,4485.0,368.0,,571.0,345.0,13.0,99.0,,,,984.0,,,,,2379.0,,68.96
,,,471.0,,,REGULAR_SEASON,,,,2656.0,,,,Abram Harkness,,,,,,,,,,,,,,,,50.0,,,76.0,,,,,,,,10.0,,,,42.0,,,,,,24.0,,,,,5949.5,27.0,,TB_LB_05,LB,,,,51.0,,,,,176.0,,,0,,,,,,56.0,,,,,6.0,,,,0,3453.0,267.0,,417.0,307.0,13.0,56.0,,,,734.0,,,,,2049.0,,59.08
,,,439.0,,,REGULAR_SEASON,,,,2505.0,,,,Tillman Santoro,,,,,,,,,,,,,,,,41.0,,,73.0,,,,,,,,8.0,,,,38.0,,,,,,16.0,,,,,5393.5,24.0,,TB_LB_01,LB,,,,55.0,,,,,153.0,,,0,,,,,,49.0,,,,,15.0,,,,0,3264.0,287.0,,443.0,277.0,6.0,62.0,,,,718.0,,,,,1778.0,,52.7
,,,,,,REGULAR_SEASON,,,,3794.0,,,,Paxton Meacham,,,,,,,,,,,,,,,,79.0,,,100.0,,,,,,,,10.0,,,,50.0,,,,,,48.0,,,,,7934.5,29.0,,TB_CB_03,CB,,,,,,,,,203.0,,,0,,,,,,84.0,,,,,,,,,0,4923.0,248.0,,413.0,333.0,16.0,,,,,994.0,,,,,2411.0,,63.67
,,,,,,REGULAR_SEASON,,,,3621.0,,,,Murphy Villalobos,,,,,,,,,,,,,,,,60.0,,,95.0,,,,,,,,16.0,,,,45.0,,,,,,32.0,,,,,7657.8,25.0,,TB_CB_02,CB,,,,,,,,,219.0,,,0,,,,,,70.0,,,,,,,,,0,4704.0,246.0,,405.0,368.0,20.0,,,,,953.0,,,,,2778.0,,73.87
,,,,,,REGULAR_SEASON,,,,1613.0,,,,Gideon Turpin,,,,,,,,,,,,,,,,29.0,,,42.0,,,,,,,,4.0,,,,18.0,,,,,,18.0,,,,,3407.2,12.0,,TB_CB_05,CB,,,,,,,,,90.0,,,0,,,,,,26.0,,,,,,,,,0,2094.0,115.0,,184.0,145.0,3.0,,,,,422.0,,,,,1169.0,,30.37
,,,,,,REGULAR_SEASON,,,,613.0,,,,Luka Deakins,,,,,,,,,,,,,,,,13.0,,,16.0,,,,,,,,2.0,,,,9.0,,,,,,7.0,,,,,1329.4,5.0,,TB_CB_04,CB,,,,,,,,,35.0,,,1,,,,,,12.0,,,,,,,,,0,796.0,45.0,,75.0,57.0,4.0,,,,,167.0,,,,,385.0,,10.31
,,,,,,REGULAR_SEASON,,,,3703.0,,,,Bruno Tindall,,,,,,,,,,,,,,,,86.0,,,92.0,,,,,,,,7.0,,,,27.0,,,,,,63.0,,,,,7341.8,13.0,,TB_S_01,S,,,,,,,,,187.0,,,0,,,,,,70.0,,,,,,,,,0,4802.0,228.0,,382.0,315.0,11.0,,,,,865.0,,,,,2074.0,,52.05
,,,,,,REGULAR_SEASON,,,,2430.0,,,,Jace Fanning,,,,,,,,,,,,,,,,21.0,,,61.0,,,,,,,,1.0,,,,19.0,,,,,,9.0,,,,,5568.9,16.0,,TB_S_03,S,,,,,,,,,168.0,,,1,,,,,,37.0,,,,,,,,,0,3151.0,142.0,,240.0,259.0,15.0,,,,,658.0,,,,,2038.0,,51.82
,,,,,,REGULAR_SEASON,,,,85.0,,,,Manny Rapp,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,0.0,,,,2.0,,,,,,0.0,,,,,222.8,2.0,,TB_S_04,S,,,,,,,,,6.0,,,1,,,,,,0.0,,,,,,,,,0,110.0,8.0,,13.0,9.0,1.0,,,,,7.0,,,,,80.0,,1.92
,,,,,,REGULAR_SEASON,,,,,,,,Lionel Ballinger,,,,35.0,7.0,13.0,10.0,10.0,28.0,7.0,11.0,6.0,9.0,,,,,,20.0,,2.0,,,,,,,71.0,,766.0,,,,,,,,,,,,,,,TB_K_01,K,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,120.0,,,,,,,,49.0,,194.0,41.0,40.0,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,Ace Poteat,,,,,,,,,,,,,,,,,,,56.0,9549.0,,,,,24.0,76.0,,,3067.0,,,,8677.0,,,,,,,,,,,,TB_P_01,P,,,,,,206.0,,,,,,0,872.0,,,,,,,,,,,,,,0,280.0,,,,,,,,10.0,,535.0,,,,,,,
,,,,,,REGULAR_SEASON,,0.0,2.0,,,,0.0,Moses Ricciardi,0.0,,,,,,,,,,,,,0.0,,,,,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ARI_WR_04,WR,,,,,,,,3.0,,,49.0,1,,125.0,,43.0,,,,,,,,,,,0,146.0,,,,7.0,,,,,,9.0,,,21.0,,,,
,,,,,,REGULAR_SEASON,,,,,,,,Landry Paschall,,,,,,,,,,,,,,,,,,,95.0,,,36.0,,95.0,,,,,,,,,,,8871.9,3422.0,,,,,,,52.0,,LAC_C_01,C,,,,,155.0,,,,,,,0,,,212.0,2779.0,1188.0,,,,,,,29.0,,,0,6201.0,,95.0,,,,,,,,903.0,,,,,,,
,,99.0,,,786.0,REGULAR_SEASON,773.0,,,,117.0,48.0,,Harlan Windham,,42.0,,,,,,,,,,,,387.0,,,3.0,3.0,34.0,,,,,,,,13.0,,,,,,,1138.0,,,,,,71.0,8842.0,,,286.0,NYJ_QB_01,QB,352.0,159.0,1486.0,,,,,,,,,0,,,,,,,120.0,,486.0,463.0,,,69.0,83.0,0,2164.0,,34.0,,,,,52.0,,39.0,314.0,,,,,,,
,,,,84.0,,REGULAR_SEASON,,97.0,237.0,,,,205.0,Khalil Thorogood,67.0,,85.0,,,,,,,,,,,419.0,,,7.0,,68.0,,,,,,,,,,,,,39.0,,,,358.0,,,,,,,,,NYJ_RB_03,RB,,,,,31.0,,,858.0,,,9934.0,1,,687.0,,171.0,,,1105.0,34.0,4689.0,,,,,,0,2053.0,,,,1356.0,,,,,,695.0,,,4209.0,1845.0,,2869.0,
,,,,25.0,,REGULAR_SEASON,,18.0,31.0,,,,22.0,Waylon Seeley,5.0,,14.0,,,,,,,,,,,47.0,,,1.0,,17.0,,,,,,,,,,,,,12.0,,,,105.0,,,,,,,,,NYJ_RB_01,RB,,,,,8.0,,,103.0,,,1380.0,1,,115.0,,28.0,,,135.0,,638.0,,,,,,0,350.0,,,,164.0,,,,,,166.0,,,620.0,315.0,,323.0,
,,,,9.0,,REGULAR_SEASON,,1.0,7.0,,,,5.0,Niles Saffold,2.0,,1.0,,,,,,,,,,,11.0,,,0.0,,13.0,,,,,,,,,,,,,11.0,,,,66.0,,,,,,,,,NYJ_RB_02,RB,,,,,5.0,,,30.0,,,440.0,1,,59.0,,13.0,,,41.0,,207.0,,,,,,0,189.0,,,,50.0,,,,,,143.0,,,186.0,113.0,,94.0,
,,,,,,REGULAR_SEASON,,90.0,164.0,,,,137.0,Julius Bonner,50.0,,,,,,,,,,,,,252.0,,,,,90.0,,,,,,,,,,,,,58.0,,,,,,,,,,,,,NYJ_WR_02,WR,,,,,,,,574.0,,32.0,6994.0,0,,3301.0,,1128.0,,,,,,,,,,,0,3888.0,,,,989.0,,,,,,841.0,,,2789.0,,,,
,,,,,,REGULAR_SEASON,,63.0,130.0,,,,118.0,Mateo Paddock,40.0,,,,,,,,,,,,,170.0,,,,,87.0,,,,,,,,,,,,,65.0,,,,,,,,,,,,,NYJ_WR_03,WR,,,,,,,,418.0,,27.0,5149.0,1,,3251.0,,1113.0,,,,,,,,,,,0,3833.0,,,,752.0,,,,,,859.0,,,2045.0,,,,
,,,,,,REGULAR_SEASON,,2.0,13.0,,,,9.0,Mekai Lutrell,7.0,,,,,,,,,,,,,18.0,,,,,17.0,,,,,,,,,,,,,12.0,,,,,,,,,,,,,NYJ_WR_01,WR,,,,,,,,51.0,,3.0,721.0,1,,626.0,,213.0,,,,,,,,,,,0,737.0,,,,97.0,,,,,,166.0,,,304.0,,,,
,,,,,,REGULAR_SEASON,,18.0,38.0,,,,31.0,Malcolm Quessenberry,9.0,,,,,,,,,,,,,48.0,,,,,53.0,,,,,,,,,,,,,26.0,,,,,,,,,,,,,NYJ_WR_06,WR,,,,,,,,142.0,,10.0,1897.0,1,,1874.0,,641.0,,,,,,,,,,,0,2217.0,,,,261.0,,,,,,533.0,,,813.0,,,,
,,,,,,REGULAR_SEASON,,37.0,74.0,,,,62.0,Archer Percival,23.0,,,,,,,,,,,,,102.0,,,,,68.0,,,,,,,,,,,,,60.0,,,,,,,,,,,,,NYJ_TE_01,TE,,,,,,,,252.0,,,3280.0,1,,2262.0,,769.0,,,,,,,,,,,0,2674.0,,,,451.0,,,,,,624.0,,,1336.0,,,,
,,,,,,REGULAR_SEASON,,28.0,51.0,,,,59.0,Woodrow Kemper,29.0,,,,,,,,,,,,,96.0,,,,,86.0,,,,,,,,,,,,,56.0,,,,,,,,,,,,,NYJ_TE_03,TE,,,,,,,,263.0,,,3063.0,0,,2914.0,,996.0,,,,,,,,,,,0,3445.0,,,,496.0,,,,,,809.0,,,1247.0,,,,
,,,,,,REGULAR_SEASON,,,,,,,,Roman Tanguay,,,,,,,,,,,,,,,,,,,95.0,,,31.0,,93.0,,,,,,,,,,,8919.0,3424.0,,,,,,,53.0,,NYJ_OT_01,OT,,,,,148.0,,,,,,,0,,,205.0,2769.0,1246.0,,,,,,,25.0,,,0,6193.0,,95.0,,,,,,,,840.0,,,,,,,
,,,,,,REGULAR_SEASON,,,,,,,,Niles Uche,,,,,,,,,,,,,,,,,,,17.0,,,4.0,,22.0,,,,,,,,,,,1610.2,621.0,,,,,,,8.0,,NYJ_OT_04,OT,,,,,28.0,,,,,,,1,,,36.0,499.0,205.0,,,,,,,2.0,,,0,1120.0,,17.0,,,,,,,,157.0,,,,,,,
